CId,circle,ENTRY_DATE,status,entry_by,ipadd,department_id,circletype
1,Chamba,,Active,0,,"12,22,39",IPH
2,Nurpur,2019-01-21 17:31:45.570,Active,0,,"12,39",IPH
3,Dharmshala,2019-01-21 17:32:02.730,Active,0,,"12,22,39",IPH
4,Una,2019-01-21 17:32:08.763,Active,0,,"12,34,39","Power, IPH"
5,Bilaspur,2019-01-21 17:32:14.580,Active,0,,"12,22,34,39","Power,IPH"
6,Hamirpur,2019-01-21 17:32:24.090,Active,0,,"12,22,34,39","Power,IPH"
7,Sundernagar,2019-01-21 17:32:59.133,Active,0,,"12,39",IPH
8,Kullu,2019-01-21 17:33:05.787,Active,0,,"12,22,34,39","Power, IPH"
9,Reckong Peo ,2019-01-21 17:33:12.810,Active,0,,"12,39",IPH
10,Rohroo,2019-01-21 17:33:24.630,Active,0,,"12,34","Power,IPH"
11,Shimla-9,2019-01-21 17:33:29.650,Active,0,,"12,39","IPH,Power"
12,Solan,2019-01-21 17:33:38.017,Active,0,,"12,22,34,39","Power,IPH"
13,Nahan,2019-01-21 17:33:43.817,Active,0,,"12,22,34,39","Power,IPH"
14,SRFMP Una,2019-01-21 17:33:53.150,Active,0,,12,IPH
1002,Swan River Channelization Project ,2019-11-07 12:51:24.343,Active,0,,"12,",IPH
1003,Rampur,2019-11-11 12:31:29.940,Active,0,,"22,34",Power
1004,Kangra,2019-11-11 12:39:36.803,Active,0,,34,Power
1005,Dalhousie,2019-11-11 12:53:29.317,Active,0,,34,Power
1006,Mandi,2019-11-11 13:02:41.450,Active,0,,"22,34",Power
1007,"3RD CIRCLE, SOLAN",2019-11-11 17:16:25.557,Active,0,,38,pwd
1008,4TH CIRCLE  SHIMLA,2019-11-11 17:16:47.650,Active,0,,38,pwd
1009,"  11TH CIRCLE, RAMPUR",2019-11-11 17:16:55.260,Active,0,,38,pwd
1010,12TH CIRCLE  NAHAN,2019-11-11 17:17:05.620,Active,0,,38,pwd
1011,14TH CIRCLE ROHRU,2019-11-11 17:17:12.853,Active,0,,38,pwd
1012,Ist CIRCLE-Mandi ,2019-11-11 17:17:25.133,Active,0,,38,pwd
1013,6th CIRCLE KULLU,2019-11-11 17:17:33.213,Active,0,,38,pwd
1014,JOGINDERNAGAR CIRCLE,2019-11-11 17:17:41.743,Active,0,,38,pwd
1015,8th CIRCLE HAMIRPUR,2019-11-11 17:17:49.510,Active,0,,38,pwd
1016,15TH CIRCLE UNA,2019-11-11 17:17:56.057,Active,0,,38,pwd
1017,10th CIRCLE BILASPUR,2019-11-11 17:18:06.510,Active,0,,38,pwd
1018,5TH CIRCLE PALAMPUR,2019-11-11 17:18:12.197,Active,0,,38,pwd
1019,"9TH CIRCLE, NURPUR",2019-11-11 17:18:19.493,Active,0,,38,pwd
1020,"7TH CIRCLE, DALHOUSIE",2019-11-11 17:18:26.120,Active,0,,38,pwd
1021,NH CIRCLE SHIMLA,2019-11-11 17:18:33.493,Active,0,,38,pwd
1022,NH CIRCLE SHAHPUR,2019-11-11 17:55:47.337,Active,0,,38,pwd
1023,GHNP Kullu,2019-11-16 10:29:44.370,Active,0,,22,NULL
1024,Shimla,2019-11-16 10:30:59.057,Active,0,,"22,34",Power
1025,W L North Dharamshala,2019-11-16 10:31:43.700,Active,0,,22,IPH
1026,WL South Shimla,2019-11-16 10:32:18.073,Active,0,,22,IPH
1028,Dharampur,2020-09-16 10:41:34.823,Active,0,,"12,22,34,39,38",pwd
1029,Dharampur,2022-08-05 17:31:45.570,Active,0,NULL,43,IPH
