cdid,circle_id,dist_id,status,entry_by,entrydate,ip_addr
1,1,15,Deleted,0,2019-01-21 17:49:45.147,122.160.22.108
2,1,15,Active,0,2019-01-21 17:49:58.570,122.160.22.108
3,1,26,Deleted,0,2019-01-21 17:49:58.600,122.160.22.108
4,1,26,Deleted,0,2019-01-21 17:50:05.797,122.160.22.108
5,1,15,Active,0,2019-01-21 17:56:13.950,122.160.22.108
6,1,15,Active,0,2019-01-21 17:56:21.343,122.160.22.108
7,1,18,Active,0,2019-01-21 17:56:21.343,122.160.22.108
8,11,23,Active,0,2019-01-22 15:31:57.930,::1
9,11,19,Active,0,2019-01-22 17:58:49.010,::1
10,11,23,Active,0,2019-01-22 17:58:49.107,::1
11,8,20,Active,0,2019-01-22 17:59:54.480,::1
1002,5,15,Active,0,2019-10-15 16:56:54.673,192.168.0.26
1003,5,16,Active,0,2019-10-15 16:56:54.703,192.168.0.26
1004,5,17,Active,0,2019-10-15 16:56:54.720,192.168.0.26
1005,5,20,Active,0,2019-10-15 16:56:54.737,192.168.0.26
1006,1004,16,Active,0,2022-08-30 12:08:32.450,117.207.55.92
1007,1004,18,Active,0,2022-08-30 12:08:32.463,117.207.55.92
1008,1004,26,Active,0,2022-08-30 12:08:32.480,117.207.55.92
