tred_per_list_id,institute_id,couse,course_duration,start_date,end_date,other,filname,status,entry_by,entry_date,ip_addr,actualfilename
1,1,Recent Developments in Earthquake Resistant Design,5,2018-02-07,2018-06-07,Recent Developments in Earthquake Resistant Design,5 day workshop on Recent Dev. in Earthquake Resistant Designa26c07e4-b357-4b2b-b2bf-5a5f0b87929a.xlsx,Active,4344,2020-03-06 12:28:02.780,10.146.4.225,5 day workshop on Recent Dev. in Earthquake Resistant Design.xlsx
6,1,Landslide Mitigation and detailed Project Report Preparation,3,2018-12-11,2018-12-11,Landslide Mitigation and detailed Project Report Preparation,List of Participants for SDMA Workshop(12-14 Nov. 2018)72ceb071-6bcb-4dc5-81fb-8d35154f3c5d.xlsx,Active,4344,2020-03-07 11:52:29.907,10.146.4.225,List of Participants for SDMA Workshop(12-14 Nov. 2018).xlsx
7,2,IRS ,3,2020-05-02,2020-07-02,IRS,IRS 05 Feb to 07 Feb 202046d9c6b7-bf54-49b3-84ad-1a59562fa710.xlsx,Active,4344,2022-01-14 14:08:56.367,117.241.127.1,IRS 05 Feb to 07 Feb 2020.xlsx
8,1,cour,3,2022-01-02,2022-11-02,hghf,5 day workshop on Recent 9817de90-9f22-48a2-8ac5-e1af539f3a57.xlsx,Deleted,4344,2022-02-22 18:21:50.200,106.202.147.105,5 day workshop on Recent .xlsx
11,1,cour,3,2022-01-02,2022-11-02,ggggg,5 day workshop on Recent 1d0a36d2-626d-48f8-85ee-ce3215858538.xlsx,Deleted,4344,2022-02-24 16:24:12.867,106.203.234.229,5 day workshop on Recent .xlsx
13,2,cour1,5,2022-04-02,2022-11-02,TEST,ABCba792476-1a0f-4932-830e-8cd9669b3944.xlsx,Active,4344,2022-02-24 16:33:03.223,106.203.234.229,ABC.xlsx
20,2,Youth ,3,2022-02-02,2022-04-02,youth,youth88c1fdfa-d181-4b5c-9218-c8f82a3f54a1.xlsx,Active,4344,2022-02-26 15:40:28.460,10.146.4.232,youth.xlsx
