mzdid,zone_id,dist_id,status,entry_by,entrydate,ip_addr
1,1,15,Deleted,0,2019-01-21 17:03:46.047,122.160.22.108
2,1,16,Deleted,0,2019-01-21 17:03:46.077,122.160.22.108
3,1,17,Active,0,2019-01-21 17:52:42.933,122.160.22.108
1002,1,23,Active,0,2019-10-15 16:47:11.240,192.168.0.26
1003,1,24,Active,0,2019-10-15 16:47:11.257,192.168.0.26
1004,1,25,Active,0,2019-10-15 16:47:11.270,192.168.0.26
1005,2,20,Active,0,2019-10-15 16:47:33.600,192.168.0.26
1006,2,22,Active,0,2019-10-15 16:47:33.650,192.168.0.26
1007,3,15,Active,0,2019-10-15 16:48:00.130,192.168.0.26
1008,3,17,Active,0,2019-10-15 16:48:00.147,192.168.0.26
1009,3,26,Active,0,2019-10-15 16:48:00.180,192.168.0.26
1010,4,18,Active,0,2019-10-15 16:48:18.663,192.168.0.26
