id,crop,status,entry_by,entry_date,ip_addr
1,"Almond
",Active,0,2019-05-10 15:53:34.837,
2,"Aonla
",Active,0,2019-11-15 12:48:16.997,
3,"Apple
",Active,0,2019-11-15 12:48:29.123,
4,"Apricot
",Active,0,2019-11-15 12:48:31.467,
5,"Bael
",Active,0,2019-11-15 12:48:35.687,
6,"Banana
",Active,0,2019-11-15 12:48:38.107,
7,"Ber
",Active,0,2019-11-15 12:48:41.310,
8,"Cherry
",Active,0,2019-11-15 12:48:43.717,
9,"Chestnut
",Active,0,2019-11-15 12:48:52.233,
10,"Deun
",Active,0,2019-11-15 12:48:55.250,
11,"Deun
",Active,0,2019-11-15 12:48:57.530,
12,"Fig
",Active,0,2019-11-15 12:49:03.013,
13,"G. Almond
",Active,0,2019-11-15 12:49:08.453,
14,"Galgal
",Active,0,2019-11-15 12:49:12.420,
15,"Grapes
",Active,0,2019-11-15 12:49:14.767,
16,"Guava
",Active,0,2019-11-15 12:49:16.907,
17,"Hazel Nut
",Active,0,2019-11-15 12:49:19.250,
18,"Jack Fruit
",Active,0,2019-11-15 12:49:21.390,
19,"Jamun
",Active,0,2019-11-15 12:49:23.610,
20,"Kagzi Lime
",Active,0,2019-11-15 12:49:26.703,
21,"Karonda
",Active,0,2019-11-15 12:49:29.250,
22,"Kiwi
",Active,0,2019-11-15 12:49:31.470,
23,"Laquate
",Active,0,2019-11-15 12:49:33.800,
24,"Litchi
",Active,0,2019-11-15 12:49:36.173,
25,"Malta/Musambi
",Active,0,2019-11-15 12:49:39.517,
26,"Mango
",Active,0,2019-11-15 12:49:42.453,
27,"Olive
",Active,0,2019-11-15 12:49:46.347,
28,"Orange/Kinow
",Active,0,2019-11-15 12:49:48.910,
29,"Oth.Cit.Fruits.
",Active,0,2019-11-15 12:49:51.783,
30,"Papaya
",Active,0,2019-11-15 12:49:54.377,
31,"Peach
",Active,0,2019-11-15 12:49:56.957,
32,"Pear
",Active,0,2019-11-15 12:49:59.610,
33,"Persimon
",Active,0,2019-11-15 12:50:02.423,
34,"Picanut
",Active,0,2019-11-15 12:50:05.673,
35,"Plum
",Active,0,2019-11-15 12:50:09.563,
36,"Pomegranate
",Active,0,2019-11-15 12:50:12.253,
37,"Spota
",Active,0,2019-11-15 12:50:14.877,
38,"Strawbery
",Active,0,2019-11-15 12:50:18.330,
39,"Walnut
",Active,0,2019-11-15 12:50:22.207,
