lid,link_temp_id,publish_date,expiry_date,show_content,feedback_required,next_review_date,status,entry_by
1,1706,2018-11-01 00:00:00,1900-01-01,0,0,2018-11-01,Active,1
2,8229,2022-12-16 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
3,3,2018-09-17 00:00:00,1900-01-01,1,0,2018-09-17,Active,1
4,1504,2018-10-26 00:00:00,1900-01-01,1,0,2018-10-26,Active,1
5,6,2018-09-17 00:00:00,1900-01-01,1,0,2018-09-17,Active,1
6,5,2018-09-17 00:00:00,1900-01-01,1,0,2018-09-17,Active,1
7,14,2018-09-18 00:00:00,1900-01-01,1,0,2018-09-18,Active,1
8,216,2018-09-01 00:00:00,1900-01-01,0,0,2099-09-01,Active,2
9,6652,2019-06-20 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
10,1680,2018-10-31 00:00:00,1900-01-01,0,0,2018-10-31,Active,1
11,10,2018-09-18 00:00:00,1900-01-01,1,0,2018-09-18,Active,1
12,8370,2024-07-06 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
13,1547,2018-10-29 00:00:00,1900-01-01,1,0,2018-10-29,Active,1
14,5355,2018-12-01 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
15,1713,2018-11-01 00:00:00,1900-01-01,1,0,2018-11-01,Active,1
16,15,2018-09-18 00:00:00,1900-01-01,1,0,2018-09-18,Active,1
17,1372,2018-10-20 00:00:00,1900-01-01,1,0,2018-10-20,Active,3
18,1371,2018-10-20 00:00:00,1900-01-01,1,0,2018-10-20,Active,3
19,20,2018-09-18 00:00:00,1900-01-01,1,0,2018-10-18,Active,1
20,19,2018-09-18 00:00:00,1900-01-01,1,0,2018-11-03,Active,1
21,18,2018-09-18 00:00:00,1900-01-01,1,0,2018-10-26,Active,1
22,17,2018-09-18 00:00:00,1900-01-01,1,0,2018-10-17,Active,1
23,1448,2018-10-26 00:00:00,1900-01-01,1,0,2018-10-26,Active,1
24,25,2018-09-20 00:00:00,1900-01-01,1,0,2018-10-03,Active,1
25,24,2018-09-20 00:00:00,1900-01-01,0,0,2018-10-13,Active,1
26,31,2018-09-21 00:00:00,1900-01-01,,,2018-09-21,Active,1
27,30,2018-09-21 00:00:00,1900-01-01,,,2018-09-21,Active,1
28,29,2018-09-21 00:00:00,1900-01-01,,,2018-09-21,Active,1
29,28,2018-09-21 00:00:00,1900-01-01,,,2018-09-21,Active,1
30,27,2018-09-21 00:00:00,1900-01-01,,,2018-09-21,Active,1
31,26,2018-09-21 00:00:00,1900-01-01,,,2018-09-21,Active,1
32,5413,2018-12-01 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
33,1548,2018-10-29 00:00:00,1900-01-01,1,0,2018-10-29,Active,1
34,5561,2018-12-01 00:00:00,1900-01-01,0,0,1900-01-01,Active,1
35,40,2018-09-21 00:00:00,1900-01-01,1,0,2018-09-21,Active,1
36,39,2018-09-21 00:00:00,1900-01-01,1,0,2018-09-21,Active,1
37,1708,2018-11-01 00:00:00,1900-01-01,0,0,2018-11-01,Active,1
38,1709,2018-11-01 00:00:00,1900-01-01,0,0,2018-11-01,Active,1
39,6408,2019-01-11 00:00:00,1900-01-01,1,0,1900-01-01,Active,2
40,1707,2018-11-01 00:00:00,1900-01-01,0,0,2018-11-01,Active,1
41,7966,2020-10-28 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
42,5527,2018-12-01 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
43,1654,2018-10-31 00:00:00,1900-01-01,1,0,2018-10-31,Active,1
44,1652,2018-10-31 00:00:00,1900-01-01,1,0,2018-10-31,Active,1
45,119,2018-09-24 00:00:00,1900-01-01,1,0,2018-09-24,Active,1
46,43,2018-09-21 00:00:00,1900-01-01,1,0,2018-09-21,Active,1
47,5339,2018-12-01 00:00:00,1900-01-01,1,0,1900-01-01,Active,1
48,52,2018-09-21 00:00:00,1900-01-01,1,0,2018-09-21,Active,1
49,8021,2021-03-02 00:00:00,1900-01-01,,,1900-01-01,Active,1
50,56,2018-09-21 00:00:00,1900-01-01,,,2018-09-21,Active,1
51,8018,2021-02-19 00:00:00,1900-01-01,,,1900-01-01,Active,1
