,urban flood,District,Details,Date
0,,Kamrup (M),"Dispur - Keraikuchi, Sijubari, Hatigaon, Wireless, Rukminigaon, PIBCO, Kahilipara, Juripar | Due to heavy rainfall waterlogging took place on 05/06/2022 | 0",05-06-2022
1,,Udalguri,"Udalguri - Ward No. 03, Udalguri Town | Over Topping of Drain/Canal water and Water Logging on the nearby roads around 50m in length at Ward no. 03, Udalguri Town on 05.06.2022. | 0",05-06-2022
