,urban flood,District,Details,Date
0,,Kamrup (M),"Dispur - Keraikuchi, Sijubari, Hatigaon, Wireless, Rukminigaon, PIBCO, Jatia, Beharbari | Water-logging on 06/06/2022 | 0",06-06-2022
1,,Nalbari,"Nalbari - ward No-11 (Hajo-Nalbari Road), Ward No-12(Nalbari-Palla Road) | Due to rain water these area are submerged as per report received by LM on date 06/05/2022. | 300",06-06-2022
