,urban flood,District,Details,Date
0,,Cachar,"Silchar - Linkroad, National Highway road point, Ambicapatty, Church Road, Chandicharan Road, Bilpar, Public School Road, Subhas Nagar, Sonai Road, N.S. Avenue, Premtala, Chengkuri Rood, Malugram, Kanakpur, Tarapur Chandmari, Itkhola, Ghoniala, Meherpur | Due to incessant rainfall, closure of sluice gates and over-topping of Embankments in many areas in and around Silchar Town on dated 21.06.2022 | 12201",21-06-2022
1,,Darrang,"Mangaldoi - Ward No. 2,4 | The water logging due to river bega is reciding .Dated 21-6-2022 | 8000",21-06-2022
2,,Goalpara,"Lakhipur - Lakhipur Town Ward No. 1,2,3,4,5,6,8,9&10 | Due to Urban flood in Lakhipur Town Ward No. 1,2,3,4,5,6,8,9&10 got affected. The Date of Occurrence of Urban flood on 16.06.2022 to till date i.e 21.06.2022 | 7512",21-06-2022
3,,Karimganj,"RK Nagar - ward no 1 2 3 4 6 7 10 | Continuous Urban Flood from 20th April 2022 - 21st April 2022, total 306 family effected | 1377",21-06-2022
