Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Mandi,HPSEBL/CEOMZ/MM/NIT-47/2025-26,2026_HPSEB_127023_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Receipt of tender cost and EMD.,30-Jan-2026 12:30 PM,11-Feb-2026 11:00 AM,30-Jan-2026 12:30 PM,10-Feb-2026 11:30 AM,,,30-Jan-2026 12:30 PM,10-Feb-2026 11:30 AM,27-Feb-2026 04:20 PM,"2,48,284",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"2,360",Nil,Nil,No,CE Operation M. Zone HPSEBL Mandi.,O/o CE Operation M. Zone HPSEBL Mandi.,"Restoration of  Charri Khad  Satge1st 4x630 kVA , 22/0.4 kV DTRs ,1x400 kVA 22/0.4 kV DTR, 22kV HT Line  Thanuta to Charrikhad Stage1st , Shifting of LWSS Charri Khad Tandi stage1st  along with 250kVA ,22/0.4kV DTR ,C/o of New HT , LT Line for  LWSS","Restoration of  Charri Khad  Satge1st 4x630 kVA , 22/0.4 kV DTRs ,1x400 kVA 22/0.4 kV DTR, 22kV HT Line  Thanuta to Charrikhad Stage1st , Shifting of LWSS Charri Khad Tandi stage1st  along with 250kVA ,22/0.4kV DTR ,C/o of New HT , LT Line for  LWSS",Please refer Tender Documents,,"2,48,28,350",Electrical Works,,Tender,180.0,365.0,Mandi,175001.0,,,,O/o CE Operation M. Zone HPSEBL Mandi.,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"Documents for Technical Qualification, Similar work, Award as per Clause 1.01 of PQR .",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Documents for Commercial Qualification as per Clause 1.02.1 of PQR. .( Experience  Certificate of Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Net Worth for the each of the last three Financial Years duly certified by the Chartered Accountant(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Average Annual financial Turnover during the last 3 years, ending 31st March of the previous financi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder shall have liquid assets (LA) and/ or evidence of access to or availability of fund based cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The complete annual reports together with Audited statement of accounts of the company for last five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Capacity as per Clause no. 1.02 of PQR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Litigation History as per Clause no. 2.04 of PQR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents required for Qualification as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
