Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Department of Health and Family Welfare||Directorate of Health and Family Welfare||MS CH PALAMPUR,MS-Ch/Plp/Tender Cooked Diet/2026-28/-1246,2026_DFHW_128701_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre qualified documents required as per tender notice,17-Feb-2026 05:00 PM,11-Mar-2026 11:00 AM,18-Feb-2026 10:00 AM,10-Mar-2026 05:00 PM,18-Feb-2026 11:00 AM,10-Mar-2026 05:00 PM,26-Feb-2026 10:00 AM,10-Mar-2026 05:00 PM,16-Mar-2026 11:00 AM,"50,000",No,fixed,,MS CH Palampur,Palampur,1.0,Corrigendum,Other,,1.0,ICICI BANK,"1,000",MS CH Palampur,Palampur,No,Medical Superintendent Palampur,Office of the MS CH Palampur,Cooked Diet Services at CH Palampur,Cooked Diet Services at CH Palampur,Refer as per Tender Document,,"12,00,000",Miscellaneous Services,,Tender,45.0,365.0,CH Palampur,176061.0,Office of the MS CH Palampur,Office of the MS CH Palampur,25-Feb-2026 11:00 AM,Office of the MS CH Palampur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Tender fee and Earnest money required as per tender notice and attached online tender fees proof,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
