Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",EE/JSVD/THL/2025-26-13584-625  Dt. 16.02.2026,2026_HPIPH_128677_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,1.	Proof of earnest money deposit and cost of bid document.,16-Feb-2026 05:30 PM,28-Feb-2026 11:30 AM,16-Feb-2026 05:30 PM,28-Feb-2026 10:30 AM,,,16-Feb-2026 05:30 PM,28-Feb-2026 10:30 AM,13-Mar-2026 12:05 PM,"27,376",No,fixed,,Nil,Nil,1.0,ICICI BANK,500.0,Nil,Nil,No,EE Jal Shakti Division Thural,EE Jal Shakti Division Thural,AR and MO various LWSS WSS under Jal Shakti Division Thural in Tehsil Palampur Distt. Kangra (HP) (SH Providing consultancy services for creating Digital registry of Rural piped water supply schemes (RPWSS) under Jal Shakti Division Thural),AR and MO various LWSS WSS under Jal Shakti Division Thural in Tehsil Palampur Distt. Kangra (HP) (SH Providing consultancy services for creating Digital registry of  Rural piped water supply schemes (RPWSS) under Jal Shakti Division Thural),Please refer Tender documents.,,"13,68,800",Consultancy,,Tender,120.0,30.0,EE Jal Shakti Division Thural,176107.0,,,,EE Jal Shakti Division Thural,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,2.	Certificate of registration with Himachal Pradesh Jal Shakti Department of an appropriate class e,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"3.	Copy of PAN No., GST registration, EPF and latest income tax return.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,4.	Authorization letter regarding digital signature certificate (DSC) of the person authorized by th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,5.	Copy of undertaking that I have carefully studied all terms and conditions stipulated in the cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,6.	An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc have,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,7.	Contractor/firm participating in the bid seeking exemption in security deposit shall have to subm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"8.	Appendix_1, Appendix_2, Appendix_3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"9.	TECH_1, TECH_2, TECH_3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
