Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL,CE(MM) 01/2021,2021_HPSEB_49206_1,Yes,Open Tender,Item Wise,Goods,3.0,No,Yes,Offline,No,No,No,1.0,Fee,.pdf,SCAN COPY OF TENDER FEE,29-Jun-2021 05:50 PM,15-Jul-2021 11:00 AM,29-Jun-2021 05:50 PM,14-Jul-2021 11:00 AM,,,03-Jul-2021 11:00 AM,14-Jul-2021 11:00 AM,04-Aug-2021 11:00 AM,"47,26,000",No,fixed,,"Sr.Accounts Officer (Banking), HPSEBL",SHIMLA,1.0,DD - Demand Draft,"1,475","Sr.Accounts Officer (Banking), HPSEBL",SHIMLA,No,Chief Engineer (MM) HPSEBL Vidyut Bhawan Shimla,Chief Engineer (MM) HPSEBL Vidyut Bhawan Shimla,CE(MM) 01/2021,Procurement of steel tubular poles of assorted sizes,Please refer Tender documents.,,"47,26,00,000",Electrical Work/ Equipment,,Tender,120.0,180.0,Chief Engineer (MM) HPSEBL Vidyut Bhawan Shimla,171004.0,,,,Chief Engineer (MM) HPSEBL Vidyut Bhawan Shimla,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,SCANED COPY OF emd,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,GTP and drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3.0,Finance,.xls,price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
