Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(Gen) Sundernagar,HPSEBL/CEG/SP-101/Larji MCCB,2025_HPSEB_111057_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Not Applicable,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical bid,26-Jul-2025 04:30 PM,05-Aug-2025 12:30 PM,26-Jul-2025 04:30 PM,04-Aug-2025 03:30 PM,,,26-Jul-2025 04:30 PM,04-Aug-2025 03:30 PM,12-Aug-2025 12:10 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,"Chief Engineer Generation, HPSEBL Sundernagar.","Chief Engineer Generation,
HPSEBL Sundernagar.","Supply of of various material for Larji HEP, HPSEBL  Thalout.","Supply of of various material for Larji
HEP, HPSEBL  Thalout.",Please refer Tender documents.,,,Electrical Work/ Equipment,,Tender,120.0,45.0,Larji HEP HPSEBL Thalout,175121.0,,,,"Chief Engineer Generation, HPSEBL Sundernagar.",No,No,AOC
,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
