Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HP Horticultural Produce Marketing and Processing Corporation Ltd.||HPMC Fruit Processing Plant Parwanoo,HPMC(P)FPP(Briquettes)2025,2025_HPMC_103903_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Documents supporting that they are the Manufacturer/Authorised Dealer.,11-Apr-2025 06:00 PM,26-Apr-2025 01:00 PM,11-Apr-2025 06:00 PM,26-Apr-2025 11:00 AM,,,11-Apr-2025 06:00 PM,26-Apr-2025 11:00 AM,01-May-2025 12:35 PM,"3,00,000",No,fixed,,HPMC FPP,Parwanoo,1.0,DD - Demand Draft,"1,180",HPMC FPP,Parwanoo,No,Harish Verma DGM,"Plot No.34,Sector-02, Parwanoo",purchase of biomass briquettes,purchase of biomass briquettes,Please refer Tender documents.,,"87,00,000",Miscellaneous Goods,biomass briquettes,Tender,365.0,365.0,HPMC FPP Parwanoo,173220.0,,,,HPMC FPP Parwanoo,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"Copy of GST Number and PAN No.,",,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of Analysis of the material/item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The turnover of the party should not be less than 02 Crore during last f.y.(Suportting. docs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scan copy of demand Draft/UTR No. Slip in favour of tender fee and EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any Other documents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ Bid Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
