Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,SSD-536/2024,2024_HPSEB_91802_1,Yes,Open Tender,Tender cum Auction,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender form, tender performa and E-reverse auction undertaking etc.",13-Aug-2024 05:25 PM,16-Oct-2024 03:00 PM,13-Aug-2024 05:30 PM,15-Oct-2024 01:00 PM,,,20-Aug-2024 09:00 AM,15-Oct-2024 01:00 PM,03-Dec-2024 11:00 AM,"4,75,000",No,fixed,,Nil,Nil,1.0,CorrigendumVII,Date,,1.0,ICICI BANK,"5,900",Nil,Nil,No,"SE ( Design) ES, HPSEBL, Hamirpur","o/o SE ( Design) ES, HPSEBL, Hamirpur",Procurement of various rating Surge arresters for various substations of HPSEBL.,Procurement of various rating Surge arresters for various substations of HPSEBL.,Please refer Tender documents.,,"4,74,55,414",Electrical Work/ Equipment,Surge Areesters,Tender,240.0,180.0,various Sub-stations of HPSEBL,177001.0,"o/o SE ( Design) ES, HPSEBL, Hamirpur","o/o SE ( Design) ES, HPSEBL, Hamirpur",17-Aug-2024 11:00 AM,"o/o SE ( Design) ES, HPSEBL, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.xls,Technco-commercial schedule (CC) and GTPs,,,,,,,,,,,,,,,,2.0,CorrigendumV,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of past supplies along with POs and Performance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Annual average turnover certificate, liquid assets certificate, Bid capacity and Bank solvency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No technical and Commercial Deviation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Various undertaking viz Power of attorney, Non blacklisting, No Litigation history etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST certificate, PAN and ITRs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration certificates of the firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other tender related documents as required under the specification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Detailed estimate cum BOQ in rar format.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
