Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Department of Health and Family Welfare||Directorate of Health and Family Welfare||CMO UNA,hfw-Cmo-Outsource-2025,2025_DFHW_98296_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,tender document,18-Jan-2025 06:00 PM,10-Feb-2025 11:00 AM,18-Jan-2025 06:00 PM,08-Feb-2025 05:00 PM,20-Jan-2025 10:00 AM,23-Jan-2025 05:00 PM,25-Jan-2025 10:00 AM,08-Feb-2025 05:00 PM,22-Feb-2025 10:00 AM,"1,00,000",No,fixed,,CMO UNA,CMO UNA,1,DD - Demand Draft,500.0,CMO UNA,CMO UNA,No,"CMO ,Una","O/o CMO OFFICE,ROOM NO.206",MANPOWER,MANPOWER ON OUTSOURCE,Please refer Tender documents.,,"8,00,000",Manpower Supply,,Tender,180.0,730.0,BMO and CMO Office,174303.0,CMO OFFICE,"O/o CMO OFFICE,ROOM NO.206",24-Jan-2025 11:00 AM,CMO OFFICE,No,No,AOC
,,,,,,,,,,,,,,2,Finance,.xls,financial bid,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
