S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage
12,96058,Maasree Industries,29-Oct-2020 12:28 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,12.0,96558.0,Aditya Polytechnic Pvt. Ltd.,INR,0.0,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,96358,MAHABIR POLYTUBES,28-Oct-2020 06:15 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,13.0,96571.0,Crestia Polytech Pvt. Ltd.,INR,0.0,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14,95164,MAHASHAKTI PIPE INDUSTRIES- A UNIT OF BABA LOKENATH AGROTECH INDUSTRIES PVT LTD,16-Oct-2020 04:24 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
15,96255,mohit polytech pvt ltd,28-Oct-2020 09:32 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
16,96566,M/s ARIHANT INDUSTRIES,29-Oct-2020 01:43 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
17,95204,Mukand Poly Products,22-Oct-2020 05:31 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
18,96482,NIMBUS PIPES LIMITED,29-Oct-2020 03:54 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
19,95647,PRABHU POLY PIPES LIMITED,20-Oct-2020 01:26 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
20,96260,PREMIER IRRIGATION ADRITEC PVT LTD,25-Oct-2020 02:35 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
21,95586,SBM PIPE INDUSTRIES PRIVATE LTD,16-Oct-2020 03:18 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
22,96222,Shiv Shakti Pipe Industries,22-Oct-2020 10:25 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
23,95297,SHK Polymers Industries,16-Oct-2020 03:10 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
24,96370,The Supreme Industries Limited,27-Oct-2020 04:11 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
25,95576,TIRUPATI STRUCTURALS LIMITED,19-Oct-2020 03:29 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
26,95990,UMEXPOLYMERS PVT. LTD.,27-Oct-2020 04:34 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
27,96365,VECTUS INDUSTRIES LIMITED,29-Oct-2020 02:33 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
28,96480,VEEKAY PLAST,29-Oct-2020 02:18 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
29,96519,Vishakha Plastic Pipes Pvt Ltd,29-Oct-2020 12:14 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
30,95580,WESTERN IRRIGATION SYSTEM PVT LTD,17-Oct-2020 03:34 PM,Accepted-AOC,Empanelled,19-Dec-2020 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
31,95660,Westwell Polytubes,20-Oct-2020 02:06 PM,Rejected-Technical,Technically Non Responsive,21-Nov-2020 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
