0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 28-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 28-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,,,Nil,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,
"District/Sub-
division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,12,"Bajali, Barpeta, Biswanath, Darrang, 
Dhemaji, Goalpara, Jorhat, Kamrup, 
Lakhimpur, Nalbari, Sonitpur, Tamulpur",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",20,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,
,Barpeta,3,"Chenga, Sarthebari, Barpeta",,,,,,,
,Biswanath,1,Halem,,,,,,,
,Darrang,1,Mangaldoi,,,,,,,
,Dhemaji,1,Dhemaji,,,,,,,
,Goalpara,1,Rongjuli,,,,,,,
,Jorhat,2,"Titabor, Jorhat East",,,,,,,
,Kamrup,3,"North Ghy, Hajo, Kamalpur",,,,,,,
,Lakhimpur,1,Nowboicha,,,,,,,
,Nalbari,3,"Barbhag, Barkhetri, Nalbari",,,,,,,
,Sonitpur,1,Chariduar,,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Total,20,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,30,"( Sarupeta | 5 ), ( Bajali | 25 )",,,,,,,
,Barpeta,75,"( Chenga | 15 ), ( Sarthebari | 31 ), ( Barpeta | 29 )",,,,,,,
,Biswanath,1,( Halem | 1 ),,,,,,,
,Darrang,33,( Mangaldoi | 33 ),,,,,,,
,Dhemaji,1,( Dhemaji | 1 ),,,,,,,
,Goalpara,1,( Rongjuli | 1 ),,,,,,,
,Jorhat,8,"( Titabor | 5 ), ( Jorhat East | 3 )",,,,,,,
,Kamrup,142,"( North Ghy | 7 ), ( Hajo | 77 ), ( Kamalpur | 58 )",,,,,,,
