0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 12-07-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 12-07-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,Disang (Nanglamuraghat),,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,7,"Biswanath, Chirang, Dhemaji, Dibrugarh, 
Kokrajhar, Lakhimpur, Tamulpur",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",13,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,2,"Gohpur, Halem",,,,,,,
,Chirang,3,"Bijni, Sidli, Bengtal",,,,,,,
,Dhemaji,1,Jonai,,,,,,,
,Dibrugarh,1,Tengakhat,,,,,,,
,Kokrajhar,2,"Dotma, Gossaigaon",,,,,,,
,Lakhimpur,3,"Subansiri, Bihpuria, Nowboicha",,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Total,13,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,48,"( Gohpur | 3 ), ( Halem | 45 )",,,,,,,
,Chirang,29,"( Bijni | 13 ), ( Sidli | 6 ), ( Bengtal | 10 )",,,,,,,
,Dhemaji,13,( Jonai | 13 ),,,,,,,
,Dibrugarh,1,( Tengakhat | 1 ),,,,,,,
,Kokrajhar,4,"( Dotma | 3 ), ( Gossaigaon | 1 )",,,,,,,
,Lakhimpur,36,"( Subansiri | 19 ), ( Bihpuria | 11 ), ( Nowboicha | 6 )",,,,,,,
,Tamulpur,2,( Tamulpur | 2 ),,,,,,,
,Total,133,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,,
,Biswanath,5563,5820,4487,15870,"( Gohpur | 0 ), ( Halem 
| 15870 )",195.10,"( Gohpur | 39.10 ), ( 
Halem | 156.00 )",,
,Chirang,4397,4198,4652,13247,"( Bijni | 4364 ), ( Sidli | 
3108 ), ( Bengtal | 
5775 )",84.78,"( Bijni | 17.99 ), ( Sidli 
| 66.79 ), ( Bengtal | 
0.00 )",,
