0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 25-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 25-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,Nil,,,,,,
,Rivers flowing above highest flood level,,,Nil,,,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,Name of Urban Flood Districts/Sub-divisions*,,,,,,
,15,"Bajali, Baksa, Barpeta, Darrang, Dhubri, 
Dibrugarh, Goalpara, Golaghat, Jorhat, 
Kamrup, Lakhimpur, Nagaon, Nalbari, 
Tamulpur",,Kokrajhar,,,,,,
"No. Of 
Revenue 
Circles 
Affected",37,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,
,Baksa,3,"Baska, Barama, Jalah",,,,,,,
,Barpeta,5,"Sarthebari, Baghbar, Barnagar, Barpeta, Chenga",,,,,,,
,Darrang,4,"Mangaldoi, Dalgaon, Patharighat, Sipajhar",,,,,,,
,Dhubri,1,South Salmara Part,,,,,,,
,Dibrugarh,3,"Naharkatia, Dibrugarh West, Chabua",,,,,,,
,Goalpara,1,Lakhipur,,,,,,,
,Golaghat,2,"Golaghat, Bokakhat",,,,,,,
,Jorhat,1,Jorhat East,,,,,,,
,Kamrup,4,"North Ghy, Kamalpur, Hajo, Kayan",,,,,,,
,Kokrajhar,1,Dotma,,,,,,,
,Lakhimpur,1,Nowboicha,,,,,,,
,Nagaon,1,Raha,,,,,,,
,Nalbari,7,"Banekuchi, Ghograpar, Barkhetri, Barbhag, Nalbari, Tihu, Paschim Nalbari",,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Total,37,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,65,"( Sarupeta | 39 ), ( Bajali | 26 )",,,,,,,
,Baksa,8,"( Baganpara | 2 ), ( Barama | 2 ), ( Jalah | 4 )",,,,,,,
,Barpeta,167,"( Sarthebari | 78 ), ( Baghbar | 4 ), ( Barnagar | 1 ), ( Barpeta | 70 ), ( Chenga | 14 )",,,,,,,
,Darrang,151,"( Mangaldoi | 75 ), ( Dalgaon | 4 ), ( Patharighat | 9 ), ( Sipajhar | 63 )",,,,,,,
,Dhubri,97,( South Salmara Part | 97 ),,,,,,,
,Dibrugarh,9,"( Naharkatia | 2 ), ( Dibrugarh West | 6 ), ( Chabua | 1 )",,,,,,,
,Goalpara,5,( Lakhipur | 5 ),,,,,,,
