0,1,2,3,4,5,6,7,8,9,10
,Golaghat,23,"( Golaghat | 6 ), ( Bokakhat | 17 )",,,,,,,
,Jorhat,1,( Jorhat East | 1 ),,,,,,,
,Kamrup,182,"( North Ghy | 8 ), ( Kamalpur | 85 ), ( Hajo | 77 ), ( Kayan | 12 )",,,,,,,
,Lakhimpur,11,( Nowboicha | 11 ),,,,,,,
,Nagaon,9,( Raha | 9 ),,,,,,,
,Nalbari,145,"( Banekuchi | 3 ), ( Ghograpar | 3 ), ( Barkhetri | 64 ), ( Barbhag | 49 ), ( Nalbari | 12 ), ( Tihu | 11 ), 
( Paschim Nalbari | 3 )",,,,,,,
,Tamulpur,1,( Tamulpur | 1 ),,,,,,,
,Total,874,,,,,,,,
Population,District/Sub,Male,"Femal
Childre
Total 
Population Details 
Crop 
Crop Area Details",,,,,,,
"And Crop 
Area 
Affected",-division*,,e,n,"Populatio
n",,,"Area ( in 
Hect. )",,
,Bajali,28636,28693,3378,60707,"( Sarupeta | 31840 ), ( 
Bajali | 28867 )",,208.00,"( Sarupeta | 73.00 ), ( 
Bajali | 135.00 )",
,Baksa,1324,1138,139,2601,"( Baska | 0 ), ( Barama 
| 264 ), ( Jalah | 2337 ), 
( Baganpara | 0 )",,4.30,"( Baska | 0.00 ), ( 
Barama | 0.00 ), ( Jalah 
| 4.30 ), ( Baganpara | 
0.00 )",
,Barpeta,75193,66222,28370,169785,"( Sarthebari | 120353 ), 
( Barpeta | 44394 ), ( 
Chenga | 3255 ), ( 
Baghbar | 1743 ), ( 
Barnagar | 40 )",,382.75,"( Sarthebari | 63.75 ), ( 
Barpeta | 278.00 ), ( 
Chenga | 20.00 ), ( 
Baghbar | 19.00 ), ( 
Barnagar | 2.00 )",
,Darrang,589,627,583,1799,"( Mangaldoi | 1347 ), ( 
Dalgaon | 0 ), ( 
Patharighat | 452 ), ( 
Sipajhar | 0 )",,2455.30,"( Mangaldoi | 1182.30 
), ( Dalgaon | 25.00 ), ( 
Patharighat | 0.00 ), ( 
Sipajhar | 1248.00 )",
,Dhubri,0,0,0,0,"( South Salmara Part | 
0 )",,496.00,"( South Salmara Part | 
496.00 )",
,Dibrugarh,0,0,0,0,"( Chabua | 0 ), ( 
Naharkatia | 0 ), ( 
Dibrugarh West | 0 )",,112.16,"( Chabua | 69.50 ), ( 
Naharkatia | 2.66 ), ( 
Dibrugarh West | 40.00 
)",
,Goalpara,1734,1536,512,3782,( Lakhipur | 3782 ),,0.00,( Lakhipur | 0.00 ),
,Golaghat,80,55,26,161,"( Golaghat | 161 ), ( 
Bokakhat | 0 )",,197.00,"( Golaghat | 0.00 ), ( 
Bokakhat | 197.00 )",
,Jorhat,0,0,0,0,( Jorhat East | 0 ),,11.00,( Jorhat East | 11.00 ),
,Kamrup,0,0,0,0,"( North Ghy | 0 ), ( 
Kamalpur | 0 ), ( Hajo | 
0 ), ( Kayan | 0 )",,1244.73,"( North Ghy | 10.50 ), ( 
Kamalpur | 226.73 ), ( 
Hajo | 1001.00 ), ( 
Kayan | 6.50 )",
,Lakhimpur,10562,10683,815,22060,( Nowboicha | 22060 ),,0.00,( Nowboicha | 0.00 ),
,Nagaon,0,0,0,0,( Raha | 0 ),,358.89,( Raha | 358.89 ),
,Nalbari,4549,3979,1823,10351,"( Ghograpar | 1039 ), ( 
Barkhetri | 0 ), ( 
Barbhag | 6200 ), ( 
Nalbari | 495 ), ( Tihu | 
1035 ), ( Banekuchi | 
642 ), ( Paschim 
Nalbari | 940 )",,466.10,"( Ghograpar | 150.00 ), 
( Barkhetri | 203.00 ), ( 
Barbhag | 71.60 ), ( 
Nalbari | 0.00 ), ( Tihu 
| 0.00 ), ( Banekuchi | 
32.00 ), ( Paschim 
Nalbari | 9.50 )",
,Tamulpur,124,60,92,276,( Tamulpur | 276 ),,0.40,( Tamulpur | 0.40 ),
,Total,122791,"11299
3",35738,271522,,,5936.63,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Bajali,61,"31(Sarupeta | 3, Bajali | 28)",,,,"30(Sarupeta | 22, Bajali | 8)",,,
,Baksa,1,1(Barama | 1),,,,0(Barama | 0),,,
,Barpeta,59,"6(Sarthebari | 4, Barpeta | 2)",,,,"53(Sarthebari | 12, Barpeta | 41)",,,
,Darrang,5,"1(Patharighat | 1, Sipajhar | 0)",,,,"4(Patharighat | 3, Sipajhar | 1)",,,
,Dibrugarh,1,0(Chabua | 0),,,,1(Chabua | 1),,,
,Goalpara,1,1(Lakhipur | 1),,,,0(Lakhipur | 0),,,
,Kamrup,3,0(North Ghy | 0),,,,3(North Ghy | 3),,,
,Lakhimpur,8,0(Nowboicha | 0),,,,8(Nowboicha | 8),,,
,Nalbari,20,"19(Banekuchi | 3, Barbhag | 2, Nalbari | 1, 
Tihu | 10, Paschim Nalbari | 3)",,,,"1(Banekuchi | 0, Barbhag | 0, Nalbari | 1, Tihu | 0, 
Paschim Nalbari | 0)",,,
,Tamulpur,6,2(Tamulpur | 2),,,,4(Tamulpur | 4),,,
,Total,165,61,,,,104,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Bajali,40630,"(Sarupeta | 31840), (Bajali | 
8790)",,,19118,19664,1833,7,8
,Baksa,264,"(Baganpara | 0), (Baska | 0), 
(Barama | 264), (Jalah | 0)",,,84,139,40,1,0
,Barpeta,612,"(Barnagar | 0), (Chenga | 0), 
(Sarthebari | 465), (Barpeta |",,,281,257,74,0,0
,,,147),,,,,,,
,Darrang,46,"(Mangaldoi | 0), (Dalgaon | 0), 
(Sipajhar | 0), (Patharighat | 46)",,,15,13,18,0,0
,Goalpara,38,(Lakhipur | 38),,,17,13,8,0,0
,Nalbari,1423,"(Barkhetri | 0), (Nalbari | 36), 
(Tihu | 258), (Paschim Nalbari | 
584), (Banekuchi | 255), 
(Barbhag | 290)",,,671,533,197,15,7
,Tamulpur,51,(Tamulpur | 51),,,22,19,8,1,1
,Total,43064,,,,20208,20638,2178,24,16
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Bajali,102390,53455,39969,8966,,,,,
,Barpeta,105481,41262,35396,28823,,,,,
,Darrang,3340,2210,990,140,,,,,
,Dibrugarh,5068,4118,950,0,,,,,
,Goalpara,298,68,85,145,,,,,
,Kamrup,7075,5900,1175,0,,,,,
,Lakhimpur,4024,3141,883,0,,,,,
,Nalbari,61921,34133,26626,1162,,,,,
,Total,289597,"14428
7",106074,39236,,,,,
"Animals 
Washed 
Away","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Nalbari,222,0,22,200,,,,,
,Total,222,0,22,200,,,,,
"Houses 
Damaged","District/Sub
-division*","Fully 
Kucch
a","Fully 
Pukka","Fully 
Total","Partially 
Kuccha","Partially 
Pukka","Partially 
Total","Others 
Huts","Others 
Cattle 
Shed","Others 
Total"
,Nalbari,20,0,20,1000,30,1030,40,72,112
,Tamulpur,5,0,5,235,0,235,0,0,0
,Total,25,0,25,1235,30,1265,40,72,112
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopter
s 
Deployed","Person 
Evacuated 
By 
Helicopter
s","Medical 
Team 
Deploye
d"
,Bajali,"Circle Office/Local 
Administration, Local People",,,3,0,0,0,0,7
,Barpeta,"Fire & Emergency Services 
(F&ES)",,,1,6,0,0,0,0
,Darrang,,,,0,0,0,0,0,2
,Goalpara,,,,0,0,0,0,0,1
,Total,,,,4,6,0,0,0,10
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Bajali,48.15,8.03,2.40,239.85,0.00,1600.05,0.00,,
,Baksa,80.70,4.79,0.26,0.26,0.00,0.00,0.00,,
,Barpeta,1477.77,248.27,74.09,7478.88,0.00,1646.20,0.00,,
,Darrang,0.00,0.00,0.00,0.00,0.00,0.00,74.50,,
,Dibrugarh,0.00,0.00,0.00,0.00,0.00,189.60,0.00,,
,Kamrup,0.00,0.00,0.00,0.00,0.00,240.00,0.00,,
,Lakhimpur,0.00,0.00,0.00,0.00,0.00,0.00,384.00,,
,Nalbari,261.63,47.47,14.24,1423.03,0.00,2629.85,0.00,,
,Tamulpur,50.38,91.59,27.53,281.78,0.00,0.00,0.00,,
,Total,1918.63,400.15,118.52,9423.80,0.00,6305.70,458.50,,
"Relief 
Distributed 
Others","District/Sub
-division*","Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Bajali,"0.00-Q, 0.00-ml",,1060.00-Pkt,,"Candle-500.00-Pieces; Marigold biscuits-500.00-Pkt; Tarpaulin-
10000.00-Pieces; Candle -640.00-Pkt; Match Box-105.00-Pkt; 
M.Coil-105.00-Pkt",,,,
,Baksa,"0.00-Pkt, 0.00-Q",,"0.00-Pkt, 0.00-Q",,candal-345.00-Pkt; mosquito coil-345.00-Pkt,,,,
,Barpeta,"0.00-Q, 100.00-
Pkt",,200.00-Pkt,,"Biscuit-200.00-Pkt; Tarpauline-500.00-Pieces; Mosquito Coil-
1500.00-Pkt; Candle-1500.00-Pkt; Phenyl-100.00-Pieces; Sooji-
300.00-Pkt; Tarpaulin-1000.00-Pieces",,,,
,Darrang,0.00-Q,,0.00-Q,,Wheat Bran-3800.00-Kg,,,,
,Dibrugarh,0.00-Q,,0.00-Q,,,,,,
,Kamrup,0.00-Q,,0.00-Q,,,,,,
,Lakhimpur,0.00-Q,,0.00-Q,,HTW-14.00-Pieces,,,,
,Nalbari,0.00-Q,,0.00-Q,,"Masquito Coil-292.00-Pkt; Candle-292.00-Pkt; Match Box-
20.00-Pkt; Masquito Coil-2926.00-Pieces; Candle-4389.00-
Pieces; Match B0x-2926.00-Pkt; Phenyl-800.00-Pieces; 
Sanitary Napkin-1002.00-Pkt; 0-0.00-Q; Pheynol-123.00-Pkt",,,,
,Tamulpur,0.00-Q,,0.00-Q,,gur-39.89-Q,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Breached","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Darrang,3,"Mangaldoi - CM Dutta | At village Mollapara | As reported by Dept. breach occured in 
Embankment of Main Canal at Ch 9400m of CM Dutta Bund FIS. Approx Length of damage is 8-
10 m. Dated 25/06/2023. | (Long - 91.994520, Lat - 26.444710, Dept - Irrigation),  
CM Dutta | At village Mollapara | As reported by Dept. breach occured in Embankment of Main 
Canal at Ch 9000m of CM Dutta Bund FIS. Approx Length of damage is 5-6 m. Dated 25/06/2023. 
| (Long - 91.994520, Lat - 26.444710, Dept - Irrigation),  
CM Dutta | At village Bahjani | As reported by Dept. breach occured in approach road cum Afflux 
Bund at Ch 785m of CM Dutta Bund FIS. Approx Length of damage is 13-15m. Dated 26/06/2023. 
| (Long - 91.992540, Lat - 26.537680, Dept - Irrigation)",,,,,,,
,Total,3,,,,,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Affected","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Nalbari,7,"Nalbari - Pagaldia embankment RB | Moiradanga | As per the report of WR Dept on 24.06.2023 
this embankment is affected by flood | (Long - 0.000000, Lat - 0.000000, Dept - BRO),  
pagaldia embankment RB | Khudra Katara | As per the report of WR Dept on 24.06.2023 this 
embankment is overtopping by flood | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource 
Deptt.),  
pagaldia embankment L/B | Barmurikona | As per the report of WR Dept on 24.06.2023 this 
embankment is overtopping by flood | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource 
Deptt.),  
Pagaldia Embankment L/B | Namdonga | As per the report of WR Dept on 24.06.2023 this 
embankment is overtopping by flood | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource 
Deptt.),  
Pagaldia embankment | Pajipar | As per the report of WR Dept on 24.06.2023 this embankment is 
overtopping by flood | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource Deptt.),  
Paschim Nalbari - L/B of Burhadia from Sahpur Siva Mandir to Lokhopur | Amoni, Hatiputa, 
Soneswar Jaan, Pokhura | Overtopping at all these locations for which embankment get damaged. 
Information received from Water Resource Department on 24/06/2023 | (Long - 0.000000, Lat - 
0.000000, Dept - Water Resource Deptt.),  
R/B embankment of Burhadia from Sahpur to 2 No. Lokhopur | Krishnaguru Sewashram, Purni 
Paam, Lokhopur | Overtopping at all these locations for which embankment get damaged. 
Information received from Water Resource Department on 24/06/2023 | (Long - 0.000000, Lat - 
0.000000, Dept - Water Resource Deptt.)",,,,,,,
,Total,7,,,,,,,,
"Infrastructur
e Damaged 
- Road","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Barpeta,1,"Baghbar - Vill road under MGNREGA st from Meser Ali house to Hanif khan house | Bhatkuchi | 
Due to rising water breach occurred today 25/06/23 | (Long - 91.001204, Lat - 26.289944, Dept - 
P&RD)",,,,,,,
,Bongaigaon,22,"Manikpur - NH-31 to Garugaon Road | Garugaon | RCC Bridge approaches of Br. No.1/1 and road 
surface damaged at Ch.1st Km, as per report received from PWRD, Bongaigaon, dated-24.06.2023 |",,,,,,,
,,,"(Long - 90.651233, Lat - 26.457302, Dept - PWD (Roads)),  
Bashbari Salabila Road | Salabila | Road Shoulder eroded and damaged at Ch. 1st And Ch.2nd Km. 
as per report from received PWRD, Bongaigaon, dated-24.06.2023 | (Long - 90.776843, Lat - 
26.419436, Dept - PWD (Roads)),  
Manikpur to Bashbari Road | Bashbari | Road Shoulder and emabakment damaged from Ch. 1st to 
Ch.5th Km. as per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 
90.801120, Lat - 26.447072, Dept - PWD (Roads)),  
Old NT Road( Sialmari Diversion) | Sialmari Diversion | Road Shoulder damaged at Ch.2nd Km, as 
per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 90.717085, Lat - 
26.484619, Dept - PWD (Roads)),  
Manikpur to Doompara Road | Dompara | Road Shoulder and emabakment damaged from Ch. 1st to 
Ch.4th Km. as per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 
90.752538, Lat - 26.446740, Dept - PWD (Roads)),  
Roha Chakla to Kokila Road | Kokila | Road embankment and side soulder damaged from Ch.1st 
Km to Ch.10th Km, as per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 
90.848198, Lat - 26.430526, Dept - PWD (Roads)),  
Hapachara Barbilla to Nowapara Road | Nowapara | Submarged at Ch.2nd Km and Ch.3rd Km, as 
per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 90.770102, Lat - 
26.477371, Dept - PWD (Roads)),  
Gerukabari to Kirtanpara Road | Kirtanpara | Hard crust and shoulder damaged at Ch.8th Km and 
Ch.9th Km, as per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 
90.748628, Lat - 26.424421, Dept - PWD (Roads)),  
Gerukabari to Kirtanpara Road | Kirtanpara | Hard crust and shoulder damaged at Ch.10th Km and 
breach location, as per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 
90.754287, Lat - 26.410132, Dept - PWD (Roads)),  
Jhawbari Soulmari via Namberpara Road | Namberpar | Hard crust and shoulder damaged at 
Ch.1st&3rd Km, as per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 
90.782698, Lat - 26.405885, Dept - PWD (Roads)),  
Gerukabari to Kirtanpara Road | Kirtanpara | Hard crust and shoulder damaged at Ch.11th,12th 
&13th Km and breach location, as per report received from PWRD, Bongaigaon, dated-24.06.2023 | 
(Long - 90.750770, Lat - 26.404390, Dept - PWD (Roads)),  
Gerukabari to Kirtanpara Road(Subway) | Gerukabari | Hard crust and shoulder damaged at Ch.3rd, 
4th &5th Km, as per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 
90.752685, Lat - 26.413850, Dept - PWD (Roads)),  
Kirtanpara to Nararvita Road | Naravita | Hard crust and shoulder damaged at Ch.6th &8th Km, as 
per report received from PWRD, Bongaigaon, dated-24.06.2023 | (Long - 90.918593, Lat - 
26.404393, Dept - PWD (Roads)),  
Manikpur Bashbari Road | Bashbari | Road surface damaged at Ch. 6th and Ch.7th Km. as per 
report received from PWRD, Bongaigaon, date-24.06.2023 | (Long - 90.781191, Lat - 26.421626, 
Dept - PWD (Roads)),  
Srijangram - Chakla Amtola Road | Chakla Amtola | Road embankment eroded at Ch.1st and 
Ch.2nd km. Reported by PWRD, Bongaigaon, dated-24.06.2023 | (Long - 90.850761, Lat - 
26.384544, Dept - PWD (Roads)),  
Chakla Kirtanpara to Golapara Road | Chakla Kirtanpara to Golapara | Road embankment and road 
surface damaged at ch.1st and ch. 2nd km. Reported by PWRD, Bongaigaon, dated-24.06.2023 | 
(Long - 90.826664, Lat - 26.386667, Dept - PWD (Roads)),  
Kokila Majpara Road | kokila Majpara | Road Embankment damaged at Ch. 1st and ch. 2nd km. 
Reported by PWRD, Bongaigaon, dated-24.06.2023 | (Long - 90.859797, Lat - 26.368689, Dept - 
PWD (Roads)),  
Kokila Uttarpara to Kokila Nayapara Road | Kokila Uttarpara to Kokila Nayapara | Road 
Embankment and surface damaged at ch. 1st and ch. 2nd km. Reported by PWRD, Bongaigaon, 
dated-24.06.2023 | (Long - 90.848786, Lat - 26.375760, Dept - PWD (Roads)),  
Chakla Kirtanpara Road | Chakla Kirtanpara | Road embankment eroded and damaged at ch. 5th 
and 6th km. Reported by PWRD, Bongaigaon, dated-24.06.2023 | (Long - 90.803956, Lat - 
26.385598, Dept - PWD (Roads))",,,,,,,
,Dhubri,7,"South Salmara Part - 1. Matifata salkata roat | Salkata | As per report recived from EE PWRD, 
Fakirganj, The road side bearm and road formation damaged and eroded from ch 1100 m to ch 1250 
m ch 1300 to ch 1450 m and ch 1600 m to 1700 m due to flood water as of Brahmaputra River on 
23.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
2. Ambari Bhuyapara road | Ambari | As per report recived from EE PWRD, Fakirganj, The road 
side bearm and road formation damaged and approches of culvert no 1/1 has been damaged due to 
flood water of Brahmaputra River as on 23.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
3. Salkata Dhenerkuti road | Dhenerkuti | As per report recived from EE PWRD, Fakirganj, The 
road side bearm and road formation damaged and eroded due to flood water of Brahmaputra River 
as on 23.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
4. salkata Surjomoni road | Salkata | As per report recived from EE PWRD, Fakirganj, The road 
side bearm and road formation damaged and eroded due to flood water of Brahmaputra River as on 
23.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),",,,,,,,
,,,"5. Dhenerkuti to baladoba durga mandir road | dhenerkuti | As per report recived from EE PWRD, 
Fakirganj, The road side bearm and road formation damaged and erodeddue to flood water of 
Brahmaputra River as on 23.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
6. Radhuram chariali to Bhuyapara via namasershow rcc bridgr road | Radhuram chariali | As per 
report recived from EE PWRD, Fakirganj, The road side bearm and road formation damaged from 
ch 1100 m to ch 1250 m ch 1300 to ch 1450 m and ch 1600 m to 1700 m due to flood water of 
Brahmaputra River as on 23.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
7. Baladmara Nidanpur road | Nidanpur | As per report recived from EE PWRD, Fakirganj, The 
road side bearm and road surface damaged and eroded due to flood water of Brahmaputra River as 
on 23.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Golaghat,2,"Golaghat - Lakhimipathar sapekhati road | Gomariguri Development block | Affected due to flash 
flood of ghiladhari river on 25.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Dineshpur gulukpur connecting road | Gomariguri Development block | Affected due to flash flood 
of sisupani river on 25.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Karimganj,2,"Patherkandi - SB road to Adamtilla | Adamtill | On 18/06/2023 due to heavy rainfall SB road to 
Adamtilla road at Adamtilla bridge approach road has been damaged . approx stretch is 12 sq/meter 
| (Long - 24.591309, Lat - 92.276968, Dept - PWD (Roads)),  
SB road to Adamtilla road | Adamtilla | On 20/06/2023 due to heavy rainfall at Adamtilla, the GSB, 
WBM and PCSC materials of SB road to Adamtilla road has been washed away . approx stretch is 
390 meter | (Long - 24.592468, Lat - 92.288417, Dept - PWD (Roads))",,,,,,,
,Nalbari,16,"Tihu - JAkhana to Bhathuwakhana Road | Jalkhana | Length is approx 2kms as per report JE,PWD 
ROADS on 24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Nathkuchi to Jalkhana road | Tihu | Length is approx 7kms as per report JE,PWD ROADS on 
24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Ghopa to khetrapara road via Balabari | Makhibaha,Jalkhana | Length is approx 2kms as per report 
JE,PWD ROADS on 24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Kaurehagi to Kaskuri Road | Jalkhana | Length is approx 2kms as per report JE,PWD ROADS on 
24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Ghopa to Kauregahi Road | Jalkhana ,Makhibaha | Length is approx 2kms as per report JE,PWD 
ROADS on 24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Kaurehagi to Natunasala Road | Jalkhana | Length is approx 1.5 kms as per report JE,PWD ROADS 
on 24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Jalkhana to Rupdiga Road | Jalkhana | Road Breached , Length is approx 2kms as per report 
JE,PWD ROADS on 24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Tihu Lachima road to khetrapara road | Tihu | Length is approx 2.5kms as per report JE,PWD 
ROADS on 24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Tihu AkharaRoad | Tihu | Length is approx 3kms as per report JE,PWD ROADS on 24/06/2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Tihu Town to Khalihaguri Road | Tihu | Length is approx 1kms as per report JE,PWD ROADS on 
24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Tihu Barama Road | Tihu | Length is approx 3kms as per report JE,PWD ROADS on 24/06/2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Kanimara to Nannattari Road | Tihu | Length is approx 1.3kms as per report JE,PWD ROADS on 
24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Tihu Harimandir Road | Tihu | Length is approx 0.40 kms as per report JE,PWD ROADS on 
24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Tihu College Approached Road | Tihu | Length is approx 0.70 kms as per report JE,PWD ROADS 
on 24/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Tihu Girls HS road | Tihu | Length is approx 0.9kms as per report JE,PWD ROADS on 24/06/2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Jalkhana Bali Road | Tihu | Length is approx 5 kms as per report JE,PWD ROADS on 24/06/2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Total,50,,,,,,,,
"Infrastructur
e Damaged 
- Bridge","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Bongaigaon,2,"Srijangram - Golapara to Kirtanpara road | Golapara to Kirtanpara | Existing bamboo foot bridge 
damaged at ch.3rd km. Reported by PWRD, Bongaigaon, Dated- 24.06.2023 | (Long - 90.824477, 
Lat - 26.386199, Dept - PWD (Roads)),  
Nowagaon Rangapani Road | Nowagaon Rangapani | SPT Br. No. 10/1 partially damaged and road 
embankment damaged at Ch. 10th km. Reported by PWRD, Bongaigaon, Dated- 24.06.2023 | 
(Long - 90.797470, Lat - 26.346490, Dept - PWD (Roads))",,,,,,,
,Kokrajhar,1,"Dotma - Rabhapara ward no.4 to Ward no5 connecting wooden bridge | Rabhapara ward no.4 
Fakiragram MB | Dated: 25/06/2023 Half breach of wodden bridge at Rabhapara ward no.4 
connecting ward no.5 under Fakiragram MB. Reported by Chairman Fakiragram MB | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Total,3,,,,,,,,
"Infrastructur
e Damaged",Nil,,,,,,,,,
