0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 27-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 27-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,,,Nil,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,
"District/Sub-
division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,11,"Bajali, Baksa, Barpeta, Biswanath, Darrang, 
Dibrugarh, Golaghat, Kamrup, Lakhimpur, 
Nalbari, Tamulpur",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",22,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,
,Baksa,2,"Baska, Barama",,,,,,,
,Barpeta,4,"Chenga, Barpeta, Baghbar, Sarthebari",,,,,,,
,Biswanath,1,Halem,,,,,,,
,Darrang,1,Mangaldoi,,,,,,,
,Dibrugarh,2,"Chabua, Dibrugarh West",,,,,,,
,Golaghat,1,Bokakhat,,,,,,,
,Kamrup,3,"North Ghy, Hajo, Kamalpur",,,,,,,
,Lakhimpur,1,Nowboicha,,,,,,,
,Nalbari,4,"Tihu, Barkhetri, Barbhag, Nalbari",,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Total,22,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,41,"( Sarupeta | 15 ), ( Bajali | 26 )",,,,,,,
,Baksa,1,( Baska | 1 ),,,,,,,
,Barpeta,93,"( Chenga | 15 ), ( Barpeta | 35 ), ( Baghbar | 4 ), ( Sarthebari | 39 )",,,,,,,
,Biswanath,1,( Halem | 1 ),,,,,,,
,Darrang,68,( Mangaldoi | 68 ),,,,,,,
,Dibrugarh,7,"( Chabua | 1 ), ( Dibrugarh West | 6 )",,,,,,,
,Golaghat,3,( Bokakhat | 3 ),,,,,,,
,Kamrup,168,"( North Ghy | 6 ), ( Hajo | 77 ), ( Kamalpur | 85 )",,,,,,,
,Lakhimpur,6,( Nowboicha | 6 ),,,,,,,
,Nalbari,123,"( Tihu | 4 ), ( Barkhetri | 69 ), ( Barbhag | 41 ), ( Nalbari | 9 )",,,,,,,
,Tamulpur,3,( Tamulpur | 3 ),,,,,,,
,Total,514,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e",Children,"Total 
Populatio
n",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,,
,Bajali,19691,17780,3809,41280,"( Sarupeta | 14720 ), ( 
Bajali | 26560 )",30.00,"( Sarupeta | 9.00 ), ( 
Bajali | 21.00 )",,
,Baksa,32,31,17,80,"( Baska | 80 ), ( 
Barama | 0 )",0.00,"( Baska | 0.00 ), ( 
Barama | 0.00 )",,
,Barpeta,29660,31750,5647,67057,"( Chenga | 1815 ), ( 
Barpeta | 17880 ), ( 
Sarthebari | 45889 ), (",225.00,"( Chenga | 23.00 ), ( 
Barpeta | 130.00 ), ( 
Sarthebari | 54.00 ), (",,
,,,,,,Baghbar | 1473 ),,,Baghbar | 18.00 ),
,Biswanath,110,140,100,350,( Halem | 350 ),,0.00,( Halem | 0.00 ),
,Darrang,0,0,0,0,( Mangaldoi | 0 ),,579.50,( Mangaldoi | 579.50 ),
,Dibrugarh,0,0,0,0,"( Chabua | 0 ), ( 
Dibrugarh West | 0 )",,93.50,"( Chabua | 62.50 ), ( 
Dibrugarh West | 
31.00 )",
,Golaghat,0,0,0,0,( Bokakhat | 0 ),,6.50,( Bokakhat | 6.50 ),
,Kamrup,1,1,2,4,"( North Ghy | 4 ), ( 
Hajo | 0 ), ( Kamalpur | 
0 )",,1225.23,"( North Ghy | 10.50 ), ( 
Hajo | 988.00 ), ( 
Kamalpur | 226.73 )",
,Lakhimpur,4792,4128,330,9250,( Nowboicha | 9250 ),,0.00,( Nowboicha | 0.00 ),
,Nalbari,1302,1015,646,2963,"( Tihu | 136 ), ( 
Barkhetri | 0 ), ( 
Barbhag | 2517 ), ( 
Nalbari | 310 )",,229.50,"( Tihu | 0.00 ), ( 
Barkhetri | 177.00 ), ( 
Barbhag | 52.50 ), ( 
Nalbari | 0.00 )",
,Tamulpur,100,109,54,263,( Tamulpur | 263 ),,0.00,( Tamulpur | 0.00 ),
,Total,55688,54954,10605,121247,,,2389.23,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Bajali,30,4(Bajali | 4),,,,26(Bajali | 26),,,
,Baksa,1,0(Baska | 0),,,,1(Baska | 1),,,
,Barpeta,48,"4(Sarthebari | 4, Chenga | 0, Baghbar | 0)",,,,"44(Sarthebari | 33, Chenga | 10, Baghbar | 1)",,,
,Biswanath,1,0(Halem | 0),,,,1(Halem | 1),,,
,Dibrugarh,3,0(Chabua | 0),,,,3(Chabua | 3),,,
,Kamrup,1,1(North Ghy | 1),,,,0(North Ghy | 0),,,
,Nalbari,30,"0(Barkhetri | 0, Nalbari | 0)",,,,"30(Barkhetri | 27, Nalbari | 3)",,,
,Tamulpur,1,0(Tamulpur | 0),,,,1(Tamulpur | 1),,,
,Total,115,9,,,,106,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant 
/ 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Bajali,431,"(Sarupeta | 0), (Bajali | 431)",,,214,203,14,0,0
,Barpeta,278,"(Barpeta | 0), (Baghbar | 0), 
(Sarthebari | 278)",,,122,125,31,0,0
,Kamrup,4,"(Hajo | 0), (Kamalpur | 0), 
(North Ghy | 4)",,,1,1,2,0,0
,Total,713,,,,337,329,47,0,0
"Human 
Lives Lost - 
Confirmed","District/Sub
-division*",Total,Male,Female,Children,Revenue Circlewise,,,,
,Barpeta,1,0,0,1,"(Baghbar | 0), (Barpeta | 1), (Chenga | 0), (Sarthebari | 0)",,,,
,Total,1,0,0,1,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type","District/Sub
-division*",Total,"Flood 
Death","General 
Drownin
g (Non 
Flood)",Landslide,,,,,
,Barpeta,1,1,0,0,,,,,
,Total,1,1,0,0,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Bajali,14528,7433,4938,2157,,,,,
,Barpeta,58126,23712,17785,16629,,,,,
,Dibrugarh,1932,1742,190,0,,,,,
,Kamrup,3850,3850,0,0,,,,,
,Nalbari,6261,3654,1835,772,,,,,
,Total,84697,40391,24748,19558,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged","District/Sub
-division*","Fully 
Kucch
a","Fully 
Pukka","Fully 
Total","Partially 
Kuccha","Partially 
Pukka","Partially 
Total","Others 
Huts","Others 
Cattle 
Shed","Others 
Total"
,Baksa,0,0,0,40,0,40,0,0,0
,Kamrup,0,0,0,1,0,1,0,0,0
,Total,0,0,0,41,0,41,0,0,0
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopte
rs 
Deployed","Person 
Evacuate
d By 
Helicopte
rs","Medical 
Team 
Deploye
d"
,Dibrugarh,,,,0,0,0,0,0,1
,Kamrup,,,,0,0,0,0,0,1
,Lakhimpur,,,,0,0,0,0,0,4
,Total,,,,0,0,0,0,0,6
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Bajali,262.42,48.46,14.54,1453.92,0.00,1696.39,0.00,,
,Baksa,1.33,0.23,0.15,0.00,0.00,0.00,0.00,,
,Barpeta,57.72,10.46,3.14,313.74,0.00,350.00,0.00,,
,Biswanath,3.80,0.70,0.21,21.00,0.00,0.00,0.00,,
,Dibrugarh,0.00,0.00,0.00,0.00,0.00,133.50,0.00,,
,Nalbari,0.00,0.22,0.23,23.43,0.00,0.00,0.00,,
,Tamulpur,4.38,0.08,0.24,23.67,0.00,0.00,0.00,,
,Total,329.65,60.15,18.51,1835.76,0.00,2179.89,0.00,,
"Relief 
Distributed 
Others","District/Sub
-division*","Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Bajali,0.00-ml,,0.00-Pkt,,Tarpaulin-14304.00-Pieces,,,,
,Baksa,0.00-Q,,0.00-Q,,0-0.00-Q,,,,
,Barpeta,0.00-Q,,0.00-Q,,,,,,
,Biswanath,0.00-Q,,0.00-Q,,,,,,
,Dibrugarh,67.20-L,,1.68-Q,,,,,,
,Nalbari,0.00-Q,,0.00-Q,,,,,,
,Tamulpur,0.00-Q,,0.00-Q,,,,,,
"Infrastructur
e Damaged - 
Embankmen
t Breached","District/Sub
-division*","Numbe
r",Details,,,,,,,
