0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 20-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 20-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,,Nil,,,,,
,Rivers flowing above highest flood level,,,,Nil,,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,Name of Urban Flood Districts/Sub-divisions*,,,,,,
,19,"Baksa, Barpeta, Biswanath, Chirang, 
Darrang, Dhemaji, Dhubri, Dibrugarh, 
Golaghat, Hojai, Kokrajhar, Lakhimpur, 
Nagaon, Nalbari, Sonitpur, Tamulpur, 
Udalguri",,"Darrang, Jorhat, Kamrup (M), Kokrajhar, Nalbari",,,,,,
"No. Of 
Revenue 
Circles 
Affected",38,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Baksa,1,Baska,,,,,,,
,Barpeta,1,Barpeta,,,,,,,
,Biswanath,2,"Gohpur, Halem",,,,,,,
,Chirang,1,Bijni,,,,,,,
,Darrang,4,"Patharighat, Mangaldoi, Sipajhar, Dalgaon",,,,,,,
,Dhemaji,1,Dhemaji,,,,,,,
,Dhubri,1,Bilasipara,,,,,,,
,Dibrugarh,2,"Dibrugarh West, Chabua",,,,,,,
,Golaghat,1,Bokakhat,,,,,,,
,Hojai,2,"Doboka, Hojai",,,,,,,
,Jorhat,2,"Jorhat East, Jorhat West",,,,,,,
,Kamrup (M),1,Dispur,,,,,,,
,Kokrajhar,5,"Dotma, Bhawraguri, Bagribari, Gossaigaon, Kokrajhar",,,,,,,
,Lakhimpur,2,"Narayanpur, Nowboicha",,,,,,,
,Nagaon,2,"Kampur, Raha",,,,,,,
,Nalbari,5,"Barbhag, Ghograpar, Tihu, Nalbari, Banekuchi",,,,,,,
,Sonitpur,1,Dhekiajuli,,,,,,,
,Tamulpur,1,Goreswar,,,,,,,
,Udalguri,3,"Mazbat, Kalaigaon, Harisinga",,,,,,,
,Total,38,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Baksa,2,( Baska | 2 ),,,,,,,
,Barpeta,1,( Barpeta | 1 ),,,,,,,
,Biswanath,22,"( Gohpur | 3 ), ( Halem | 19 )",,,,,,,
,Chirang,18,( Bijni | 18 ),,,,,,,
,Darrang,160,"( Patharighat | 16 ), ( Mangaldoi | 55 ), ( Sipajhar | 74 ), ( Dalgaon | 15 )",,,,,,,
,Dhemaji,2,( Dhemaji | 2 ),,,,,,,
,Dhubri,18,( Bilasipara | 18 ),,,,,,,
,Dibrugarh,7,"( Dibrugarh West | 6 ), ( Chabua | 1 )",,,,,,,
,Golaghat,17,( Bokakhat | 17 ),,,,,,,
,Hojai,13,"( Doboka | 6 ), ( Hojai | 7 )",,,,,,,
,Kokrajhar,105,"( Dotma | 6 ), ( Bhawraguri | 28 ), ( Bagribari | 19 ), ( Gossaigaon | 50 ), ( Kokrajhar | 2 )",,,,,,,
,Lakhimpur,19,"( Narayanpur | 6 ), ( Nowboicha | 13 )",,,,,,,
,Nagaon,31,"( Kampur | 10 ), ( Raha | 21 )",,,,,,,
,Nalbari,94,"( Barbhag | 33 ), ( Ghograpar | 34 ), ( Tihu | 10 ), ( Nalbari | 14 ), ( Banekuchi | 3 )",,,,,,,
,Sonitpur,1,( Dhekiajuli | 1 ),,,,,,,
,Tamulpur,9,"( Goreswar | 7 ), ( Tamulpur | 2 )",,,,,,,
,Udalguri,4,"( Mazbat | 1 ), ( Kalaigaon | 1 ), ( Harisinga | 2 )",,,,,,,
,Total,523,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,,"Crop Area 
( in Hect. )",Crop Area Details,
,Baksa,27,33,12,72,( Baska | 72 ),,0.00,( Baska | 0.00 ),
,Barpeta,45,32,28,105,( Barpeta | 105 ),,0.00,( Barpeta | 0.00 ),
,Biswanath,445,390,247,1082,"( Gohpur | 0 ), ( Halem 
| 1082 )",,22.50,"( Gohpur | 7.00 ), ( 
Halem | 15.50 )",
,Chirang,0,0,0,0,( Bijni | 0 ),,30.10,( Bijni | 30.10 ),
,Darrang,370,389,433,1192,"( Patharighat | 198 ), ( 
Mangaldoi | 994 ), ( 
Sipajhar | 0 ), ( 
Dalgaon | 0 )",,2968.14,"( Patharighat | 553.74 ), 
( Mangaldoi | 751.40 ), 
( Sipajhar | 1457.00 ), ( 
Dalgaon | 206.00 )",
,Dhemaji,0,0,0,0,( Dhemaji | 0 ),,7.00,( Dhemaji | 7.00 ),
,Dhubri,0,0,0,0,( Bilasipara | 0 ),,37.50,( Bilasipara | 37.50 ),
,Dibrugarh,1567,1240,1050,3857,"( Dibrugarh West | 0 ), 
( Chabua | 3857 )",,185.19,"( Dibrugarh West | 
54.00 ), ( Chabua | 
131.19 )",
,Golaghat,0,0,0,0,( Bokakhat | 0 ),,200.00,( Bokakhat | 200.00 ),
,Hojai,0,0,0,0,"( Hojai | 0 ), ( Doboka | 
0 )",,192.13,"( Hojai | 128.13 ), ( 
Doboka | 64.00 )",
