0,1,2,3,4,5,6,7,8,9,10
,Lakhimpur,11275,11026,1215,23516,"( Kadam | 0 ), ( 
Narayanpur | 0 ), ( 
Nowboicha | 22466 ), ( 
North Lakhimpur | 
1050 )",21.87,"( Kadam | 4.07 ), ( 
Narayanpur | 17.80 ), ( 
Nowboicha | 0.00 ), ( 
North Lakhimpur | 0.00 
)",,
,Tamulpur,0,0,0,0,( Goreswar | 0 ),3.50,( Goreswar | 3.50 ),,
,Udalguri,122,98,49,269,( Kalaigaon | 269 ),68.80,( Kalaigaon | 68.80 ),,
,Total,15727,"14675 
3787 
34189 
209.67",,,,,,,
"Relief 
Camps / 
Centres 
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,
,Dhemaji,1,0(Dhemaji | 0),,,,1(Dhemaji | 1),,,
,Lakhimpur,8,"0(Nowboicha | 0, North Lakhimpur | 0)",,,,"8(Nowboicha | 7, North Lakhimpur | 1)",,,
,Udalguri,2,1(Kalaigaon | 1),,,,1(Kalaigaon | 1),,,
,Total,11,1,,,,10,,,
"Inmates In 
Relief 
Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Udalguri,21,(Kalaigaon | 21),,,12,8,0,1,0
,Total,21,,,,12,8,0,1,0
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected",District,Total,Big,Small,Poultry,,,,,
,Biswanath,2300,1700,600,0,,,,,
,Dhemaji,326,88,62,176,,,,,
,Lakhimpur,3527,2686,841,0,,,,,
,Tamulpur,2684,984,1700,0,,,,,
,Udalguri,282,50,80,152,,,,,
,Total,9119,5508,3283,328,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged",Nil,,,,,,,,,
"Rescue 
Operation",District,Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopter
s 
Deployed","Person 
Evacuated 
By 
Helicopter
s","Medical 
Team 
Deploye
d"
,Lakhimpur,,,,0,0,0,0,0,4
,Total,,,,0,0,0,0,0,4
"Relief 
Distributed",District,"Rice (in 
Q)","Dal (in 
Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Dhemaji,3.31,0.59,0.17,17.91,0.00,0.00,0.00,,
,Lakhimpur,347.57,64.32,19.30,1930.00,0.00,0.00,331.66,,
,Total,350.88,64.91,19.47,1947.91,0.00,0.00,331.66,,
"Relief 
Distributed 
Others",District,"Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Dhemaji,0.00-Q,,45.00-Pkt,,Sanitary napkin-45.00-Pkt,,,,
,Lakhimpur,0.00-Q,,0.00-Q,,Candle-3175.00-Pkt; Sanitary Napkin-270.00-Pkt,,,,
"Infrastructur
e Damaged - 
Embankmen
t Breached",District,"Numbe
r",Details,,,,,,,
,Lakhimpur,2,"Narayanpur - Farm bundh L/S-175 m R/S-175 m | Pulinaharani | On 16/06/2023 a farm bundh 
breached at dihiri river near dihiri high school. L/S 175 metre and R/S 175 m | (Long - 0.000000, Lat 
- 0.000000, Dept - P&RD),  
Farm bundh L/S-900m R/S-700m | Pulinaharani | Farm bundh breached at dihiri river both side L/S 
900 m and R/S 700 m as per report from P&RD on 16/06/2023 | (Long - 0.000000, Lat - 0.000000,",,,,,,,
,,,Dept - P&RD),,,,,,,
,Udalguri,2,"Harisinga - No. 2 Singrimari Suklai river embankment. | No 2 Singribari | Last year breach point of 
No.2 Singrimari (Temporary restoration at river Suklai)has been damaged due to heavy rain. On 
15.06.2023. APPROXIMATE DAMAGE: 50 meters. | (Long - 91.776100, Lat - 26.711700, Dept - 
Water Resource Deptt.),  
Kalaigaon - Embnekment at Gerua in the R/B of river Noa | Gerua | Breached on 16/06/2023. Length 
40 meters, Breadth 5 meters. Due to overtopping of river Noa | (Long - 91.986521, Lat - 26.562401, 
Dept - P&RD)",,,,,,,
,Total,4,,,,,,,,
"Infrastructur
e Damaged - 
Embankmen
t Affected",District,"Numbe
r",Details,,,,,,,
,Biswanath,4,"Gohpur - Erosion is observed on R/Bank embankment of river Solengi. | Of length 30 mtr at Dakhin 
Deonabari dated 16/06/23 | | (Long - 93.627646, Lat - 26.807600, Dept - --Select Department--),  
Mild Erosion is observed on R/Bank of river Solengi | at Nalbari Marginal embankment of length 120 
MTR on 16/06/23 | | (Long - 93.638512, Lat - 26.935275, Dept - Water Resource Deptt.),  
Mild erosion is observed on R/Bank of river Sessa. | at Gupsarguri marginal embankment of length 
30 mtr on 16/06/23 | | (Long - 93.716944, Lat - 26.979166, Dept - Water Resource Deptt.),  
Mild bank Erosion is observed on R/Bank of river Sessa | at Baligaon marginal embankment near 
Gosarguri area of length 50 mtr on 16/06/23 | | (Long - 93.712256, Lat - 26.989844, Dept - Water 
Resource Deptt.)",,,,,,,
,Golaghat,2,"Bokakhat - The Brahmaputra dyke from KRF boundary to Diffaloo pathar | Bohikhowa and 
Polashguri village | Affected due to heavy rain cut on 15.6.2023 | (Long - 93.616420, Lat - 
26.677046, Dept - PWD (Roads))",,,,,,,
,Tamulpur,3,"Goreswar - Tengajhar (Madalbari supa) | Village Tengajhar Mouza Betna | Due to incessant rain the 
water of River Suklai got overtopped of the Panchayat bandh R/B at village Tengajhar (Madalbari 
supa) date of occurrence 16/06/23 length of overtopped area 100 m approx. The water entered 
country side and affected crop area. | (Long - 91.690865, Lat - 26.604329, Dept - --Select 
Department--),  
Tengajhar ( Ghotirpam supa) | Village Tengajhar Mouza Betna | Due to incessant rain the water of 
River Suklai got overtopped of the Panchayat bandh L/B at village Tengajhar (Ghotirpam supa ) date 
of occurrence 16/06/23 length of overtopped area 100 m approx. The water entered country side and 
affected crop area. | (Long - 91.692245, Lat - 26.599848, Dept - P&RD),  
Niz Jhargaon | Village Niz Jhargaon Mouza Defeli | Due to incessant rain the water of River Suklai 
got overtopped of the Panchayat bandh R/B at village Niz Jhargaon (Kujargaon) date of occurrence 
16/06/23 length of overtopped area 100 m approx. The water entered country side and affected crop 
area. | (Long - 91.703099, Lat - 26.624359, Dept - P&RD)",,,,,,,
,Total,9,,,,,,,,
"Infrastructur
e Damaged - 
Road",District,"Numbe
r",Details,,,,,,,
,Biswanath,3,"Halem - Collegeguri road (Boro high school to Collegeguri road) | Mazgaon town part | Road is 
submerged by rain water due to incessant heavy rain, date- 16/06/2023 | (Long - 93.604388, Lat - 
26.879729, Dept - PWD (Roads)),  
Tinikunia to kawripathar road | Nalanibari | Road is over topped by flood water of river Brahmajan 
sporadic erosion in road embankment have been noticed. date-16/06/2023 | (Long - 93.477879, Lat - 
26.908309, Dept - PWD (Roads)),  
Gohpur - Borigaon to Deonabori Road | Road is over topped by flood water and sporadic erosion 
from Ch.300.00 m to Ch. 900.00m have been notiched. 16/06/2023 | | (Long - 93.638648, Lat - 
26.908756, Dept - PWD (Roads))",,,,,,,
,Goalpara,1,"Lakhipur - Lakhipur Tulsibari Road Pt-II | Takimari Tiniali Bazar to Cholakura Via Borbilla | As per 
report of PWD road department, Due to incessant rain fall for last 7 days, Lakhipur Tulsibari Road 
Pt-II (Takimari Tiniali Bazar to Cholakura Via Borbilla) From CH. 100 meter to CH. 115 meter 
affected length 15 meter eroded from 15.06.2023 to till date. | (Long - 90.298375, Lat - 26.050140, 
Dept - PWD (Roads))",,,,,,,
,Lakhimpur,3,"Subansiri - Bangkleng to Konwarbari Road | Bangkleng to Konwarbari road is eroded at 1st KM 
(Ch. 350 to 470 M) (L= 120M) as per report submitted by Dhakuakhana PWD Territorial Road 
Division on 15/06/2023. | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Narayanpur - Dhalpur Khalihamari road | Khalihamari | On 16/6/2023 due to over flow of pichala 
river dhalpur Khalihamari road eroded upto length of 10 m width 4 m and depth 1.4 m as per report 
from pwd roads | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Bihpuria - Garmur Block to Tunijan road (under PMGSY Package No. AS-15-194) | 1) Ch. 650.00m 
to Ch. 750.00m 2) Ch. 1455.00m to Ch. 1700.00m | Road embankment and shoulder erosion due to 
impact of flood water of Gabharu river as reported by AEE, PWRD, Naoboicha Territorial Road SD 
on 16th June 2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Nalbari,3,"Banekuchi - Nakerbari-Kaithalkuchi link Agree road breached 5mtr. Approx and submerged on 
16/06/2023. reported by Gaon Pradhan at 8 AM. | Nakerbari | | (Long - 91.387450, Lat - 26.457048, 
Dept - P&RD),  
Tihu - PWD road(Haribhanga- Bali-Kaithalkuchi), | Bali | Length: 70 fts, submerged and eroded on 
16/06/2023 reported by GP, | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),",,,,,,,
,,,"ROAD OF WARD NO 7,TIHU TOWN | Tihu Town | Length: 400 mts, road is near Tihu river and 
eroded by accessive raining.Date:16/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - Municipal 
Road)",,,,,,,
,Tamulpur,1,"Goreswar - Niz Kachula - Pukhuripar road | Village Niz Kachula | Due to incessant rain and 
overtopped of L/B panchayat bandh at village Tengajhar Ghotirpam supa the water entered village 
Niz Kachula and breach occurred on PWD road approx length 10 m. Date of occurrence 16/06/23. 
PWD Department is undertaking construction of bamboo footbridge for communication. | (Long - 
91.692245, Lat - 26.599848, Dept - PWD (Roads))",,,,,,,
,Udalguri,1,"Harisinga - Attarikhat jungle road | Attarikhat jungle basti | The suklai River has caused an 
sensations of the road in Attarikhat jungle basti road due to heavy rainfall. On 15.06.2023. 
APPROXIMATE DAMAGE 70 meters. | (Long - 91.775600, Lat - 26.717500, Dept - PWD (Roads))",,,,,,,
,Total,12,,,,,,,,
"Infrastructur
e Damaged - 
Bridge",Nil,,,,,,,,,
"Infrastructur
e Damaged - 
Wildlife",Nil,,,,,,,,,
"Infrastructur
e Damaged - 
Others",District,Other Details,,,,,,,,
,Baksa,"Baska - Power Dept. Poles | Electric pole uprooted: Total 6 nos. (A) Village: Chaulkara, 1 no. of pole uprooted, 
Coordinate: 26.742652, 91.381094 , (B) Village : Doomni, 4 nos of pole uprooted, Coordinate: 26.714994, 
91310289; 26.714407,91.310413; 26.714805, 91.310407; 26.714313, 91.310416 (C) Village: Geruapara, 1 pole 
uprooted: Coordinate: 26.572234, 91.337239, Date: 15/06/2023,  
Power Dept. Conductors | Total Conductor Damage: 700 metres, (A) Village Chaulkara: 200 metres, Coordinate: 
26.742652, 91.381094, (B)Village: Doomni: 400 metres,Coordinate: 26.714994, 91310289; 
26.714407,91.310413; 26.714805, 91.310407; 26.714313, 91.310416 (C) Village: Geruapara, Conductor 100 
metres: Coordinate: 26.572234, 91.337239, Date: 15/06/2023",,,,,,,,
,Biswanath,"Halem - Anganwadi Centres Affected | (4nos. AWC) name-Bamunbari AWC, Chatrang Parpub AWC, Nonke 
Magoni AWC , Madhya Chatrang AWC Partially damaged report submitted by Chaiduar ICDS Project on 
16/06/2023,  
Anganwadi Centres Affected | (1 no) name-JYOUTI PARK AWC Partially damaged report submitted by Pub 
Chaiduar ICDS Project on 16/06/2023",,,,,,,,
,Dhemaji,"Jonai - Power Dept. Poles | 3 Nos. LT Poles uprooted at Bogori Chapori on 16/06/2023 by rising water from 
Lali River.",,,,,,,,
,Dibrugarh,"Chabua - Anganwadi Centres Affected | Dodhia Kuligaon AWC affected as per information received from 
social welfare department on 16/06/2023 coordinats Lat 27.597042 Long 95.215409",,,,,,,,
,Lakhimpur,"Kadam - Protection Bundh Damaged | Const. of stone peripheral bundh at river gumnodi near seajuli cremation 
ground, 2 no.s boulder spur has been damaged. informed by P&RD, Boginadi on 16/06/2023,  
Narayanpur - Fisheries/Pond | 5 nos of pond 0.54 ha submerged as per report from Fishery department on 
16/06/2023,  
Bihpuria - Elementary Schools Damaged | 1 no. of LPS (Dharmapur Block LPS) has been affected by flood 
water of Singra-Pabha River as reported by BEEO, Bihpuria Block on 16th June 2023,  
Nowboicha - Culvert Approach Road Damaged | 5/1 Culvert approach damaged at NH-15 to Mohghuli via 
Borchala Road on 16.06.2023. Report received from PWD (Roads),  
Fisheries/Pond | Fishery overflow at Bharaluwa Village 120 Nos. (16 Hect.) on 16/06/2023. Report received 
from Fishery Dept.",,,,,,,,
,Nalbari,"Banekuchi - Agri Bundh Damaged | On 16/06/2023 Nakerbari Kaithalkuchi link Agree Road at Mora Pagladia 
river breached at 8 AM report from Gaon Pradhan",,,,,,,,
,Udalguri,"Khairabari - Irrigation Canal/Scheme Damaged | As reported by the department, due to continuous 
downpouring of Rainwater, the embankment and the canal system of ria FIS has been eroded on 15. 06.2023, 
measuring 30M (approx.) GPS Coordinates: Lat- 26.66239 Long- 91.78524. ,  
Mazbat - Irrigation Canal/Scheme Damaged | Damage of RCC canal lining due to incessant rain on 
16/6/2023...Lat: 26.834527, Long: 92.337633",,,,,,,,
Erosion,District,Details,,,,,,,,
,Biswanath,"Biswanath - 4 No. Kumalia (Forciati) | continuous active bank erosion is observed at Forciati area in between 
Ch. 3rd to 4th Km of Biswanath-Panpur and 6th to 7th Km of Solmari Kalakati area of Biswanath - Panpur Dyke 
of river Brahmaputra. on 16/06/2023 | 0 | (Long - 93.128236, Lat - 26.685182),  
Halem - Paken | Mild bank erosion continues at Paken area of B Dyke from Jamagari to Kharoi outfall Length 
3000m, date-16/06/2023 time-on 10 a.m | 0 | (Long - 93.627646, Lat - 26.800760),  
Gohpur - At Auguri area. | Mild Erosion observed at R/Bank embankment of river Sessa. on 16/06/2023 | 0 | 
(Long - 93.737047, Lat - 26.952548)",,,,,,,,
,"Bongaigao
n","Srijangram - Tinkonia Pt 3 | Severe erosion is still continuing where 4 no.s of houses are dismantled/damaged 
dated 16.06.2023 | 17 | (Long - 90.642354, Lat - 26.238262)",,,,,,,,
,Dibrugarh,"Dibrugarh West - Bhogamur Block Gaon ring bund | Due to the rising water level of river Buridehing damage 
to the DRDA ring bund at Bhogamur Block Gaon has been observed on 15-06-2023 as per report received from 
Dibrugarh East Water Resources Sub-division. The distance to the DRDA ring bund from damaged bank is 
merely 4-5 m as on 16.06.2023. | 0 | (Long - 94.503880, Lat - 27.163641)",,,,,,,,
,Golaghat,Morongi - Thuramukh Moinapara | Erosion at Thuramukh Moinapara date 16.06.2023. Erosion reach length,,,,,,,,
,,"200m | 0 | (Long - 93.948472, Lat - 26.498455),  
Sarupathar - Duboroni | Erosion at Duboroni village, Reach length 220m on 15.06.2023. | 0 | (Long - 
93.876470, Lat - 26.289902)",,,,,,,,
,Jorhat,"Jorhat West - Lolity Chapori, Sapekhati and Khokonguri . date : 16/06/2023 | Erosion occurred at Lolity 
Chapori (65m), Sapekhati (250m)and Khokonguri (700m)areas due to rise of water level in Brahmaputra river. | 
0 | (Long - 94.045790, Lat - 26.795560)",,,,,,,,
,"Karbi 
Anglong 
West","Donkamokam - Harlongjuve,Hamren | Due to continuous rains an erosion was occurred at Harlongjuve,Hamren 
AGCC colony on 15/06/2023 at around 5:30 PM ,as reported by Local public.The erosion length was about 12M. 
| 5 | (Long - 92.574000, Lat - 25.853000)",,,,,,,,
,Lakhimpur,"Narayanpur - No.1 garubandha | Erosion at upstream guide bundh of Pichala FIS at chainage 100 m to 200 m 
from head regulator at Shankarpur as per report from Bihpuria Irrigation department on 16/06/2023 | 0 | (Long - 
0.000000, Lat - 0.000000)",,,,,,,,
,Morigaon,"Bhuragaon - Kupatimari, Balidunga | As per Water Resource department, Morigaon, Bhrahmaputra river 
erosion eroded 1 meter at a length of 500 meter at Kupatimari and Balidunga Pam revenue village under 
Bhuragaon Rev. Circle from 15-06-2023 to 16-06-2023 | 35 | (Long - 26.411003, Lat - 92.251558),  
Laharighat - Kathani | As per Water Resource Department, Morigaon, River Brahmaputra erosion eroded 1 
meter at a length of 500 meter at kathani revenue village under Laharighat Revenue Circle from 15-06-2023 to 
16-06-2023. | 0 | (Long - 92.312168, Lat - 26.434602)",,,,,,,,
,Nalbari,"Banekuchi - Nakerbari (Kaithalkuchi) 0n 16/06/2023 | Apr.5 mtr. erosion had seen at Mora Pagladia river | 30 | 
(Long - 91.387450, Lat - 26.457048)",,,,,,,,
,Sonitpur,"Thelamara - Ghatua | Date-16/06/2023, As reported by Tezpur Water Resource Division on 16/06/2023, Bank 
erosion is observed at Ghatua area on the R/Bank of river Gabharu. Length-200m | 0 | (Long - 92.630724, Lat - 
26.696956),  
Chariduar - 1) Sonaipam ,2)Ghatua | 1)As reported by W.R bank erosion(450m) is observed on the R/Bank of 
river Jiabharali at Sonaipam area on DTD 16.06.2023,2)Bank erosion (200m) observed at Ghatua area on the 
R/Bank of river Gabharu on DTD 16.06.2023 Latitude -26.696956, Longitude -92.630724 | 0 | (Long - 
92.825120, Lat - 26.879842)",,,,,,,,
,Tamulpur,"Goreswar - Village Bholajhar (Kakati supa) 16/06/23 | Due to incessant rain erosion occurred on the left bank of 
river Suklai at village Bholajhar (Kakati supa) parcupine of WR department got washed away as per information 
from WR department. Length of erosion Approx 100 m | 0 | (Long - 91.742967, Lat - 26.683380)",,,,,,,,
,Udalguri,"Udalguri - Dhansiri Irrigation Project | RCC fall damaged at channel 6360.00m of D1B3M canal of Dhansiri 
Irrigation Project on dated 16.06.23 | 0 | (Long - 92.073384, Lat - 26.750802)",,,,,,,,
Landslide,District,Details,,,,,,,,
,"Dima-
Hasao","Haflong - Fianpui, Sengya Tularam Raji, Kashipur, Dibarai, Saron, Songbung | 1.. Residence of Shri Lalvuana 
Nampui, Fiangpui Village Lat:-25.172957, Long:-93006013 2. Residence of Shri Lalparthang Thiek, Saron 
Village Lat:-25.184085, Long:-93.118347 3. Residence of Shri Bandana Gurung, Kashipur Village Lat:-
25.193727, Long:-93.015388 4. Residence of Shri Shanmaidao Kemprai, Dibarai Village, Lat:- 25.171972, 
Long:-93.007817. Dated:16-06-2023 | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Kamrup,"Hajo - Hatimura | Due to incessant rainfall a stone rolled down the hill. On 16/06/2023. 1 no of family affected. | 
5 | (Long - 26.172370, Lat - 91.472420)",,,,,,,,
Urban Flood,District,Details,,,,,,,,
,Cachar,"Silchar - National Highway, Link Road, Ambicapatty, N.S. AVENUE, Sonai Road, Malinibeel, Bilpar, 
Nagatilla | Flash flood due to heavy rain on dated 16.06.2023. As reported by Circle Officer Silchar Sadar. | 0 | 
(Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Jorhat,"Jorhat West - Urban flood at 104 No. L.P. School, Panichokua anmd Hezari gaon, Jorhat. Date : 16/06/2023 | 
Urban water logging occurred due to Intense rain from last few days. | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,"Kamrup 
(M)","Dispur - Hatigaon, Wireless, Rukminigaon, Baghorbori, Kalitakuchi. | Water-logging at Sijubari-Hatigaon, 
Wireless BSNL office's back side, Rukminigaon Manasha Mandir, near Rukminigaon High School, Baghorbori, 
Kalitakuchi due to last night heavy rainfall . Dated:16-06-2023 | 0 | (Long - 0.000000, Lat - 0.000000),  
Guwahati - Pachim Boragaon | Due to rain on 16/06/2023 waterlogging took place on pachim Boragaon near 
excelcare hospital | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Nalbari,"Nalbari - Commerce collage road, veterinary roas, malikuchi road, Debiram H.S -balilecha road, Nalbari-Hajo 
road, Bhakat para road, Forest office road, circuit house road, Law collage road, Agriculture office road, Block 
office road, L.N.B road, Palla road, Alternative road, Satra MV to Premoda hotel road, Bishnupur road | As per 
the LM report, on dated 16.06.2023, these area of Nalbari Town under Nalbari Rev Circle are submerged due to 
rain water | 1800 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,
