0,1,2,3,4,5,6,7,8,9,10
,Dhubri,309,"( Golakganj | 90 ), ( Dhubri | 10 ), ( Athani | 51 ), ( South Salmara Part | 115 ), ( Bilasipara | 10 ), ( 
Agamoni | 33 )",,,,,,,
,Dibrugarh,10,"( Moran | 1 ), ( Tingkhong | 2 ), ( Dibrugarh West | 6 ), ( Chabua | 1 )",,,,,,,
,Goalpara,5,( Lakhipur | 5 ),,,,,,,
,Golaghat,17,( Bokakhat | 17 ),,,,,,,
,Kamrup,205,"( North Ghy | 7 ), ( Kayan | 16 ), ( Kamalpur | 75 ), ( Rangia | 74 ), ( Hajo | 33 )",,,,,,,
,Kokrajhar,5,"( Gossaigaon | 1 ), ( Kokrajhar | 4 )",,,,,,,
,Lakhimpur,15,"( Bihpuria | 4 ), ( Nowboicha | 11 )",,,,,,,
,Nagaon,11,( Raha | 11 ),,,,,,,
,Nalbari,276,"( Barkhetri | 64 ), ( Banekuchi | 11 ), ( Barbhag | 49 ), ( Nalbari | 34 ), ( Tihu | 30 ), ( Paschim 
Nalbari | 25 ), ( Ghograpar | 63 )",,,,,,,
,Tamulpur,44,"( Goreswar | 20 ), ( Tamulpur | 24 )",,,,,,,
,Udalguri,1,( Khairabari | 1 ),,,,,,,
,Total,1538,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e",Children,"Total 
Populatio
n",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,,
,Bajali,123447,"11974
9",24057,267253,"( Sarupeta | 90575 ), ( 
Bajali | 176678 )",368.30,"( Sarupeta | 264.30 ), ( 
Bajali | 104.00 )",,
,Baksa,3559,2862,861,7282,"( Baska | 381 ), ( 
Barama | 952 ), ( Jalah 
| 1737 ), ( Baganpara | 
4212 )",597.00,"( Baska | 5.00 ), ( 
Barama | 4.00 ), ( Jalah 
| 588.00 ), ( Baganpara 
| 0.00 )",,
,Barpeta,33124,27684,12425,73233,"( Barpeta | 30744 ), ( 
Chenga | 2251 ), ( 
Sarthebari | 40238 )",252.50,"( Barpeta | 223.00 ), ( 
Chenga | 12.50 ), ( 
Sarthebari | 17.00 )",,
,Biswanath,0,0,0,0,"( Gohpur | 0 ), ( Halem 
| 0 )",29.00,"( Gohpur | 0.00 ), ( 
Halem | 29.00 )",,
,Bongaigaon,0,0,0,0,"( Boitamari | 0 ), ( 
Bongaigaon | 0 ), ( 
Srijangram | 0 )",447.00,"( Boitamari | 347.50 ), 
( Bongaigaon | 27.50 ), 
( Srijangram | 72.00 )",,
,Chirang,377,323,244,944,"( Bijni | 0 ), ( Sidli | 
944 )",93.39,"( Bijni | 93.39 ), ( Sidli 
| 0.00 )",,
,Darrang,5113,4777,4693,14583,"( Patharighat | 804 ), ( 
Sipajhar | 630 ), ( 
Dalgaon | 0 ), ( 
Mangaldoi | 13149 )",3888.02,"( Patharighat | 1013.72 
), ( Sipajhar | 1486.00 
), ( Dalgaon | 206.00 ), 
( Mangaldoi | 1182.30 
)",,
,Dhemaji,0,0,0,0,( Dhemaji | 0 ),3.00,( Dhemaji | 3.00 ),,
,Dhubri,477,430,270,1177,"( Golakganj | 0 ), ( 
Dhubri | 0 ), ( Athani | 
38 ), ( South Salmara 
Part | 0 ), ( Bilasipara | 
860 ), ( Agamoni | 279 
)",1546.00,"( Golakganj | 402.50 ), 
( Dhubri | 72.50 ), ( 
Athani | 45.00 ), ( 
South Salmara Part | 
949.50 ), ( Bilasipara | 
4.00 ), ( Agamoni | 
72.50 )",,
,Dibrugarh,22,36,10,68,"( Moran | 0 ), ( 
Tingkhong | 0 ), ( 
Chabua | 0 ), ( 
Dibrugarh West | 68 )",207.00,"( Moran | 1.00 ), ( 
Tingkhong | 2.00 ), ( 
Chabua | 136.00 ), ( 
Dibrugarh West | 68.00 
)",,
,Goalpara,2045,2015,690,4750,( Lakhipur | 4750 ),0.00,( Lakhipur | 0.00 ),,
,Golaghat,0,0,0,0,( Bokakhat | 0 ),200.00,( Bokakhat | 200.00 ),,
,Kamrup,110,82,36,228,"( Kayan | 0 ), ( 
Kamalpur | 0 ), ( 
Rangia | 228 ), ( Hajo | 
0 ), ( North Ghy | 0 )",887.92,"( Kayan | 20.25 ), ( 
Kamalpur | 217.63 ), ( 
Rangia | 311.54 ), ( 
Hajo | 328.00 ), ( North 
Ghy | 10.50 )",,
,Kokrajhar,943,594,652,2189,"( Kokrajhar | 1911 ), ( 
Gossaigaon | 278 )",0.00,"( Kokrajhar | 0.00 ), ( 
Gossaigaon | 0.00 )",,
,Lakhimpur,10832,10843,902,22577,"( Bihpuria | 517 ), ( 
Nowboicha | 22060 )",0.00,"( Bihpuria | 0.00 ), ( 
Nowboicha | 0.00 )",,
,Nagaon,0,0,0,0,( Raha | 0 ),752.65,( Raha | 752.65 ),,
,Nalbari,32855,29547,17659,80061,"( Barkhetri | 1550 ), ( 
Barbhag | 3630 ), ( 
Nalbari | 2263 ), ( Tihu 
| 19780 ), ( Ghograpar | 
41126 ), ( Banekuchi | 
2337 ), ( Paschim 
Nalbari | 9375 )",1466.60,"( Barkhetri | 245.10 ), ( 
Barbhag | 71.60 ), ( 
Nalbari | 93.90 ), ( 
Tihu | 312.00 ), ( 
Ghograpar | 356.00 ), ( 
Banekuchi | 118.00 ), ( 
Paschim Nalbari | 
270.00 )",,
,Tamulpur,5639,4871,3670,14180,"( Goreswar | 9631 ), ( 
Tamulpur | 4549 )",,44.29,"( Goreswar | 0.00 ), ( 
Tamulpur | 44.29 )",
,Udalguri,0,0,0,0,( Khairabari | 0 ),,0.13,( Khairabari | 0.13 ),
,Total,218543,"20381
3",66169,488525,,,10782.80,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Bajali,73,"72(Sarupeta | 33, Bajali | 39)",,,,"1(Sarupeta | 1, Bajali | 0)",,,
,Baksa,13,"9(Baska | 2, Barama | 1, Baganpara | 1, Jalah | 
5)",,,,"4(Baska | 0, Barama | 4, Baganpara | 0, Jalah | 0)",,,
,Barpeta,27,2(Sarthebari | 2),,,,25(Sarthebari | 25),,,
,Biswanath,5,0(Gohpur | 0),,,,5(Gohpur | 5),,,
,Chirang,7,0(Sidli | 0),,,,7(Sidli | 7),,,
,Darrang,8,"0(Patharighat | 0, Mangaldoi | 0)",,,,"8(Patharighat | 2, Mangaldoi | 6)",,,
,Dhubri,6,"6(Athani | 1, Bilasipara | 4, Agamoni | 1)",,,,"0(Athani | 0, Bilasipara | 0, Agamoni | 0)",,,
,Dibrugarh,1,0(Dibrugarh West | 0),,,,1(Dibrugarh West | 1),,,
,Goalpara,2,1(Lakhipur | 1),,,,1(Lakhipur | 1),,,
,Kamrup,2,2(Rangia | 2),,,,0(Rangia | 0),,,
,Kokrajhar,5,"5(Gossaigaon | 1, Kokrajhar | 4)",,,,"0(Gossaigaon | 0, Kokrajhar | 0)",,,
,Lakhimpur,4,"0(Bihpuria | 0, Nowboicha | 0)",,,,"4(Bihpuria | 3, Nowboicha | 1)",,,
,Nalbari,34,"33(Banekuchi | 3, Barbhag | 2, Nalbari | 2, 
Tihu | 2, Paschim Nalbari | 11, Ghograpar | 
13)",,,,"1(Banekuchi | 0, Barbhag | 0, Nalbari | 0, Tihu | 1, 
Paschim Nalbari | 0, Ghograpar | 0)",,,
,Tamulpur,28,"10(Goreswar | 1, Tamulpur | 9)",,,,"18(Goreswar | 6, Tamulpur | 12)",,,
,Total,215,140,,,,75,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant 
/ 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Bajali,18929,"(Sarupeta | 14012), (Bajali | 
4917)",,,8636,7166,2865,253,9
,Baksa,2970,"(Baska | 382), (Barama | 292), 
(Baganpara | 631), (Jalah | 1665)",,,1319,1254,375,5,17
,Barpeta,272,"(Barpeta | 0), (Chenga | 0), 
(Sarthebari | 272)",,,142,100,30,0,0
,Dhubri,1091,"(Golakganj | 0), (Dhubri | 0), 
(Athani | 38), (Bilasipara | 860), 
(Agamoni | 193)",,,450,395,246,0,0
,Goalpara,136,(Lakhipur | 136),,,62,47,24,2,1
,Kamrup,228,"(North Ghy | 0), (Kayan | 0), 
(Kamalpur | 0), (Hajo | 0), 
(Rangia | 228)",,,115,77,36,0,0
,Kokrajhar,2189,"(Gossaigaon | 278), (Kokrajhar | 
1911)",,,943,594,652,0,0
,Nalbari,7355,"(Barkhetri | 0), (Banekuchi | 
249), (Barbhag | 489), (Paschim 
Nalbari | 1697), (Ghograpar | 
3526), (Nalbari | 560), (Tihu | 
834)",,,3374,2573,1104,273,31
,Tamulpur,1972,"(Goreswar | 71), (Tamulpur | 
1901)",,,800,779,376,12,5
,Total,35142,,,,15841,12985,5708,545,63
"Human 
Lives Lost - 
Confirmed","District/Sub
-division*",Total,Male,Female,Children,Revenue Circlewise,,,,
,Nalbari,1,1,0,0,"(Banekuchi | 0), (Barbhag | 0), (Barkhetri | 0), (Ghograpar | 1), 
(Nalbari | 0), (Paschim Nalbari | 0), (Tihu | 0)",,,,
,Total,1,1,0,0,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type","District/Sub
-division*",Total,"Flood 
Death","General 
Drownin
g (Non 
Flood)",Landslide,,,,,
,Nalbari,1,1,0,0,,,,,
,Total,1,1,0,0,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
Human,Nil,,,,,,,,,
"Lives Lost 
Missing - 
Type",,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Bajali,125455,81752,32649,11054,,,,,
,Baksa,7835,3778,4057,0,,,,,
,Barpeta,65410,17653,18053,29704,,,,,
,Biswanath,2615,1765,850,0,,,,,
,Darrang,10203,4971,2992,2240,,,,,
,Dibrugarh,5256,4197,1059,0,,,,,
,Goalpara,643,150,170,323,,,,,
,Kamrup,16392,12948,3444,0,,,,,
,Lakhimpur,6071,4406,1665,0,,,,,
,Nalbari,184995,84729,67186,33080,,,,,
,Tamulpur,2599,1443,1156,0,,,,,
,Total,427474,"21779
2",133281,76401,,,,,
"Animals 
Washed 
Away","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Baksa,9,0,9,0,,,,,
,Nalbari,205,2,3,200,,,,,
,Total,214,2,12,200,,,,,
"Houses 
Damaged",Nil,,,,,,,,,
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopte
rs 
Deployed","Person 
Evacuate
d By 
Helicopte
rs","Medical 
Team 
Deploye
d"
,Bajali,"Circle Office/Local 
Administration, Local People, 
Police, SDRF",,,5,5,0,0,0,50
,Darrang,"Circle Office/Local 
Administration, Civil 
Defence/Trained Volunteers",,,0,0,0,0,0,2
,Goalpara,,,,0,0,0,0,0,1
,Kokrajhar,,,,0,0,0,0,0,4
,Lakhimpur,,,,0,0,0,0,0,6
,Total,,,,5,5,0,0,0,63
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Bajali,82.30,14.46,5.70,570.00,0.00,407.60,0.00,,
,Baksa,57.76,19.65,7.07,503.75,0.00,60.00,0.00,,
,Barpeta,21.69,3.76,1.72,154.95,0.00,0.00,0.00,,
,Biswanath,0.00,0.00,0.00,0.00,0.00,0.00,3084.00,,
,Chirang,10.75,1.92,0.58,57.69,0.00,0.00,0.00,,
,Darrang,76.61,13.92,4.18,418.00,0.00,0.00,289.80,,
,Dhubri,0.40,0.08,0.02,2.28,0.00,0.00,0.00,,
,Dibrugarh,1.16,0.20,0.19,3.80,0.00,0.00,0.00,,
,Goalpara,2.21,0.41,0.12,12.24,0.00,0.00,0.00,,
,Kamrup,2.59,0.46,0.14,13.68,0.00,0.00,0.00,,
,Kokrajhar,7.23,1.30,0.39,39.00,0.00,0.00,0.00,,
,Lakhimpur,8.48,1.47,0.44,44.00,0.00,0.00,150.77,,
,Nalbari,1.52,0.29,0.09,8.55,0.00,2966.65,0.00,,
,Tamulpur,352.08,65.30,19.60,2264.68,0.00,1928.80,207.24,,
,Total,624.78,123.22,40.24,4092.62,0.00,5363.05,3731.81,,
"Relief 
Distributed 
Others","District/Sub
-division*","Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Bajali,"0.00-Q, 0.00-ml",,"0.00-Q, 435.00-Pkt",,"Tarpaulin-250.00-Pieces; Candle-1160.00-Pkt; M. Coil-290.00-
Pkt; Match Box-145.00-Pkt",,,,
,Baksa,"0.00-Q, 0.00-Pkt",,366.00-Pkt,,0-0.00-Q,,,,
,Barpeta,0.00-Q,,0.00-Q,,0-0.00-Q,,,,
,Biswanath,0.00-Q,,0.00-Q,,,,,,
,Chirang,0.00-Q,,0.00-Q,Chira-159.20-Kg; Gur-30.30-Kg,,,,,
,Darrang,"0.00-Q, 66.00-L",,"0.00-Q, 132.00-Pkt","0-0.00-Q; Matchbox-100.00-Pkt; Candle-140.00-Pkt; Mosquito 
Coil-80.00-Pkt",,,,,
,Dhubri,0.00-Q,,0.00-Q,,,,,,
,Dibrugarh,0.00-Q,,0.00-Q,,,,,,
,Goalpara,0.00-Q,,0.00-Q,Cheera-25.00-Kg,,,,,
,Kamrup,0.00-Q,,8.00-Pkt,Candle-30.00-Pkt; Mosquito coil-20.00-Pkt,,,,,
,Kokrajhar,0.00-Q,,0.00-Q,"CANDLE (MEDIUM)-62.00-Pkt; MATCH BOX-62.00-Pieces; 
M. COIL-62.00-Pieces; Chira-67.50-Kg; Gur-13.75-Kg; 
Sanitary Napkins-72.00-Pkt; Candle-104.00-Pkt; Match Box-
104.00-Pieces; M. Coil-104.00-Pkt",,,,,
,Lakhimpur,0.00-Q,,"75.00-Pkt, 0.00-Q",Tarpaulin-594.00-Pieces,,,,,
,Nalbari,0.00-Q,,0.00-Q,,,,,,
,Tamulpur,0.00-Q,,0.00-Q,"Tarpaulin-2316.00-Pieces; Chira-416.04-Q; gur-31.07-Q; 
biscuit-15462.00-Pkt; mosquito coil-286.00-Pkt; match box-
313.00-Q; candle-313.00-Q; drinking water-626.00-Q",,,,,
"Infrastructu
re Damaged 
- 
Embankme
nt Breached","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Biswanath,1,"Gohpur - Chatrang P&R D Bund | At L/Bank or River Chatrang | the breach was reported on 
22/06/23 but the breach length has been increased from 35 mtr to 40 mtr | (Long - 93.609539, Lat - 
26.886682, Dept - Water Resource Deptt.)",,,,,,,
,Total,1,,,,,,,,
"Infrastructu
re Damaged 
- 
Embankme
nt Affected","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Biswanath,2,"Gohpur - Mild Bank Erosion is observed at R/Bank of Sessa river | At Auguri area on 23/06/23 for 
60 mtr | | (Long - 93.733716, Lat - 26.951885, Dept - Water Resource Deptt.),  
Mild Bank Erosion is observed at R/Bank of Sessa river | At Gupsarguri Marginal Embankment in 
23/06/23 for 50 mtr | | (Long - 93.716944, Lat - 26.979166, Dept - Water Resource Deptt.)",,,,,,,
,Darrang,4,"Sipajhar - Saktola Right Bank Embankment, Bornodi Embankment | Saktola (From Bordoulguri to 
RK Embankment), Bornodi(NH 15 to Lenga Kurua Embankment) dated.22/06/2023 | | (Long - 
0.000000, Lat - 0.000000, Dept - Water Resource Deptt.),  
Mangaldoi - Sonalipam | At Sonalipam | As reported by WRD Dept. due to rise of water level of 
Mangaldai River Active bank Erosion took place. Dated 22/06/2023. | (Long - 92.022000, Lat - 
26.459800, Dept - Water Resource Deptt.),  
Faraz Nagar | At Faraz Nagar | As reported by WRD Dept. due to rise of water level of Mangaldai 
River Active bank Erosion took place. Dated 23/06/2023. | (Long - 92.023520, Lat - 26.455010, 
Dept - Water Resource Deptt.)",,,,,,,
,Kokrajhar,8,"(Kokrajhar) At District - BANK AT VILLAGE DURABIL | DURABIL | AS REPORTED BY EE 
WR KOKRAJHAR DIVISION ON 23.06.2023, BANK EROSION OBSERVED AT VILLAGES 
DURABIL(RANJINGPARA) REACH LENGTH 500M, DURABIL(BWIGRIGURI) REACH 
LENGTH 350M, HARINPUR REACH LENGTH 520M, CHEKADANI REACH LENGTH 500M, 
BAMUNIGAON REACH LENGTH 650M, RIMIJHIMI REACH LENGTH 480M, KOTPARA 
REACH LENGTH 350M, ON R/B OF RIVER GANGIA AND KHEJURBARI REACH LENGTH 
600M, RIMIJHIMIGHOP REACH LENGTH 200M, DHEPDHEPI REACH LENGTH 500M, 
JOGDOI REACH LENGTH 700M, FULUGURI REACH LENGTH 500M, ANGTHIHARA 
REACH LENGTH 400M, ON L/B OF RIVER GANGIA. | (Long - 0.000000, Lat - 0.000000, Dept 
- BRO),  
BANK AT MOKRAMBIL | MOKRAMBIL | AS REPORTED BY EE WR KOKRAJHAR 
DIVISION ON 23.06.2023, BANK EROSION OBSERVED ATVILLAGE MOKRAMBIL 
REACH LENGTH 500M, ON L/B AT RAJADABRI(BASHJURI) ON R/B, D/S OF KOIMARI 
ADIBASHI BASTI, KOIMARI BORO BASTI ON L/B BAMUNIJHORA ON R/B OF RIVER 
GARUPHELLA. | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource Deptt.),  
BANK AT DHEPDHEPI | DHEPDHEPI | AS REPORTED BY EE WR KOKRAJHAR DIVISION 
ON 23.06.2023, BANK EROSION OBSERVED AT VILLAGE DHEPDHEPI REACH LENGTH 
500M, ON R/B, BOWAGURI NEAR AMTOLI ON L/B AND UPSTREAM OF BOWAGURI ON 
L/B, NAWARBHITA AND MUNCHIRGHOP ON R/B OF RIVER LONGA | (Long - 0.000000, 
Lat - 0.000000, Dept - Water Resource Deptt.),  
BANK AT VILLAGE BAGDOGRA | BAGDOGRA | AS REPORTED BY EE WR KOKRAJHAR 
DIVISION ON 23.06.2023, BANK EROSION OBSERVED AT VILLAGE BAGDOGRA 
SIMLABARI & BORGHOPA ON L/B OF RIVER SONKOSH, EROSION IS CONTUINUING 
23.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource Deptt.),  
BANK AT VILLAGE HEKAIPARA | HEKAIPARA | AS REPORTED BY EE WR KOKRAJHAR 
DIVISION ON 23.06.2023, BANK EROSION OBSERVED AT VILLAGE HEKAIPARA ON 
R/B, MOGORMARI ON L/B, BARUAPARA ON L/B OF RIVER GAURANG | (Long - 0.000000, 
Lat - 0.000000, Dept - Water Resource Deptt.),  
BANK AT VILLAGE MADHYA KALUGAON | KALUGAON | AS REPORTED BY EE WR 
KOKRAJHAR DIVISION ON 23.06.2023, BANK EROSION OBSERVED AT VILLAGE",,,,,,,
,,,"MADHYA KALUGAON ON L/B, AT MOUZABARI(BOROBASTI) ON R/B OF RIVER 
SAMUKHA | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource Deptt.),  
BANK AT VILLAGE SIMBARGAON | SIMBARGAON | AS REPORTED BY EE WR 
KOKRAJHAR DIVISION ON 23.06.2023, BANK EROSION OBSERVED AT VILLAGE 
SIMBARGAON OF RIVER SAMUKHA(DWIKHIPI) ON R/B | (Long - 0.000000, Lat - 0.000000, 
Dept - Water Resource Deptt.),  
BANK AT VILLAGE SIMBARGAON BAZAR | SIMBARGAON BAZAR | AS REPORTED BY 
EE WR KOKRAJHAR DIVISION ON 23.06.2023, BANK EROSION OBSERVED AT VILLAGE 
SIMBARGAON BAZAR U/S AREA OF RIVER SAMUKHA ON R/B. | (Long - 0.000000, Lat - 
0.000000, Dept - Water Resource Deptt.)",,,,,,,
,Total,14,,,,,,,,
"Infrastructu
re Damaged 
- Road","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Bajali,18,"Sarupeta - Bhawanipur Madhapur road submerged | Madhapur | Report received from 
AEE,PWD,Bhawanipur TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.094046, Lat - 
26.461702, Dept - PWD (Roads)),  
Bhawanipur diversion road submerged | Bhawanipur | Report received from AEE,PWD,Bhawanipur 
TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.423000, Lat - 26.264412, Dept - PWD 
(Roads)),  
NH-31 to Namati village road submerged | Namati | Report received from AEE,PWD,Bhawanipur 
TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.421500, Lat - 26.264500, Dept - PWD 
(Roads)),  
Medhikuchi to Uzan barbari road submerged | Medhikuchi | Report received from 
AEE,PWD,Bhawanipur TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.421100, Lat - 
26.215400, Dept - PWD (Roads)),  
Cheki to Kardeguri road via Barbari submerged | Cheki | Report received from 
AEE,PWD,Bhawanipur TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.451200, Lat - 
26.215400, Dept - PWD (Roads)),  
Simlartal to Sialmari road submerged | Sialmari | Report received from AEE,PWD,Bhawanipur TR 
Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.452300, Lat - 26.234700, Dept - PWD 
(Roads)),  
Swahid Khargeswar Talukdar road submerged | Chauliabori | Report received from 
AEE,PWD,Bhawanipur TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.451700, Lat - 
26.214500, Dept - PWD (Roads)),  
Chauliabori to kenduguri road submerged | Kenduguri | Report received from 
AEE,PWD,Bhawanipur TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.471200, Lat - 
26.214700, Dept - PWD (Roads)),  
Office campus of Bhawanipur TR Sub-Division submerged | Bhawanipur | Report received from 
AEE,PWD,Bhawanipur TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.214500, Lat - 
26.124500, Dept - PWD (Roads)),  
NH-31 to Bharegaon village road submerged | Bharegaon | Report received from 
AEE,PWD,Bhawanipur TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.451200, Lat - 
26.231470, Dept - PWD (Roads)),  
NH-31 to Kahara village road submeerged | Kahara | Report received from AEE,PWD,Bhawanipur 
TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.412400, Lat - 26.256870, Dept - PWD 
(Roads)),  
Dhumarkur sonafully road submerged | Dhumarkur | Report received from AEE,PWD,Bhawanipur 
TR Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.471200, Lat - 26.298700, Dept - PWD 
(Roads)),  
Sanekura to Cheki road Washed away | Cheki | Report received from AEE,PWD,Bhawanipur TR 
Sub-Division,Bhawanipur on 22/6/2023 | (Long - 91.431270, Lat - 26.251700, Dept - PWD 
(Roads)),  
Bajali - NH-127A to Ghatbar Saderi | Near Martyr Pranay Kalita's house | Road submerged. This 
report is received from AEE,PWD Roads on 23-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - 
PWD (NH Roads)),  
Tihu Bangaon to Bechkuchi Road Via Barsahan | Barsahan | Road submerged. This report is 
received from AEE,PWD Roads on 23-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(NH Roads)),  
Pathsala Titka Road | Titka | Road submerged. This report is received from AEE,PWD Roads on 23-
06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  
Original Bamakhata Kenduguri Road | Bamakhata | Road submerged. This report is received from 
AEE,PWD Roads on 23-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  
Pathsala Lachit Nagar | Lachit Nagar | Road submerged. This report is received from AEE,PWD 
Roads on 23-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads))",,,,,,,
,Baksa,2,"Barama - Barama College Road damaged | Alagjar | occured due to flood on 21-06-23 | (Long - 
91.356116, Lat - 26.531402, Dept - PWD (Roads)),  
Barama-Alagjar Road damaged at charanpara supa | Alagjar | occured due to flood on 21-06-23 | 
(Long - 91.358734, Lat - 26.531402, Dept - PWD (Roads))",,,,,,,
,Barpeta,30,Baghbar - Agmandia chariali PMGSY road | Agmandia chariali to Mandia Gaon (Near,,,,,,,
