0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 13-07-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 13-07-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as per 
CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,"Beki (Road Bridge), Disang (Nanglamuraghat), Brahmaputra (Dhubri; Neamatighat)",,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Sub-
division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,Name of Urban Flood Districts/Sub-divisions*,,,,
,10,"Biswanath, Bongaigaon, Chirang, Dhemaji, 
Dibrugarh, Kokrajhar, Majuli, Nalbari, 
Tamulpur, Tinsukia",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",19,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,1,Halem,,,,,,,
,Bongaigaon,1,Manikpur,,,,,,,
,Chirang,3,"Bengtal, Sidli, Bijni",,,,,,,
,Dhemaji,4,"Dhemaji, Sissiborgaon, Gogamukh, Jonai",,,,,,,
,Dibrugarh,4,"Chabua, Moran, Dibrugarh East, Dibrugarh West",,,,,,,
,Kokrajhar,2,"Dotma, Gossaigaon",,,,,,,
,Majuli,1,Majuli,,,,,,,
,Nalbari,1,Tihu,,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Tinsukia,1,Sadiya,,,,,,,
,Total,19,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,22,( Halem | 22 ),,,,,,,
,Bongaigaon,16,( Manikpur | 16 ),,,,,,,
,Chirang,46,"( Bengtal | 10 ), ( Sidli | 6 ), ( Bijni | 30 )",,,,,,,
,Dhemaji,51,"( Dhemaji | 2 ), ( Sissiborgaon | 21 ), ( Gogamukh | 9 ), ( Jonai | 19 )",,,,,,,
