0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 30-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 30-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,,Nil,,,,,
,Rivers flowing above highest flood level,,,,Nil,,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,,,Name of Urban Flood Districts/Sub-divisions*,,,
,7,"Bajali, Barpeta, Goalpara, Golaghat, Jorhat, 
Kamrup, Lakhimpur",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",13,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,
,Barpeta,3,"Chenga, Barpeta, Sarthebari",,,,,,,
,Goalpara,1,Rongjuli,,,,,,,
,Golaghat,1,Dergaon,,,,,,,
,Jorhat,2,"Teok, Jorhat West",,,,,,,
,Kamrup,3,"North Ghy, Kamalpur, Hajo",,,,,,,
,Lakhimpur,1,Nowboicha,,,,,,,
,Total,13,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,15,"( Sarupeta | 1 ), ( Bajali | 14 )",,,,,,,
,Barpeta,9,"( Chenga | 2 ), ( Barpeta | 3 ), ( Sarthebari | 4 )",,,,,,,
,Goalpara,2,( Rongjuli | 2 ),,,,,,,
,Golaghat,3,( Dergaon | 3 ),,,,,,,
,Jorhat,6,"( Teok | 2 ), ( Jorhat West | 4 )",,,,,,,
,Kamrup,116,"( North Ghy | 6 ), ( Kamalpur | 33 ), ( Hajo | 77 )",,,,,,,
,Lakhimpur,7,( Nowboicha | 7 ),,,,,,,
,Total,158,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n",,"Total 
Populatio
n",Population Details,"Crop 
Area ( in 
Hect. )",Crop Area Details,
,Bajali,1678,1604,318,,3600,"( Sarupeta | 58 ), ( 
Bajali | 3542 )",19.00,"( Sarupeta | 8.00 ), ( 
Bajali | 11.00 )",
