0,1,2,3,4,5,6,7,8,9,10
,Barpeta,2180,1718,629,,4527,"( Chenga | 113 ), ( 
Barpeta | 1156 ), ( 
Sarthebari | 3258 )",4.00,"( Chenga | 2.00 ), ( 
Barpeta | 0.00 ), ( 
Sarthebari | 2.00 )",
,Goalpara,0,0,0,,0,( Rongjuli | 0 ),3.00,( Rongjuli | 3.00 ),
,Golaghat,0,0,0,,0,( Dergaon | 0 ),9.70,( Dergaon | 9.70 ),
,Jorhat,0,0,0,,0,"( Teok | 0 ), ( Jorhat 
West | 0 )",12.90,"( Teok | 4.90 ), ( Jorhat 
West | 8.00 )",
,Kamrup,2,2,4,,8,"( North Ghy | 8 ), ( 
Kamalpur | 0 ), ( Hajo | 
0 )",1065.13,"( North Ghy | 10.50 ), ( 
Kamalpur | 66.63 ), ( 
Hajo | 988.00 )",
,Lakhimpur,5565,5564,392,,11521,( Nowboicha | 11521 ),0.00,( Nowboicha | 0.00 ),
,Total,9425,8888,1343,,19656,,1113.73,,
"Relief 
Camps /","District/Sub
-division*",Total,"Relief Camp 
Relief Distribution Centres",,,,,,,
"Centres 
Opened",Kamrup,1,1(North Ghy | 1),,,,0(North Ghy | 0),,,
,Lakhimpur,5,0(Nowboicha | 0),,,,5(Nowboicha | 5),,,
,Total,6,1,,,,5,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Kamrup,8,"(Kamalpur | 0), (Hajo | 0), 
(North Ghy | 8)",,,2,2,4,0,0
,Total,8,,,,2,2,4,0,0
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Bajali,2499,1136,977,386,,,,,
,Barpeta,5488,2641,1452,1395,,,,,
,Kamrup,22185,18518,3667,0,,,,,
,Total,30172,22295,6096,1781,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged","District/Sub
-division*","Fully 
Kucch
a","Fully 
Pukka","Fully 
Total","Partially 
Kuccha","Partially 
Pukka","Partially 
Total","Others 
Huts","Others 
Cattle 
Shed","Others 
Total"
,Bajali,5,1,6,401,1,402,0,5,5
,Kamrup,0,0,0,1,0,1,0,0,0
,Total,5,1,6,402,1,403,0,5,5
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopte
rs 
Deployed","Person 
Evacuate
d By 
Helicopte
rs","Medical 
Team 
Deploye
d"
,Kamrup,,,,0,0,0,0,0,1
,Total,,,,0,0,0,0,0,1
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Lakhimpur,189.00,34.56,10.37,1037.00,0.00,0.00,0.00,,
,Total,189.00,34.56,10.37,1037.00,0.00,0.00,0.00,,
"Relief 
Distributed 
Others","District/Sub
-division*","Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Lakhimpur,0.00-Q,,0.00-Q,,,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Breached",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Affected","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Nalbari,1,"Banekuchi - Road cum embankment along right bank Nadla Drainage Channel | Nakerbari 
(Kaithalkuchi Village) | On 21/06/2023 Seepage and boiling occurs on road cum embankment along 
right bank Nadla Drainage Channel at ch.800.00M of Nakerbari, report from PWRD Department | 
(Long - 0.000000, Lat - 0.000000, Dept - BRO)",,,,,,,
,Total,1,,,,,,,,
"Infrastructur
e Damaged 
- Road","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Barpeta,12,"Baghbar - 1254 No Paharpur LPS to Bhairarpam chariali Pkg No.As-01-350 | Bhairarpam area | As 
report received from PWD(Roads) dept on 30/06/23, 1254 no Paharpur LPS to Bhairarpam chariali 
road Pkg no As-01-350 (road submerged from ch 650.00 m to 2250.00 m partially, shoulder & hard 
crust damage at streatches & one breach occurred at ch 750.00 m to 780.00 m) location coordinate, 
Lat.26.249643, Lont. 91.006214. Date of occurrence- 25/06/23. | (Long - 91.006214, Lat - 
26.249643, Dept - PWD (Roads)),  
Milijuli Bazar to Allengi Pathar road Pkg No. As-01-236 | Satrakanara 15 no seat area | As report 
received from PWD(Roads) dept on 30/06/23, Milijuli Bazar to Allengi Pathar road Pkg no As-01-
236 ( Road submerged in partially , Shoulder & hard crust damaged in streaches) location 
coordinate ;Lat.26.254495, lon.90.887627. Date of occurrence- 26/06/23 | (Long - 90.887627, Lat - 
26.254495, Dept - PWD (Roads)),  
Nabanoor MEM to Garalapam LPS roar Pkg. As-01-210 | Garalapam area | As report received from 
PWD(Roads) dept on 30/06/23, Nabanoor ME Madrassa to Garalapam LPS road Pkg no As-01-210 
( road submerged partially, Shoulder & Hard crust damaged in streatches) Location Co ordiante. 
Lat.26.251488, 90.896402. Date of occurrence- 26/06/23. | (Long - 90.896402, Lat - 26.251488, 
Dept - PWD (Roads)),  
Mandia Dighirpam road to Dighirpam bazar road Pkg No. As-01-243 | Dighirpam bazar area | As 
report received from PWD(Roads) dept on 30/06/23, Mandia Dighirpam road to Dighirpam Bazar 
road.Pkg no As-01-243( road submerged partially, shoulder& hard crust damaged) Location. 
Coordianate.Lat.26.2514219, lont.90.963974. Date of occurrence-26/06/23 | (Long - 90.963974, Lat 
- 26.251422, Dept - PWD (Roads)),  
Agarjan to Gopalpur MPNA road Pkg No.As-01-261 | Gopalpur area | As report received from 
PWD(Roads) dept on 30/06/23, Agarjan to Gopalpur MPNA road. Pkg no As-01-261( road 
submerged partially, shoulder & hard crust damaged in streatches) location Cordinate; 
lat.26.267438, lont.90.996857. Date of occurrence-26/06/23 | (Long - 90.996857, Lat - 26.267438, 
Dept - PWD (Roads)),  
Mandia Dighirpam road to Mouigan road Pkg No.AS-01-223 | Mourigaon area | As report received 
from PWD(Roads) dept on 30/06/23, Mandia Dighirpam road to Mouri Gaon . Pkg no As-01-223 ( 
road submerged in streatches, shoulder& hard crust damaged in streatches) Location 
Coordinate.26.2603114,lont.90.95922. Date of occurrence- 26/05/23 | (Long - 90.959220, Lat - 
26.260311, Dept - PWD (Roads)),  
Dighirpam bazar to Tedhera Gaon road, Pkg No.As-01-277 | Tedhera gao area | As report received 
from PWD(Roads) dept on 30/06/23, Dighirpam Bazar to Tedhera Gaon road . Pkg no As-01-277 ( 
raod submerged partially, Shoulder & hard crust damaged in streatches) Location Coordinate: 
lat.26.261314,Lont. 90.942668. Date of occurrence- 26/06/23 | (Long - 90.942668, Lat - 26.261314, 
Dept - PWD (Roads)),  
Thakur Bazar to Goroimari pathar road, Pkg No.AS-01-266 | Thakur bazar area | As report received 
from PWD(Roads) dept on 30/06/23, Thakur Bazar to Goroimari pathar road Pkg no As-01-266 ( 
road submerged partially, shoulder & hard crust in streatches), Coordinate. Lat.26.254464, Lont. 
90.987478. Date of occurrence- 26/06/23 | (Long - 90.987478, Lat - 26.254464, Dept - PWD 
(Roads)),  
Mandia Girls MES to Mandia pathar road, Pkg No. AS-01-292 | Mandia pathar | As report received 
from PWD(Roads) dept on 30/06/23, Mandia Girls ME School to Mandia Pathar road. Pkg no As-
01-292 ( Road submerged & shoulder & hard crust damaged streatches) Location Coordinate.Lat. 
26.257458, Lont. 90.914578. Date of occurrence-26/06/23. | (Long - 90.914578, Lat - 26.257458, 
Dept - PWD (Roads)),  
Kapoha Medhirtary road Pkg No.As-01-213 | Kapoha area | As report received from PWD(Roads) 
dept on 30/06/23, Kapoha to Medhertary road pkg no As-01-213 ( road submerged 
partially,Shoulder & hard crust damaged in streatches) Location 
coordinate.Lat.26.279472,Lont.90.957826. Date of occurrence- 26/06/23 | (Long - 90.957826, Lat - 
26.279472, Dept - PWD (Roads)),  
Milijuli bazar to Satrakanara 9 no seat road, Pkg No. AS-01- 344 | Milijuli area | As report received 
from PWD(Roads) dept on 30/06/23, Milijuli Bazar to Satrakanara 9 no seat road Pkg no As-01-
344( road submerged partially, shoulder & hard crust damaged) Coordinate. Lat.26.254494, 
Lont.90.877642. Date of occurrence- 26/06/23 | (Long - 26.254494, Lat - 90.877642, Dept - PWD 
(Roads)),  
Rajib Nagar to Satrakanara 9 no seat road via Siloshi LPS Pkg no As-01-359 | Silochi area | As 
report received from PWD(Roads) dept on 30/06/23, Rajib Nagar to Satrakanara 9 no seat road via 
Siloshi LPS Pkg no As-01-359.( Road submerged, partially, Shoulder & hard crust damaged in 
streatches) Cordinate. Lat.26.254256, Lon.90.884756. Date of occurrence- 26/06/23 | (Long - 
90.884756, Lat - 26.254256, Dept - PWD (Roads))",,,,,,,
,Dhubri,3,"Agamoni - SIDE BERM DAMAGED ON BHAMANDANGA NAYA BAZAR ROAD TO 
RANPAGLIRHAT BAZAR NEAR WB BORDER ROAD AT 5TH KM (.)(.) LONGITUTE : 
89.73356 & LATITUDE : 26.210283 (.) | LONGITUTE : 89.73356 & LATITUDE : 26.210283 (.) | 
12/06/2023 to 26/06/2023 | (Long - 89.733560, Lat - 26.210283, Dept - PWD (Roads)),  
SIDE BERM DAMAGED ON GHARIALDANGA PT-II TO JINKATA ROAD AT 1ST & 2ND",,,,,,,
,,,"KM (LONGITUTE : 89.753674 & LATITUDE : 26.228957(.) | (LONGITUTE : 89.753674 & 
LATITUDE : 26.228957(.) | 12/06/2023 to 26/06/2023 | (Long - 89.753674, Lat - 26.228957, Dept - 
PWD (Roads)),  
SIDE BERM & SIDE SLOPES DAMAGED ON ROAD FROM KUTI GHARIALDANGA PT II 
TO JINKATA AT 1ST KM (.) LONGITUTE : 89.754697 & LATITUDE : 26.231907 (.) | 
LONGITUTE : 89.754697 & LATITUDE : 26.231907 (.) | 12/06/2023 to 26/06/2023 | (Long - 
89.754697, Lat - 26.231907, Dept - PWD (Roads))",,,,,,,
,Karimganj,4,"Karimganj - F N Road near A.K. Azad | F N Road near A.K. Azad | Due to incessant rains from 
last few days the above road was damaged (road & hardcrust damaged ) at CH 450.00M to 
550.00M .The report was submitted by Asst. Executive Engineer P.W.R.D North Karimganj 
Territorial road on 20/06/2023 | (Long - 92.281969, Lat - 24.858878, Dept - PWD (Roads)),  
F N Road (Jatua) | Jatua | Due to incessant rains from the last few days the above road was damaged 
(road surface is damaged & a hole is formed on either side of the road . A pothole is formed on the 
H.P.Culvert ) at CH 1250.00M . The report was submitted by Asst. Executive Engineer P.W.R.D 
North Karimganj Territorial Road on 20/06/2023 | (Long - 92.281045, Lat - 24.858676, Dept - 
PWD (Roads)),  
PWD Road over Bund opposite civil hospital at subash road | PWD Road over Bund opposite civil 
hospital at subash road | Due to incessant rains from the last few days the above road was damaged ( 
a hole is formed on either side of the road) at CH 700.00M -750.00M. The report was submitted by 
Asst. Executive Engineer P.W.R.D North Karimganj Territorial Road on 20/06/2023 | (Long - 
92.362037, Lat - 24.866493, Dept - PWD (Roads)),  
RK Nagar - Nivia Bazar to Magura | Nivia Bazar to Magura | As information received form 
Assistant Executive Engineer PWRD Patharkandi and Ratabari Touritial Road Division 
Dullabchara due heavy rain last few days a Road of Nivia Bazar to Magura damaged partially 
damage upto 300m | (Long - 92.242500, Lat - 24.242700, Dept - PWD (Roads))",,,,,,,
,Nalbari,3,"Banekuchi - On 22/06/2023 Jowardi Bali road HPC submerged and damaged report from PWRD 
Department. | Kaithalkuchi Village | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Kashimpur Ambari chuburi to Batabari Bazar | Kashimpur | On 22/06/2023 Kashimpur Ambari 
chuburi to Batabari Bazar road submerged report from PWRD Department. | (Long - 0.000000, Lat 
- 0.000000, Dept - PWD (Roads)),  
Kashimpur Bapuji High School to Burinagar road | Kashimpur | On 22/06/2023 Kashimpur Bapuji 
High School to Burinagar road submerged report from PWRD Department . | (Long - 0.000000, Lat 
- 0.000000, Dept - PWD (Roads))",,,,,,,
,Sonitpur,3,"Thelamara - Kawaimari to Bamunpukhuri road | Village- Bamunpukhuri, Thelamara | Date-30-06-
2023, As reported by PWD, Dhekiajuli Territorial Roads Sub- Division on 28-06-2023,Dighalijan 
has damaged the embankment, shoulder upto hard crust & H.P culvert facewall on 27th June on 
NH-15 at Kawoimari to Bamunpukhuri road | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
Chariduar - Guwabasti to Meat supply via Ganesh guwala L.P School road eroded badly by Flood 
water of river Jarasar in different stretches likely from Ch.0.00m to Ch 60.00 m, Ch 230.00 m to 
Ch. 380.00 m and Ch.920 .00 m to Ch.1010.00 m respectively (as per PWD WT message received 
on DTD 30.06.2023 | Guwalabasti to Meatsupply | | (Long - 92.785758, Lat - 26.775086, Dept - 
PWD (Roads)),  
NH-15 TO GUWALABASTI ROAD ERODED BADLY BY FLOOD WATER OF RIVER 
JARASAR FROM CH. 570.00 M TO CH 690.00 M (as per PWD WT message received on DTD 
30.06.2023) | NH-15 TO GUWALABASTI | | (Long - 92.783427, Lat - 26.776520, Dept - PWD 
(Roads))",,,,,,,
,Total,25,,,,,,,,
"Infrastructur
e Damaged 
- Bridge","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Sonitpur,6,"Chariduar - CULVERT NO 1/1 AND CULVERT NO 1/2 AT CHAINAGE 220.00 AND 450.00 
M RESPECTIVELY ON GHOIRALEE TE ROAD IS DAMAGED BADLY BY FLOOD 
WATER.(as per PWD WT message received on DTD 30.06.2023) | GHOIRALEE TE ROAD | | 
(Long - 26.796685, Lat - 92.648150, Dept - PWD (Roads)),  
CULVERT NO 2/1 AND SIDE BERM AT CHAINAGE 1180.00 M ON KHELMATI TO 
BORJULI HATKHOLA IS DAMAGED BADLY BY FLOOD WATER (as per PWD WT message 
received on DTD 30.06.2023) | KHELMATI TO BORJULI | | (Long - 92.643196, Lat - 26.747888, 
Dept - PWD (Roads)),  
CULVERT NO 3/1 AND APPROACH ROAD AT CHAINAGE 2100.00 M ON UPPER 
KACHARI GAON KERA BASTI ROAD IS DAMAGED BADLY BY FLOOD WATER( as per 
PWD WT message received on DTD 30.06.2023) | UPPER KACHARI GAON | | (Long - 
92.670907, Lat - 26.853488, Dept - PWD (Roads)),  
CULVERT NO 1/1 AND APPROACH ROAD AT CHAINAGE 210.00 ON KACHARIGAON TE 
ROAD IS DAMAGED BADLY BY FLOOD WATER.(as per PWD WT message received on DTD 
30.06.2023) | KACHARIGAON TE | | (Long - 92.685854, Lat - 26.829303, Dept - PWD (Roads)),  
CULVERT NO 3/1 AND APPROACH ROAD AT CHAINAGE 2350.00 ON RUPAJULI TO 
RANGAPARA MISSAMARI ROAD IS DAMAGED BADLY BY FLOOD WATER | RUPAJULI 
TO RANGAPARA | | (Long - 92.671620, Lat - 26.821703, Dept - PWD (Roads)),  
CULVERT NO 3/1 AT CHAINAGE 2250.00 M ON GHANAPHULGURI TO KHELMATI PWD",,,,,,,
,"ROAD IS DAMAGED BADLY BY FLOOD WATER.(as per PWD WT message received on DTD 
30.06.2023) | GHANAPHULGURI TO KHELMATI | | (Long - 92.654177, Lat - 26.747061, Dept - 
PWD (Roads))",,,,,,,,,
,"Total 
 
6",,,,,,,,,
"Infrastructur
e Damaged 
- Wildlife",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- Others","District/Sub
-division*",Other Details,,,,,,,,
,Dhubri,"Agamoni - Bridge Approach Road Damaged | BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 2/1 
ON KHUNIARVITA ROAD TO KHERBARI BAZAR ROAD AT 2ND KM(.) LONGITUTE : 89.743423 & 
LATITUDE : 26.211961 (.) 12/06/2023 to 26/06/2023 ,  
Bridge Approach Road Damaged | BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 7/1 ON 
KHERBARI PROTAPGANJ ROAD AT 7TH KM(.) LONGITUTE : 89.725189 & LATITUDE : 26.22738 (.) 
12/06/2023 to 26/06/2023 ,  
Bridge Approach Road Damaged | BRIDGE APPROACHES AND SIDE BERM DAMAGED OF RCC BR. 
NO. 1/1 PK ROAD TO KHERBARI PT III ROAD AT 1ST KM(.) LONGITUTE : 89.792702 & LATITUDE : 
26.200705 (.) 12/06/2023 to 26/06/2023,  
Bridge Approach Road Damaged | BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 2/1 ON PK 
ROAD TO BHAMANDANGA WEST BENGAL BORDER ROAD AT 1ST KM (.) LONGITUTE : 
89.733674 & LATITUDE : 26.210309 (.) 12/06/2023 to 26/06/2023 ,  
Culvert Approach Road Damaged | APPROCHES OF RCC BOX CELL CULVERT NO. 1/1 DAMAGED ON 
RANPAGLI SATRASAL ROAD AT 1ST KM (.) LONGITUTE : 89.73176 & LATITUDE : 26.191383 (.) 
12/06/2023 to 26/06/2023",,,,,,,,
,Goalpara,"Dudhnoi - Irrigation Canal/Scheme Damaged | Earthen canal got damaged creating a hole of length 1.5 
m(approx) and height 1.5 m (approx) at Kekreng FIS under Damra Patpara revenue village on 30/06/2023 due 
to heavy rainfall, Lat. 25.938658, Long 90.772343",,,,,,,,
,Nalbari,"Barbhag - PWSS Damaged | FHTC - 130 Nos, D/S - 4100 M, Drain Approne - 15 m, Electrical Components, 
Crack in B/WALL as per report submitted by PHE department on 29/06/2023",,,,,,,,
Erosion,"District/Sub
-division*",Details,,,,,,,,
,Chirang,"Sidli - Dimakumari(Kinaborgaon), Pub Bhadra Pt 2(Bhumkipara) and Batagaon | As reported by EE ,Chirang 
WRD, Kajalgaon, Bank erosion on R/B of River Kujia at Dimakumari(Kinaborgaon) Village , Damage details- 
Length approx. 450.00m, Breadth Approx. 3.00m , Depth approx. 2.00m , Longitude - 90.475679, Latitude-
26.45742 date of occurrence - 30-06-2023. As reported by EE ,Chirang WRD, Kajalgaon, Bank erosion on L/B 
of River Kujia at Pub Bhadra Pt 2(Bhumkipara) Village , Damage details- Length approx. 300.00m, Breadth 
Approx. 3.50m , Depth approx. 2.50m , Longitude - 90.462932, Latitude-26.422838 date of occurrence - 30-
06-2023. As reported by JE ,Chirang WRD, Kajalgaon, Active Bank erosion on L/B of River Suthi at Batagaon 
Village , Damage details- Length approx. 250.00m, Breadth Approx. 4.00m , Depth approx. 3.80m , Longitude 
- 90.404666, Latitude-26.512312 date of occurrence - 30-06-2023. | 0 | (Long - 0.000000, Lat - 0.000000),  
Bijni - Agrong, No.2 Kawadi, Gwjwnpuri (Borobazar VCDC) | As reported by EE, Chirang Water Resource 
Division, Kajalgaon, bank erosion on B/B of river Agrong at Agrong on 30-06-2023. Length= 600 
mtr(approx), Breadth=3.00 mtr(approx), Depth=2.50 mtr (approx). Latitude=26.596451 Longitude=90.726208. 
As reported by EE, Chirang Water Resource Division, Kajalgaon, bank erosion on L/B of river Manas at No 2 
Kawadi on 30-06-2023. Length=700 mtr(approx), Breadth=4.00 mtr(approx), Depth=2.00 mtr(approx). 
Latitude=26.511228 Longitude=90.757819. As reported by EE, Chirang Water Resource Division, Kajalgaon, 
bank erosion on L/B of river Dulani at Gwjwnpuri(Borobazar VCDC) on 30-06-2023. Length=400 
mtr(approx), Breadth=3.00 mtr(approx), Depth=2.00 mtr(approx). Latitude=26.549394 Longitude=90.660893 | 
0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Jorhat,"Teok - Ouguri Nepali Gaon South Part | An area of road cum ring bund measuring approx length 40 feets 
slump down at Ouguri Nepali Gaon South part of the river Jhanji. Date= 30-06-2023. | 0 | (Long - 94.428791, 
Lat - 26.894255)",,,,,,,,
,Sonitpur,"Thelamara - Baligaon Bangaligaon | Date-30/06/2023, As reported by Tezpur Water Resource Tezpur 
Division on 30/06/2023 Bank erosion is observed at Baligaon Bongaligaon area on the left bank area of river 
Belsiri,Length = 200.00m, Latitude : 26.736022, Longitude: 92.558699 | 0 | (Long - 92.558699, Lat - 
26.736022)",,,,,,,,
Landslide,Nil,,,,,,,,,
"Urban 
Flood",Nil,,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,
