0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 26-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 26-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)","Rivers flowing above danger 
level",,,Nil,,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Su
b-division 
Affected","No. of 
Districts/S
ub-
divisions* 
Affected","Name of Flood Affected 
Districts/Sub-divisions*",,,Name of Urban Flood Districts/Sub-divisions*,,,,,
,11,"Bajali, Baksa, Barpeta, Darrang, 
Dibrugarh, Golaghat, Kamrup, 
Lakhimpur, Nagaon, Nalbari, Tamulpur",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",23,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Su
b-division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Bajali, Sarupeta",,,,,,,
,Baksa,1,Barama,,,,,,,
,Barpeta,4,"Baghbar, Chenga, Sarthebari, Barpeta",,,,,,,
,Darrang,2,"Patharighat, Mangaldoi",,,,,,,
,Dibrugarh,2,"Dibrugarh West, Chabua",,,,,,,
,Golaghat,1,Bokakhat,,,,,,,
,Kamrup,3,"North Ghy, Kamalpur, Hajo",,,,,,,
,Lakhimpur,1,Nowboicha,,,,,,,
,Nagaon,1,Raha,,,,,,,
,Nalbari,5,"Paschim Nalbari, Nalbari, Barkhetri, Barbhag, Tihu",,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Total,23,,,,,,,,
"Villages 
Affected","District/Su
b-division*",Total,Revenue Circle,,,,,,,
,Bajali,48,"( Bajali | 30 ), ( Sarupeta | 18 )",,,,,,,
,Baksa,2,( Barama | 2 ),,,,,,,
,Barpeta,113,"( Baghbar | 3 ), ( Chenga | 14 ), ( Sarthebari | 46 ), ( Barpeta | 50 )",,,,,,,
,Darrang,79,"( Patharighat | 4 ), ( Mangaldoi | 75 )",,,,,,,
,Dibrugarh,7,"( Dibrugarh West | 6 ), ( Chabua | 1 )",,,,,,,
,Golaghat,6,( Bokakhat | 6 ),,,,,,,
,Kamrup,169,"( North Ghy | 7 ), ( Kamalpur | 85 ), ( Hajo | 77 )",,,,,,,
,Lakhimpur,9,( Nowboicha | 9 ),,,,,,,
,Nagaon,5,( Raha | 5 ),,,,,,,
,Nalbari,124,"( Paschim Nalbari | 1 ), ( Nalbari | 8 ), ( Barkhetri | 69 ), ( Barbhag | 41 ), ( Tihu | 5 )",,,,,,,
,Tamulpur,1,( Tamulpur | 1 ),,,,,,,
,Total,563,,,,,,,,
"Population 
And Crop 
Area","District/Su
b-division*",Male,"Total 
Crop 
Fema
Childre
Populati
Population Details 
Area ( in 
Crop Area Details 
le 
n 
on 
Hect. )",,,,,,,
Affected,Bajali,22149,20179,2289,44617,"( Bajali | 26779 ), ( 
Sarupeta | 17838 )",,203.00,"( Bajali | 130.00 ), ( 
Sarupeta | 73.00 )",
,Baksa,23,63,15,101,( Barama | 101 ),,0.00,( Barama | 0.00 ),
,Barpeta,40386,39163,7683,87232,"( Chenga | 2590 ), ( 
Sarthebari | 58921 ), 
( Barpeta | 24280 ), ( 
Baghbar | 1441 )",,312.75,"( Chenga | 26.00 ), ( 
Sarthebari | 63.75 ), 
( Barpeta | 207.00 ), 
( Baghbar | 16.00 )",
,Darrang,202,204,187,593,"( Patharighat | 117 ), 
( Mangaldoi | 476 ), 
( Sipajhar | 0 )",,1482.30,"( Patharighat | 
300.00 ), ( 
Mangaldoi | 1182.30 
), ( Sipajhar | 0.00 )",
,Dibrugarh,0,0,0,0,"( Dibrugarh West | 0 
), ( Chabua | 0 )",,93.50,"( Dibrugarh West | 
31.00 ), ( Chabua | 
62.50 )",
,Golaghat,0,0,0,0,( Bokakhat | 0 ),,14.50,( Bokakhat | 14.50 ),
,Kamrup,1,1,2,4,"( North Ghy | 4 ), ( 
Kamalpur | 0 ), ( 
Hajo | 0 )",,1224.23,"( North Ghy | 10.50 
), ( Kamalpur | 
226.73 ), ( Hajo | 
987.00 )",
,Lakhimpur,8424,8072,590,17086,"( Nowboicha | 17086 
)",,0.00,( Nowboicha | 0.00 ),
,Nagaon,0,0,0,0,( Raha | 0 ),,209.75,( Raha | 209.75 ),
,Nalbari,2603,2244,1062,5909,"( Nalbari | 460 ), ( 
Barkhetri | 0 ), ( 
Barbhag | 5050 ), ( 
Tihu | 175 ), ( 
Paschim Nalbari | 
224 )",,261.60,"( Nalbari | 0.00 ), ( 
Barkhetri | 187.00 ), 
( Barbhag | 71.60 ), ( 
Tihu | 0.00 ), ( 
Paschim Nalbari | 
3.00 )",
,Tamulpur,127,120,107,354,( Tamulpur | 354 ),,0.00,( Tamulpur | 0.00 ),
,Total,73915,70046,11935,155896,,,3801.63,,
"Relief 
Camps / 
Centres 
Opened","District/Su
b-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Bajali,40,"17(Bajali | 14, Sarupeta | 3)",,,,"23(Bajali | 19, Sarupeta | 4)",,,
,Baksa,1,1(Barama | 1),,,,0(Barama | 0),,,
,Barpeta,23,"6(Sarthebari | 4, Barpeta | 2, Chenga | 0)",,,,"17(Sarthebari | 0, Barpeta | 5, Chenga | 12)",,,
,Darrang,2,0(Patharighat | 0),,,,2(Patharighat | 2),,,
,Dibrugarh,2,0(Chabua | 0),,,,2(Chabua | 2),,,
,Kamrup,6,1(North Ghy | 1),,,,5(North Ghy | 5),,,
,Nalbari,20,"4(Paschim Nalbari | 1, Nalbari | 1, 
Barbhag | 2, Barkhetri | 0)",,,,"16(Paschim Nalbari | 15, Nalbari | 0, Barbhag 
| 0, Barkhetri | 1)",,,
,Tamulpur,5,0(Tamulpur | 0),,,,5(Tamulpur | 5),,,
,Total,99,29,,,,70,,,
"Inmates In 
Relief 
Camps","District/Su
b-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant 
/ 
Lactatin
g Mother","Person 
with 
Disabili
ty"
,Bajali,2133,"(Bajali | 1618), (Sarupeta | 
515)",,,937,900,274,16,6
,Baksa,101,(Barama | 101),,,23,63,15,0,0
,Barpeta,425,"(Baghbar | 0), (Chenga | 0), 
(Sarthebari | 278), (Barpeta | 
147)",,,203,177,45,0,0
,Kamrup,4,"(North Ghy | 4), (Kamalpur | 
0), (Hajo | 0)",,,1,1,2,0,0
,Nalbari,252,"(Nalbari | 90), (Barkhetri | 0), 
(Tihu | 0), (Paschim Nalbari | 
50), (Barbhag | 112)",,,128,85,39,0,0
,Total,2915,,,,1292,1226,375,16,6
"Human 
Lives Lost","District/Su
b-division*",Total,"Male 
Female 
Children",,,Revenue Circlewise,,,,
"- 
Confirmed",Barpeta,2,0,0,"2 
(Baghbar | 0), (Barpeta | 1), (Chenga | 0), (Sarthebari | 1)",,,,,
,Total,2,0,0,2,,,,,
"Human 
Lives Lost 
Confirmed 
- Death 
Type","District/Su
b-division*",Total,"Flood 
Deat
h","General 
Drowni
ng (Non 
Flood)",Landslide,,,,,
,Barpeta,2,2,0,0,,,,,
,Total,2,2,0,0,,,,,
"Human 
Lives Lost 
- Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Su
b-division*",Total,Big,Small,Poultry,,,,,
,Bajali,64213,33438,26283,4492,,,,,
,Barpeta,71208,28888,22303,20017,,,,,
,Darrang,722,492,230,0,,,,,
,Dibrugarh,1932,1742,190,0,,,,,
,Kamrup,3850,3850,0,0,,,,,
,Lakhimpur,2939,2279,660,0,,,,,
,Nalbari,22222,11023,9837,1362,,,,,
,Total,"16708
6",81712,59503,25871,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged","District/Su
b-division*","Fully 
Kucch
a","Fully 
Pukk
a","Fully 
Total","Partially 
Kuccha","Partiall
y Pukka","Partiall
y Total","Others 
Huts","Others 
Cattle 
Shed","Others 
Total"
,Bajali,5,1,6,5,4,9,11,7,18
,Tamulpur,15,0,15,1,0,1,0,0,0
,Total,20,1,21,6,4,10,11,7,18
