0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 24-06-2023 at 4:00 PM,,,,,,,,,,
"Particula
rs",Situation as on 24-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 
8 AM)","Rivers flowing above danger 
level",,,Brahmaputra (Tezpur; Neamatighat),,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/S
ub-
division 
Affected","No. of 
Districts/
Sub-
divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,Name of Urban Flood Districts/Sub-divisions*,,,,,
,15,"Bajali, Baksa, Barpeta, Chirang, Darrang, 
Dhubri, Dibrugarh, Goalpara, Golaghat, Jorhat, 
Kamrup, Lakhimpur, Nagaon, Nalbari, 
Tamulpur",,,Darrang,,,,,
"No. Of 
Revenue 
Circles 
Affected",42,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/S
ub-
division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Bajali, Sarupeta",,,,,,,
,Baksa,4,"Baganpara, Barama, Baska, Jalah",,,,,,,
,Barpeta,4,"Barnagar, Sarthebari, Chenga, Barpeta",,,,,,,
,Chirang,1,Sidli,,,,,,,
,Darrang,4,"Patharighat, Dalgaon, Mangaldoi, Sipajhar",,,,,,,
,Dhubri,3,"Golakganj, Bilasipara, South Salmara Part",,,,,,,
,Dibrugarh,4,"Tingkhong, Naharkatia, Dibrugarh West, Chabua",,,,,,,
,Goalpara,1,Lakhipur,,,,,,,
,Golaghat,1,Bokakhat,,,,,,,
,Jorhat,1,Jorhat East,,,,,,,
,Kamrup,5,"North Ghy, Kamalpur, Rangia, Hajo, Kayan",,,,,,,
,"Lakhimpu
r",2,"Nowboicha, Bihpuria",,,,,,,
,Nagaon,1,Raha,,,,,,,
,Nalbari,7,"Barkhetri, Paschim Nalbari, Banekuchi, Nalbari, Tihu, Barbhag, Ghograpar",,,,,,,
,Tamulpur,2,"Goreswar, Tamulpur",,,,,,,
,Total,42,,,,,,,,
"Villages 
Affected","District/S
ub-
division*",Total,Revenue Circle,,,,,,,
,Bajali,137,"( Bajali | 57 ), ( Sarupeta | 80 )",,,,,,,
,Baksa,32,"( Baganpara | 11 ), ( Barama | 2 ), ( Baska | 16 ), ( Jalah | 3 )",,,,,,,
,Barpeta,112,"( Barnagar | 1 ), ( Sarthebari | 76 ), ( Chenga | 9 ), ( Barpeta | 26 )",,,,,,,
,Chirang,4,( Sidli | 4 ),,,,,,,
,Darrang,168,"( Patharighat | 14 ), ( Dalgaon | 7 ), ( Mangaldoi | 75 ), ( Sipajhar | 72 )",,,,,,,
,Dhubri,216,"( Golakganj | 68 ), ( Bilasipara | 33 ), ( South Salmara Part | 115 )",,,,,,,
,Dibrugarh,11,"( Tingkhong | 2 ), ( Naharkatia | 2 ), ( Dibrugarh West | 6 ), ( Chabua | 1 )",,,,,,,
,Goalpara,5,( Lakhipur | 5 ),,,,,,,
,Golaghat,17,( Bokakhat | 17 ),,,,,,,
,Jorhat,1,( Jorhat East | 1 ),,,,,,,
,Kamrup,174,"( North Ghy | 8 ), ( Kamalpur | 85 ), ( Rangia | 16 ), ( Hajo | 47 ), ( Kayan | 18 )",,,,,,,
,Lakhimpu,12,"( Nowboicha | 11 ), ( Bihpuria | 1 )",,,,,,,
,r,,,,,,,,,
,Nagaon,9,( Raha | 9 ),,,,,,,
,Nalbari,202,"( Barkhetri | 64 ), ( Paschim Nalbari | 25 ), ( Banekuchi | 5 ), ( Nalbari | 20 ), ( Tihu | 30 ), ( Barbhag | 49 
), ( Ghograpar | 9 )",,,,,,,
,Tamulpur,18,"( Goreswar | 6 ), ( Tamulpur | 12 )",,,,,,,
,Total,1118,,,,,,,,
"Populatio
n And 
Crop 
Area 
Affected","District/S
ub-
division*",Male,Female,Children,"Total 
Populatio
n",Population Details,,"Crop 
Area ( in 
Hect. )",Crop Area Details,
,Bajali,109039,98232,14316,221587,"( Bajali | 139067 ), ( 
Sarupeta | 82520 )",,396.10,"( Bajali | 185.40 ), ( 
Sarupeta | 210.70 )",
,Baksa,1398,779,266,2443,"( Barama | 264 ), ( 
Baska | 0 ), ( Jalah | 
1501 ), ( Baganpara | 
678 )",,5.00,"( Barama | 0.00 ), ( 
Baska | 0.00 ), ( Jalah | 
5.00 ), ( Baganpara | 
0.00 )",
,Barpeta,42456,36308,25232,103996,"( Sarthebari | 67378 ), ( 
Chenga | 2310 ), ( 
Barpeta | 34268 ), ( 
Barnagar | 40 )",,361.75,"( Sarthebari | 63.75 ), ( 
Chenga | 20.00 ), ( 
Barpeta | 278.00 ), ( 
Barnagar | 0.00 )",
,Darrang,2909,2841,2743,8493,"( Patharighat | 804 ), ( 
Dalgaon | 0 ), ( 
Mangaldoi | 7334 ), ( 
Sipajhar | 355 )",,3387.50,"( Patharighat | 692.20 ), 
( Dalgaon | 38.00 ), ( 
Mangaldoi | 1182.30 ), 
( Sipajhar | 1475.00 )",
,Dhubri,357,333,170,860,"( Golakganj | 0 ), ( 
Bilasipara | 860 ), ( 
South Salmara Part | 0 )",,828.90,"( Golakganj | 205.90 ), 
( Bilasipara | 28.50 ), ( 
South Salmara Part | 
594.50 )",
,Dibrugarh,0,0,0,0,"( Tingkhong | 0 ), ( 
Dibrugarh West | 0 ), ( 
Chabua | 0 ), ( 
Naharkatia | 0 )",,172.03,"( Tingkhong | 2.00 ), ( 
Dibrugarh West | 49.00 
), ( Chabua | 118.50 ), ( 
Naharkatia | 2.53 )",
,Goalpara,2045,2015,690,4750,( Lakhipur | 4750 ),,0.00,( Lakhipur | 0.00 ),
,Golaghat,0,0,0,0,( Bokakhat | 0 ),,197.00,( Bokakhat | 197.00 ),
,Jorhat,0,0,0,0,( Jorhat East | 0 ),,21.40,( Jorhat East | 21.40 ),
,Kamrup,76,68,20,164,"( North Ghy | 0 ), ( 
Kamalpur | 0 ), ( Rangia 
| 164 ), ( Hajo | 0 ), ( 
Kayan | 0 )",,1106.64,"( North Ghy | 10.50 ), ( 
Kamalpur | 226.73 ), ( 
Rangia | 180.91 ), ( 
Hajo | 678.00 ), ( 
Kayan | 10.50 )",
,"Lakhimpu
r",10562,10683,815,22060,"( Nowboicha | 22060 ), ( 
Bihpuria | 0 )",,226.00,"( Nowboicha | 226.00 
), ( Bihpuria | 0.00 )",
,Nagaon,0,0,0,0,( Raha | 0 ),,548.28,( Raha | 548.28 ),
,Nalbari,16944,15368,8356,40668,"( Barkhetri | 0 ), ( 
Nalbari | 2263 ), ( Tihu | 
19780 ), ( Barbhag | 
8300 ), ( Ghograpar | 
2464 ), ( Paschim 
Nalbari | 6521 ), ( 
Banekuchi | 1340 )",,1098.10,"( Barkhetri | 229.00 ), ( 
Nalbari | 0.00 ), ( Tihu 
| 312.00 ), ( Barbhag | 
71.60 ), ( Ghograpar | 
150.00 ), ( Paschim 
Nalbari | 272.00 ), ( 
Banekuchi | 63.50 )",
,Tamulpur,1328,911,511,2750,"( Goreswar | 2016 ), ( 
Tamulpur | 734 )",,120.86,"( Goreswar | 0.00 ), ( 
Tamulpur | 120.86 )",
,Total,187114,167538,53119,407771,,,8469.56,,
"Relief 
Camps / 
Centres 
Opened","District/S
ub-
division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Bajali,110,"53(Bajali | 27, Sarupeta | 26)",,,,"57(Bajali | 8, Sarupeta | 49)",,,
,Baksa,2,"1(Barama | 1, Jalah | 0)",,,,"1(Barama | 0, Jalah | 1)",,,
,Barpeta,36,"2(Sarthebari | 2, Barpeta | 0)",,,,"34(Sarthebari | 16, Barpeta | 18)",,,
,Chirang,4,0(Sidli | 0),,,,4(Sidli | 4),,,
,Darrang,7,"1(Patharighat | 1, Sipajhar | 0)",,,,"6(Patharighat | 1, Sipajhar | 5)",,,
,Dhubri,4,4(Bilasipara | 4),,,,0(Bilasipara | 0),,,
,Goalpara,3,1(Lakhipur | 1),,,,2(Lakhipur | 2),,,
,Kamrup,5,"4(Rangia | 4, Kayan | 0)",,,,"1(Rangia | 0, Kayan | 1)",,,
,"Lakhimpu
r",3,"0(Nowboicha | 0, Bihpuria | 0)",,,,"3(Nowboicha | 2, Bihpuria | 1)",,,
,Nalbari,35,"28(Paschim Nalbari | 15, Banekuchi | 3, Nalbari | 
2, Barbhag | 2, Ghograpar | 6)",,,,"7(Paschim Nalbari | 0, Banekuchi | 0, Nalbari | 7, 
Barbhag | 0, Ghograpar | 0)",,,
,Tamulpur,11,"7(Goreswar | 1, Tamulpur | 6)",,,,"4(Goreswar | 4, Tamulpur | 0)",,,
,Total,220,101,,,,119,,,
"Inmates 
In Relief 
Camps","District/S
ub-
division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Bajali,73718,"(Bajali | 2566), (Sarupeta | 71152)",,,32346,38208,3145,11,8
,Baksa,264,"(Baganpara | 0), (Baska | 0), (Jalah | 
0), (Barama | 264)",,,84,139,40,1,0
,Barpeta,279,"(Chenga | 0), (Sarthebari | 279)",,,118,128,33,0,0
,Darrang,92,"(Dalgaon | 0), (Mangaldoi | 0), 
(Sipajhar | 0), (Patharighat | 92)",,,30,26,36,0,0
,Dhubri,860,"(Golakganj | 0), (South Salmara Part 
| 0), (Bilasipara | 860)",,,357,333,170,0,0
,Goalpara,136,(Lakhipur | 136),,,62,47,24,2,1
,Kamrup,164,"(North Ghy | 0), (Kamalpur | 0), 
(Rangia | 164), (Hajo | 0), (Kayan | 
0)",,,71,68,20,2,3
,Nalbari,5232,"(Barkhetri | 0), (Paschim Nalbari | 
2872), (Nalbari | 51), (Tihu | 0), 
(Ghograpar | 1542), (Banekuchi | 
282), (Barbhag | 485)",,,2359,2113,713,30,17
,Tamulpur,607,"(Goreswar | 71), (Tamulpur | 536)",,,246,221,137,3,0
,Total,81352,,,,35673,41283,4318,49,29
"Human 
Lives 
Lost - 
Confirme
d","District/S
ub-
division*",Total,Male,Female,Children,Revenue Circlewise,,,,
,Nalbari,1,1,0,0,"(Banekuchi | 1), (Barbhag | 0), (Barkhetri | 0), (Ghograpar | 0), 
(Nalbari | 0), (Paschim Nalbari | 0), (Tihu | 0)",,,,
,Total,1,1,0,0,,,,,
"Human 
Lives 
Lost 
Confirme
d - Death 
Type","District/S
ub-
division*",Total,"Flood 
Death","General 
Drowning 
(Non 
Flood)",Landslide,,,,,
,Nalbari,1,1,0,0,,,,,
,Total,1,1,0,0,,,,,
"Human 
Lives 
Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives 
Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/S
ub-
division*",Total,Big,Small,Poultry,,,,,
,Bajali,149965,80948,55185,13832,,,,,
,Barpeta,67030,25644,25476,15910,,,,,
,Darrang,9085,5830,3115,140,,,,,
,Dibrugarh,5068,4118,950,0,,,,,
,Goalpara,643,150,170,323,,,,,
,Kamrup,6618,3821,2797,0,,,,,
,"Lakhimpu
r",5403,4091,1312,0,,,,,
,Nalbari,134093,56546,44467,33080,,,,,
,Tamulpur,32150,20732,11418,0,,,,,
,Total,410055,201880,144890,63285,,,,,
"Animals 
Washed 
Away","District/S
ub-
division*",Total,Big,Small,Poultry,,,,,
