0,1,2,3,4,5,6,7,8,9,10
,Biswanath,48,52,50,150,"( Halem | 150 ), ( 
Gohpur | 0 )",47.50,"( Halem | 22.00 ), ( 
Gohpur | 25.50 )",,
,Charaideo,177,107,31,315,( Sonari | 315 ),2.40,( Sonari | 2.40 ),,
,Dhemaji,4973,4823,1863,11659,"( Sissiborgaon | 1522 ), 
( Jonai | 0 ), ( 
Gogamukh | 7958 ), ( 
Dhemaji | 2179 )",708.07,"( Sissiborgaon | 49.57 
), ( Jonai | 85.50 ), ( 
Gogamukh | 550.00 ), ( 
Dhemaji | 23.00 )",,
,Jorhat,789,746,334,1869,"( Teok | 1618 ), ( Jorhat 
East | 251 )",42.80,"( Teok | 29.30 ), ( 
Jorhat East | 13.50 )",,
,Kamrup,0,0,0,0,"( Hajo | 0 ), ( North 
Ghy | 0 )",105.00,"( Hajo | 100.00 ), ( 
North Ghy | 5.00 )",,
,Karimganj,87,76,51,214,( Patherkandi | 214 ),0.00,( Patherkandi | 0.00 ),,
,Lakhimpur,3253,2539,1724,7516,"( Subansiri | 0 ), ( 
North Lakhimpur | 
1120 ), ( Bihpuria | 0 ), 
( Nowboicha | 4401 ), (",573.50,"( Subansiri | 444.50 ), ( 
North Lakhimpur | 
0.00 ), ( Bihpuria | 
29.50 ), ( Nowboicha |",,
,,,"Kadam | 1995 ), ( 
28.00 ), ( Kadam | 0.00 
Narayanpur | 0 ) 
), ( Narayanpur | 71.50 
)",,,,,,,
,Total,9327,"8343 
4053 
21723 
1479.27",,,,,,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Biswanath,1,0(Halem | 0),,,,1(Halem | 1),,,
,Charaideo,2,0(Sonari | 0),,,,2(Sonari | 2),,,
,Dhemaji,3,0(Dhemaji | 0),,,,3(Dhemaji | 3),,,
,Jorhat,1,0(Jorhat East | 0),,,,1(Jorhat East | 1),,,
,Karimganj,1,0(Patherkandi | 0),,,,1(Patherkandi | 1),,,
,Lakhimpur,2,1(Kadam | 1),,,,1(Kadam | 1),,,
,Total,10,1,,,,9,,,
"Inmates In 
Relief 
Camps","District/Sub
-division*",Total,Revenue Circlewise,,,Male,Female,Children,"Pregnant / 
Lactating 
Mother","Person 
with 
Disabilit
y"
,Lakhimpur,15,"(North Lakhimpur | 0), 
(Nowboicha | 0), (Subansiri | 0), 
(Narayanpur | 0), (Kadam | 15)",,,4,8,3,0,0
,Total,15,,,,4,8,3,0,0
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost 
Missing - 
Type",Nil,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Biswanath,3620,2555,1065,0,,,,,
,Charaideo,520,220,300,0,,,,,
,Dhemaji,14034,5986,3228,4820,,,,,
,Lakhimpur,6087,3941,2146,0,,,,,
,Total,24261,12702,6739,4820,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged",Nil,,,,,,,,,
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopter
s 
Deployed","Person 
Evacuated 
By 
Helicopter
s","Medical 
Team 
Deploye
d"
,Lakhimpur,,,,0,0,0,0,0,5
,Total,,,,0,0,0,0,0,5
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Biswanath,2.40,0.45,0.00,0.00,0.00,0.00,0.00,,
,Charaideo,3.38,0.63,0.19,18.90,0.00,0.00,0.00,,
,Dhemaji,32.50,5.66,1.70,170.00,0.00,0.00,0.00,,
,Jorhat,4.22,0.75,0.23,22.59,0.00,0.00,0.00,,
,Karimganj,2.00,0.40,0.12,12.00,0.00,0.00,0.00,,
,Lakhimpur,20.41,4.01,1.21,120.50,0.00,0.00,0.00,,
,Total,64.91,11.90,3.45,343.99,0.00,0.00,0.00,,
Relief,District/Sub,Baby Food,,Baby Food Solid,,Others,,,,
"Distributed 
Others",-division*,Liquid,,,,,,,,
,Biswanath,0.00-Q,,0.00-Q,,,,,,
,Charaideo,0.00-Pkt,,0.00-Pkt,0-0.00-Pkt,,,,,
,Dhemaji,0.00-Q,,0.00-Q,Sanitary pad-375.00-Pkt,,,,,
,Jorhat,0.00-Q,,0.00-Q,0-0.00-Q,,,,,
,Karimganj,0.00-Q,,0.00-Q,,,,,,
,Lakhimpur,0.00-Q,,225.00-Pkt,"Mosquito coil-3.00-Pkt; Candle-9.00-Pkt; Sanitary Napkin-
8.00-Pkt",,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Breached",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Affected","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Biswanath,1,"Gohpur - Bank erosion is observed on R/Bank embankment of river Sessa | at Sessabaligaon of 
length 150 mtr on 07/07/23 | | (Long - 93.707801, Lat - 26.986061, Dept - BRO)",,,,,,,
,Total,1,,,,,,,,
"Infrastructur
e Damaged 
- Road","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Bongaigaon,2,"Boitamari - Kheluapara Chapar Road | Kheluapara | Surface damaged, Footbridge needed, Erosion 
occurred. as per report received from PWRD, Bongaigaon dated- 07.07.2023 | (Long - 90.454759, 
Lat - 26.265974, Dept - PWD (Roads)),  
Srijangram - Rangapani state highway to Mulbari parghat Road | Rangapani | Bridge approaches 
of RCC Br. No. 3/1 over mora rivar damaged and washed away. as per report received from 
PWRD, Bongaigaon dated-07.07.2023 | (Long - 90.780949, Lat - 26.326621, Dept - PWD (Roads))",,,,,,,
,Charaideo,1,"Sonari - Chumani Pohuchungi Road under Sonari Revenue Circle overtopped Dated 07.07.2023 
from CH: 820.0M to CH: 860.0M, From CH: 1730.0M to CH: 1770.0M From CH: 1800.0M to CH: 
1860.0M From CH: 2050.0M to CH: 2080.0M. | Chumani Pohuchungi Road under Sonari Revenue 
Circle Dated 07.07.2023 | | (Long - 94.800656, Lat - 26.935145, Dept - PWD (Roads))",,,,,,,
,Dhemaji,4,"Sissiborgaon - At Dimow Bhairavpur via Budhbaria bazar road | At Ch 2700.00M to Ch 3780.00M 
| Extend of damage length is 1080 Meters and population effected appro: 3500. Date of damag:- 
6/7/2023. Damage the road embankment, side shoulder, hard crust alongwith OGPC and ICBP. | 
(Long - 94.773389, Lat - 27.597151, Dept - PWD (Roads)),  
At No.2 Phulbari to Zipoobasti | At Ch. 1035M to Ch. 1085M | Damaged the wire crates boulder 
apron at up-stream side of right side approach by the river Ghagra. Extend of damage is 50 meters. 
Population effected appr. 5000. Dated on 06/07/2023 | (Long - 94.730885, Lat - 27.642041, Dept - 
PWD (Roads)),  
NH-515 at Sripani Ahom Gaon to Nilakh Salakhani Borbam | At Ch. 4500.00M to Ch.4520.00M | 
Breached the road Embankment from Ch.4500.00M to Ch.4520.00M. Damaged the road 
Embankment from Ch.4490.00M to Ch.4520.00M alongwith hard crust and OGPC. Extend 
ofdamage is 30 meters. Population effected appr. 3000, dated on 07/07/2023. | (Long - 94.645084, 
Lat - 27.604995, Dept - PWD (Roads)),  
Gogamukh - PWD Road NH-15 to Taring Bania | At ch. 1800.00m to Ch. 2000.00m | Overtopped 
road Embankment, 200 m approx. , Dated 07/07/2023 | (Long - 94.385000, Lat - 27.408611, Dept - 
PWD (Roads))",,,,,,,
,Goalpara,10,"Lakhipur - Kantapur to Kurshapakhri Road (PMGSY Road Pakage No. AS-07-264) | Near 
Kurshapakhri | As per report submitted by PWD road department, Due to incessant rainfall for 
several days Kantapur to Kurshapakhri Road (PMGSY Road Pakage No. AS-07-264) at 1st KM, 
2nd KM & 3rd KM length affected 500M and road embankment eroded by the river Jinjiram at 1st 
KM and shoulder damaged at 1st to 3rd KM from 25.06.2023 to till date i.e 7.7.2023 | (Long - 
90.280906, Lat - 26.014564, Dept - PWD (Roads)),  
Besorkona Tilapara Road (PMGSY Road Pakage No. AS-07-331) | Near Besorkona | As per report 
submitted by PWD road department, Due to incessant rainfall for several days Besorkona Tilapara 
Road (PMGSY Road Pakage No. AS-07-331) at 1st KM to 3rd KM length affected 650M and road 
shoulder damaged from 1st to 3rd KM from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.313565, 
Lat - 25.971605, Dept - PWD (Roads)),  
Besorkona Bazar to Jhanjipara Road | Near Besorkona Bazar | As per report submitted by PWD 
road department, Due to incessant rainfall for several days Besorkona Bazar to Jhanjipara Road at 
1st KM to 3rd KM length affected 300M and road shoulder damaged from 1st to 3rd KM and 
damage of double HPC from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.289210, Lat - 
25.970875, Dept - PWD (Roads)),  
Salpara to Jhanjipara Road (PMGSY Package No. AS-07-138) | Near Salpara | As per report 
submitted by PWD road department, Due to incessant rainfall for several days Salpara to Jhanjipara 
Road (PMGSY Package No. AS-07-138) at 1st KM shoulder and culv. No. 1/1 wing wall damaged 
from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.292270, Lat - 25.979847, Dept - PWD 
(Roads)),  
Khalisabhita Hindupara to Khalisabhita Muslimpara Road | At 2nd KM | As per report submitted by",,,,,,,
,,,"PWD road department, Due to incessant rainfall for several days Khalisabhita Hindupara to 
Khalisabhita Muslimpara Road at 2nd KM length affected 110M and temporary protection of road 
side damage from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.149857, Lat - 25.979358, Dept - 
PWD (Roads)),  
Lakhipur Khalisabhita Road | At Br. No. 15/1 | As per report submitted by PWD road department, 
Due to incessant rainfall for several days Lakhipur Khalisabhita Road at Br. No. 15/1 App. damage 
and length affected 22M from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.181563, Lat - 
25.989291, Dept - PWD (Roads)),  
Kulamuwa to Nayapara Road | Near Kulamuwa | As per report submitted by PWD road department, 
Due to incessant rainfall for several days Kulamuwa to Nayapara Road at 1st KM length affected 
56M and Temporary foot bridge damage from 25.06.2023 to till date i.e 7.7.2023 | (Long - 
90.224012, Lat - 25.955721, Dept - PWD (Roads)),  
Kumri to Dhumerghat Road | Near Kumri | As per report submitted by PWD road department, Due 
to incessant rainfall for several days Kumri to Dhumerghat Road at 1st KM length affected 21M 
and road embankment eroded from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.175182, Lat - 
25.992131, Dept - PWD (Roads)),  
Haldibari to Simlabari Road | Near Haldibari | As per report submitted by PWD road department, 
Due to incessant rainfall for several days Haldibari to Simlabari Road at 1st KM length affected 
80M and road sideberm eroded from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.182426, Lat - 
25.978650, Dept - PWD (Roads)),  
10th KM of LK Road to Chowkatola Road | At 1st KM, 2nd KM & 3rd KM | As per report 
submitted by PWD road department, Due to incessant rainfall for several days 10th KM of LK 
Road to Chowkatola Road at 1st KM, 2nd KM & 3rd KM and length affected 380M and road 
sideberm eroded from 25.06.2023 to till date i.e 7.7.2023 | (Long - 90.212714, Lat - 25.994345, 
Dept - PWD (Roads))",,,,,,,
,Jorhat,2,"Teok - Dewan Gaon Road | Pirakata Dewan Bharaluwa under Holongapar Mouza | Damage length 
is 300 M, from Ch 0.00 to 300.00 M. Date- 07-07-2023 | (Long - 94.366634, Lat - 26.809148, Dept 
- PWD (Roads)),  
Arandhara Gaon Road | Arandhara Gaon under Holongapar Mouza | Damage length is 900 M. 
Date- 07-07-2023 | (Long - 94.364354, Lat - 26.799321, Dept - PWD (Roads))",,,,,,,
,Tamulpur,1,"Tamulpur - BARAMA DHAMDHAMA TAMULPUR ROAD | MAZDIA | As per report received 
from PWD (Rural Roads), the Barama Dhamdhama Tamulpur Road surface got damaged on 06/07/ 
2023. | (Long - 91.528892, Lat - 26.607807, Dept - PWD (Roads))",,,,,,,
,Total,20,,,,,,,,
"Infrastructur
e Damaged 
- Bridge",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- Wildlife",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- Others","District/Sub
-division*",Other Details,,,,,,,,
,Kamrup (M),"Sonapur - Power Dept. Transformers | 2 nos.of 63 KV Transformers at vill Khamar and Khetri got damaged 
due to lightning .coordinates (Lat-26.114536, Long-92.078432)Date-06/07/2023",,,,,,,,
,Lakhimpur,"North Lakhimpur - Fisheries/Pond | 7 nos of Fishery damaged at Borpukhuri Revenue village, area apprx 1 
HA as reported by Fishery Officer Lakhimpur on 07/07/2023,  
Bihpuria - Fisheries/Pond | 40 nos. fishery (10 ha) at No. 3 Islampur, 32 nos. fishery (8 ha) at No.3 
Dharmapur, 20 nos. fishery (6 ha) at No.1 Islampur, 50 nos. fishery (12 ha) at No.2 Islampur affected as 
reported by FDO, Karunabari Circle on 07/07/2023,  
Nowboicha - Fisheries/Pond | 728 nos. of ponds inundated due Pabha River flood .Total area- 143.90 Hect as 
reported by FDO, Nowboicha on 07/07/2023,  
Kadam - Culvert Approach Road Damaged | Due to incessant rain the Culvert on Lalpani Gohain Gaon road 
approach damaged, reportedby concerned LM on 07/07/2023,  
Narayanpur - Culvert Approach Road Damaged | On dated 06/07/2023 Two RCC culvert damaged at 
bishnupur as per report from P&RD,  
PWSS Damaged | On dated 06/07/2023 Pipeline damaged at Futabhog PWSS and No.2 Rangati as per report 
from PHED",,,,,,,,
,Morigaon,"Mayong - Fisheries/Pond | As on dtd. 07/07/2023 informed by I/C BDO Mayong an Amrit Sarovar 
embankment was breached due to incessant rain at Konwar Gaon , Manaha Mouza lat. 26.209 long 92.189",,,,,,,,
Erosion,"District/Sub
-division*",Details,,,,,,,,
,Biswanath,"Gohpur - 2. Erosion is observed at No.2 Bikrampur area on R/Bank embankment of river Sessa. | Of length 60 
mtr on 07/07/23 | 0 | (Long - 93.727751, Lat - 26.922677)",,,,,,,,
,Charaideo,"Sonari - Na-Jaboka Gaon, Abhoypur Mouza under Sonari Revenue Circle | Immediate measures for 
restoration of erosion affected area in Na Jaboka Gaon under Sonari Revenue Circle in Tiok River approx 30 
Mtr Dated 07.07.2023 | 0 | (Long - 95.131643, Lat - 27.046959),  
Mahmora - Dhemajibeel | Damages observed at dhemajibeel area of Desang River right Bank. length approx. 
80m. --Dated :07-07-2023. | 0 | (Long - 94.921922, Lat - 27.048843)",,,,,,,,
,Dhubri,"Dhubri - Kalapakani Pt-I | Erosion is going on (by the river Brahmaputra) at village Kalapakani Pt-I As per the 
field verification w.e.f 01/07/23 to 07/07/23 no population has been affected till now (total area = 45Bigha-
1Katha-10Lessa) | 0 | (Long - 89.899427, Lat - 25.970959),  
Bilasipara - Futkibari Medhipara & Suapata Pt-V | Recently erosion has taken place by the river Gaurang at 
village: Futkibari Medhipara & Suapata Pt-V under Bilasipara Revenue Circle. A field visit in this connection 
has been done on 06-07-2023 & 07-07-2023 by concern Lot mandal along with Field Officer, Disaster 
Management, Bilasipara. • Date of incident:- 03-07-2023 to 06-07-2023 • GPS co-ordinates:- Lat:- 
26.33696611 N & Long:- 90.21846468 E Lat:- 26.197953 N & Long:- 90.247084 E Lat:- 26.198695 N & 
Long:- 90.248698 E • Land eroded:- Land measuring around :- 00 Bigha 02 Katha 10 Lessa. (Futkibari 
Medhipara) Land measuring around :- 01 Bigha 02 Katha 10 Lessa. (Suapata Pt-V) | 0 | (Long - 90.218465, Lat 
- 26.336966)",,,,,,,,
,Goalpara,"Matia - Baladmari Char Pt-III | Bank Erosion of river Brahmaputra, total length of erosion = 300 m & depth of 
erosion = 1.00 m as reported by Water Resources Dept., Goalpara on 07/07/2023 | 0 | (Long - 90.676791, Lat - 
26.152144),  
Rongjuli - GONGERAPARA | As per reported by Water Resource Dept. on 07/07/2023 via WhatsApp on 
Circle Level Task Force Group . Bank erosion at Gongerapara Length of erosion 300 m Depth of erosion 1.00 
m as on 07/07/2023 | 0 | (Long - 90.976792, Lat - 25.900413)",,,,,,,,
,Kamrup,"Kamalpur - Muthkuchi down portion on L/B of Puthimari Embankment. | Active erosion seen at Muthkuchi 
down portion on L/B of Puthimari Embankment of about 350m reach. Reported by AEE, Rangia-Kwmwlpur 
WR Sub-Division on 06.07.2023. | 0 | (Long - 91.661683, Lat - 26.404705)",,,,,,,,
,Lakhimpur,"Kadam - Kakoi R/B embankment at No2 Puthimari village | Due to the increasing water level of the river 
Kakoi, around 20 mtrs were eroded at the Kakoi R/B embankment at No2 Puthimari village. Reported by 
concerned JE, WRD on 07/07/2023 | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,
,Sivasagar,"Sivsagar - Salaguria Gaon, Amgurighat | The damaged has been observed in the form of slump down on 
06/07/2023 at Left bank embankment of Dikhow river from Upper Nazira to A.T.Road about 8 m. length and 
0.8 m. breadth near Amgurighat, under Sivasagar Revenue Circle. The report has been received from Water 
Resources department , Sivasagar | 0 | (Long - 94.381100, Lat - 26.581300)",,,,,,,,
,Sonitpur,"Thelamara - Bura Goruduba | Date-07/07/2023, As reported Tezpur Water Resource Division, Tezpur on 
07/07/2023, Bank erosion is observed at Bura Goruduba(unembankment area) on L/Bank of river Belsiri. 
Length of erosion-440m | 0 | (Long - 92.530689, Lat - 26.641847)",,,,,,,,
Landslide,Nil,,,,,,,,,
"Urban 
Flood",Nil,,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,
