0,1,2,3,4,5,6,7,8,9,10
,Total,14264,13599,2866,30729,,,4741.23,,
"Relief 
Camps / 
Centres 
Opened","District/Sub
-division*",Total,Relief Camp,,,,Relief Distribution Centres,,,
,Biswanath,2,0(Halem | 0),,,,2(Halem | 2),,,
,Chirang,1,0(Bijni | 0),,,,1(Bijni | 1),,,
,Darrang,2,0(Mangaldoi | 0),,,,2(Mangaldoi | 2),,,
,Lakhimpur,17,"0(Nowboicha | 0, Narayanpur | 0)",,,,"17(Nowboicha | 16, Narayanpur | 1)",,,
,Sonitpur,1,0(Chariduar | 0),,,,1(Chariduar | 1),,,
,Tamulpur,1,0(Tamulpur | 0),,,,1(Tamulpur | 1),,,
,Udalguri,1,0(Kalaigaon | 0),,,,1(Kalaigaon | 1),,,
,Total,25,0,,,,25,,,
"Inmates In 
Relief 
Camps",Nil,,,,,,,,,
"Human 
Lives Lost - 
Confirmed",Nil,,,,,,,,,
"Human 
Lives Lost 
Confirmed - 
Death Type",Nil,,,,,,,,,
"Human 
Lives Lost - 
Missing",Nil,,,,,,,,,
"Human 
Lives Lost",Nil,,,,,,,,,
"Missing - 
Type",,,,,,,,,,
"Animals 
Affected","District/Sub
-division*",Total,Big,Small,Poultry,,,,,
,Biswanath,42640,29806,12834,0,,,,,
,Darrang,10425,5527,3977,921,,,,,
,Lakhimpur,8398,5185,3213,0,,,,,
,Nalbari,22491,3370,3261,15860,,,,,
,Sonitpur,757,550,207,0,,,,,
,Total,84711,44438,23492,16781,,,,,
"Animals 
Washed 
Away",Nil,,,,,,,,,
"Houses 
Damaged",Nil,,,,,,,,,
"Rescue 
Operation","District/Sub
-division*",Agency,,,"Boats 
Deployed","Person 
Evacuate
d By 
Boats","Animal 
Evacuate
d By 
Boats","Helicopter
s 
Deployed","Person 
Evacuated 
By 
Helicopter
s","Medical 
Team 
Deploye
d"
,Biswanath,,,,0,0,0,0,0,3
,Total,,,,0,0,0,0,0,3
"Relief 
Distributed","District/Sub
-division*","Rice 
(in Q)","Dal 
(in Q)","Salt (in 
Q)","M. Oil (in 
L)","Cattle 
Feed - 
Green 
Fooder 
(in Q)","Cattle 
Feed - 
Wheat 
Bran (in 
Q)",Cattle Feed - Rice Bran (in Q),,
,Biswanath,0.00,0.00,0.00,0.00,0.00,530.00,0.00,,
,Chirang,2.94,0.53,0.16,16.00,0.00,0.00,0.00,,
,Darrang,0.00,0.00,0.00,0.00,0.00,0.00,197.95,,
,Lakhimpur,0.00,0.00,0.00,0.00,0.00,0.00,24.00,,
,Sonitpur,1.68,0.31,0.09,0.00,0.00,0.00,0.00,,
,Tamulpur,6.62,1.23,0.37,36.81,0.00,0.00,0.00,,
,Total,11.24,2.07,0.62,52.81,0.00,530.00,221.95,,
"Relief 
Distributed 
Others","District/Sub
-division*","Baby Food 
Liquid",,Baby Food Solid,,Others,,,,
,Biswanath,0.00-Q,,0.00-Q,,,,,,
,Chirang,0.00-Q,,0.00-Q,,Milk-35.00-L,,,,
,Darrang,0.00-Q,,0.00-Q,,,,,,
,Lakhimpur,0.00-Q,,0.00-Q,,HTW-16.00-Pieces,,,,
,Sonitpur,"0.60-Kg, 0.00-Q",,"20.00-Kg, 0.00-Q",,Tarpaulin-9.00-Pieces,,,,
,Tamulpur,0.00-L,,0.00-Q,,Chira-6.62-Q; Gur-1.23-Q,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Breached",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- 
Embankme
nt Affected","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Biswanath,1,"Gohpur - Dakhin Deona Bari R/Bank embankment of river Solengi. | Mild Bank Erosion is 
observed at Dakhin Deonabari R/Bank embankment of river Solengi of length 10 mtr on 19/06/23 | 
| (Long - 93.643767, Lat - 26.911372, Dept - Water Resource Deptt.)",,,,,,,
,Nagaon,1,"Raha - B/T dyke along the L/B of kopilli Charaihagi to Tukulaitup | Niz Zarabari Area | About 
200m under grip of bank erosion at Niz zarabari area date of occurence-18/06/2023 | (Long - 
0.000000, Lat - 0.000000, Dept - Water Resource Deptt.)",,,,,,,
,Nalbari,1,"Tihu - UPSTREAM OF RCC BRIDGE OF BURHADIA RIVER (LEFT) , | NEAR SIV 
MANDIR(DAKHIN BHOJKUCHI) | LENGTH:45MTS(APPROX),REPORTED BY OFFICIAL 
OF WR DEPT., DATE OF OCCURENCE :19/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - -
-Select Department--)",,,,,,,
,Total,3,,,,,,,,
"Infrastructur
e Damaged 
- Road","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Baksa,1,"Barama - Barama Dhamdhama Road breached at village Alagjar Deulguri chowk on 19/06/23. 
Latitude: 26:52699 Longitude: 91.377545 | village Alagjar Deulguri chowk | | (Long - 91.377545, 
Lat - 26.526990, Dept - PWD (Roads))",,,,,,,
,Chirang,2,"Bijni - No 1 Dongagaon Chowk to No 1 Dongagaon | Dongagaon | As reported by PWD(R&B) Sub 
Division, Bijni, No 1 Dongagaon Chowk to No 1 Dongagaon road damaged at Dongagaon on 19-",,,,,,,
,,,"06-2023. Length=6 metres, Breadth=6 Metres, Depth=2.5 metres. Latitude=26.532162 
Longitude=90.702277 | (Long - 90.702277, Lat - 26.532162, Dept - PWD (Roads)),  
Road from Lahatipara to Lawgaon PWD Road. | Lahatipara | As reported by PWD(R&B) Sub 
Division, Bijni, Lahatipara to Lawgaon PWD road damaged at Lahatipara on 19-06-2023. 
Length=6.09 metres, Breadth=2.13 metres, Depth=1.50 metres. Latitude=26.554958 
Longitude=90.726369 | (Long - 90.726369, Lat - 26.554958, Dept - PWD (Roads))",,,,,,,
,Darrang,4,"Patharighat - KD Road to Dalibari link road under Turai GP. | Taragaon. | As reported by BDO, 
Sipajhar Damaged caused due to breach of road on 19.6.2023 , around 6 mt. (approx.) damaged. | 
(Long - 91.857736, Lat - 26.436261, Dept - P&RD),  
Hirapara to Samala PWD Road | Hirapara | As reported by JE, PWD road submerged at length L= 
1.50 km, height H= 0.30 mt.(Dated 19-06-2023) | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
Dalgaon - No.3 Madhabgohain to Chikonmata Bagicha Road | No.3 Madhabgohain to Chikonmata 
Bagicha Road | As per report received from PWD(R),No.3 Madhabgohain to Chikonmata Bagicha 
PMGSY Road shoulder and surface has been damaged from Ch.3650M to 4020M on 18-06-2023 | 
(Long - 92.211559, Lat - 26.626549, Dept - P&RD),  
Sipajhar - Bhuktabari Sonapur Road (NH 15 to Basachuba) | Bhuktabari to sonapur | submerged 
and flows water over road at 9 and 10 km ( As reported by Achyut Nath, JE) Dated 19-06-2023 | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Dhemaji,2,"Dhemaji - Baparam Dutta Road(Machkhowa Chariali to Laipulia River Road) | Machkhowa 
Chariali to Laipulia River Road | Due to continuous heavy rainfall, hard crush of the road are 
affected and potholes occurred at Baparam Dutta Road between Ch. 150.00m to Ch.300.00m 
(Length- 150.00m) on 17/06/2023 | (Long - 94.555651, Lat - 27.337156, Dept - PWD (Roads)),  
Seujiapathar-Yedot gaon via Latachur PWD road | Seujiapathar-Yedot gaon via Latachur PWD 
road | Yesterday on 18/06/2023, Due to continuous heavy rainfall, Erosion of the shoulder of road 
occur at Seujiapathar, yedot gaon via Latachur at Ch.250.00m.(Length-15.00m)) | (Long - 
94.565936, Lat - 27.336726, Dept - PWD (Roads))",,,,,,,
,Goalpara,4,"Lakhipur - Lakhipur Jaleswar Road | Near Jaleswar | As per report of PWD roads department, Due 
to the incessant rainfall for last 7 days, Lakhipur Jaleswar Road submerged at 2nd KM & bridge 
approach eroded of RCC Br. No. 1/2 at Jaleswar side and length affected 500 M approx. and 20 M 
eroded at bridge approach and submerged depth 45 CM from 17.06.2023 to till date i.e 19.06.2023 | 
(Long - 90.292670, Lat - 26.034283, Dept - PWD (Roads)),  
Jaldoba JC Road | Near Bashmura | As per report of PWD roads department, Due to the incessant 
rainfall for last 7 days, Jaldoba JC road at CH. from 1215 M to CH 1225 M and affected length 10 
M eroded from 17.06.2023 to till date i.e 19.06.2023 | (Long - 90.223514, Lat - 26.041360, Dept - 
PWD (Roads)),  
Lakhipur Tulsibari Road | Near Tulsibari | As per report of PWD roads department, Due to the 
incessant rainfall for last 7 days, Lakhipur Tulsibari Road Bridge Approach Eroded of SPT Br. No. 
2/1 at Tulsibari Side and Hyacinth obstructed the flow of water and affected length 15 M from 
17.06.2023 to till date i.e 19.06.2023 | (Long - 90.300643, Lat - 26.047104, Dept - PWD (Roads)),  
Matia - Approach road of Islampur point under Matia LIS | Pachim Matia | Approach road of 
Islampur point under Matia LIS Total length damaged = 100 m (approx.) on 19/06/2023 as reported 
by Dudhnoi-Goalpara East Division, Irrigation, Dudhnoi | (Long - 90.758748, Lat - 26.072175, 
Dept - Irrigation)",,,,,,,
,Golaghat,1,"Dergaon - Bahguri (Taiung) village to Lemchapori amguri village connecting road | Bahguri 
village | The said road got affected due to heavy rain on 18/06/2023. | (Long - 93.949213, Lat - 
26.750597, Dept - PWD (Roads))",,,,,,,
,Kamrup,1,"North Ghy - Tilling Gaon Road | Vill - Tilling Gaon | Due to continuous rainfall, slump down of 
Tilling Gaon road has taken place today i.e 19.06.2023 near the river Brahmaputra. Restoration 
work is being taken up by WR Guwahati East Division | (Long - 91.711330, Lat - 26.183321, Dept 
- Water Resource Deptt.)",,,,,,,
,Kokrajhar,9,"Dotma - 1. Chithilaghope Village road | 1. Chithilaghope Village Dated - 19/06/2023 | | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
village road at Ward No. 08 | Ward No. 08 naer Fakirbaba Than under Fakiragram MB. Dated 
19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Athiabari village PWD road | Athiabari village | | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
Dotma Bazar link road | Dotma Bazar dated- 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept 
- PWD (Roads)),  
Teteliguri Village road | Teteliguri Villag dated - 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, 
Dept - PWD (Roads)),  
(Kokrajhar) At District - PHUTKIBARI TO KOKRAJHAR ROAD | PHUTKIBARI TO 
KOKRAJHAR ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL 
ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. 
ROAD AT CHAINAGE 1950.00M ON PHUTKIBARI TO KOKRAJHAR ROAD ERRODED | 
(Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
NAYEKGAON TO ANJULIPARA ROAD | NAYEKGAON TO ANJULIPARA ROAD | AS 
REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 
19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE",,,,,,,
,,,"1800.00M ON NAYEKGAON TO ANJULIPARA ROAD DAMAGED. | (Long - 0.000000, Lat - 
0.000000, Dept - PWD (Roads)),  
RAMFALBIL ATHIABARI ROAD | RAMFALBIL ATHIABARI ROAD | AS REPORTED BY 
ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO 
RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 5300.00M ON 
RAMFALBIL ATHIABARI ROAD DAMAGED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
KOKRAJHAR RAMFALBIL ROAD | KOKRAJHAR RAMFALBIL ROAD | AS REPORTED BY 
ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO 
RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 2900.00M ON 
KOKRAJHAR RAMFALBIL ROAD ERRODED | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads))",,,,,,,
,Lakhimpur,2,"Subansiri - Jalbhari to Gobindagaon | As reported by Dhakuakhana Territorial Road Division, 
Ghilamara, road embankment is eroded at 9th KM on Jalbhari to Gobindagaon Road (L= 120M) on 
19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Jalbhari to Bolahi Road | As reported by Dhakuakhana Territorial Road Division, Ghilamara road 
embankment is erodedat 9th KM on Jalbhari to Bolahi Road ( L=100M) on 19/06/2022 | | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Nagaon,1,"Raha - Road from Salmara to Balijuri,PMGSY-2 Package | Salmara | Total Submerged Area - 20 
Metres Date of Occurance -18/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Nalbari,4,"Banekuchi - Today on 19/06/2023 at 6AM Makrapar to Barpit road submerged near Mora Pagladia 
river report from Gaon Pradhan of Sandheli | Makrapar | | (Long - 91.303119, Lat - 26.436637, 
Dept - P&RD),  
Today on 19/06/2023 at 7am Haribhanga to Barpit PWD road submerged near Nilakantha Siva 
Mandir report from Gaon Pradhan | Barpit (Sandheli) | | (Long - 0.000000, Lat - 0.000000, Dept - 
P&RD),  
On 18/06/2023 at 8 am Bali to Makrapar near Morapagladia River the agree road submerged report 
from Gaon Pradhan | Makrapar(Sandheli ) | | (Long - 0.000000, Lat - 0.000000, Dept - P&RD),  
Tihu - PWD ROAD SARTHEBARI TO JALA VIA JALKHANA (TALUKDAR 
SUPA,NIZKHANA) | NIZKHANA | ROAD IS SUBMERGED APPROX 40 MTS(APPROX) , 
REPORTED BY GPS, DATE : 19/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads))",,,,,,,
,Total,31,,,,,,,,
"Infrastructur
e Damaged 
- Bridge","District/Sub
-division*","Numbe
r",Details,,,,,,,
,Darrang,2,"Dalgaon - RCC Br. No.3/1 on No.3 kheteswar to NH-52 | RCC Br. No.3/1 on No.3 kheteswar to 
NH-52 | As per report received from PWD(R) and local villagers, Due to heavy rain & incessant 
rainfall, the approach of RCC Br. No.3/1 on No.3 kheteswar to NH-52 road has been damaged. 
Immediate restoration is required .Dated 18-06-2023. | (Long - 92.172002, Lat - 26.520720, Dept - 
PWD (Roads)),  
Mangaldoi - Wooden bridge connecting Barathiabari village and Kabikara Village | Barathiabari 
village | Due to rise in water level the bridge along with approach affected. Dated 18/06/2023 | 
(Long - 91.950000, Lat - 26.430000, Dept - P&RD)",,,,,,,
,Kokrajhar,5,"Bagribari - Bridge No.4/1 | Lalmati Monglajhora Road | As reported by Asstt. Exec. Engineer, 
PWD (RR) Sub-Division Gossaigaon, Damaged due to the incessant heavy rainfall. Date: 19-06-
2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Bridge No.4/2 | Lalmati Monglajhora Road | As reported by Asstt. Exec. Engineer, PWD (RR) Sub-
Division Gossaigaon, Damaged due to the incessant heavy rainfall. Date: 19-06-2023 | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Brdige No.4/3 | Lalmati Monglajhora Road | As reported by Asstt. Exec. Engineer, PWD (RR) Sub-
Division Gossaigaon, Damaged due to the incessant heavy rainfall. Date: 19-06-2023 | (Long - 
0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Bridgae No.2/1 on Khoraghat to Chawguri Road | Falakata Pt-I (Bisubasra) | As reported by Asstt. 
Exec. Engineer, PWD (RR) Sub-Division Gossaigaon, Sub-way has been damaged due to incessant 
heavy rainfall. Date: 19-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Dotma - 1. Wooden bridge at Teteliguri | 1. Teteliguri dated-19/06/2023 | 1. Damage of wooden 
bridge at Teteliguri | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Total,7,,,,,,,,
"Infrastructur
e Damaged 
- Wildlife",Nil,,,,,,,,,
"Infrastructur
e Damaged 
- Others","District/Sub
-division*",Other Details,,,,,,,,
,Baksa,"Baska - Power Dept. Poles | 1 number of LT pole broken at village Bennabari. Coordinate: 26.597619, 
91.346873 on 18/06/2023 as reported by SDE, Barama Electrical Subdivision, APDCL. ,  
Barama - Power Dept. Poles | 1) 2 no. of HT pole broken at Barama village Mohkhuli supa due to uprooting 
of a tree on 19/06/23. Lat 26.503594 Long 91.331391 2) 1 no. of LT pole broken at Heramjar village due to 
loosening of soil on 19/06/23. Lat 26.500085 Long 91.333751,",,,,,,,,
,,"Power Dept. Conductors | Conductor 200 metre damaged due to falling of poles. Lat 26.503594 Long 
91.331391 as on 19-06-2023",,,,,,,,
,Chirang,"Bijni - Bamboo Foot Bridge | As reported by concerned LM, today on 19-06-2023, due to rise in Aie river, a 
bamboo footbridge situated at No 2 Sisubari on river Jiling is reported to be washed away. Length=18.26 
meters(Approx), Breadth=3.65 meters(Approx). Latitude=26.517667 Longitude=90.639675,  
Sidli - Washed away SPT Bridge | As reported by AE,PWD(R&B) Division ,Kajalgaon , Batabari to 
Jambubari village road, wooden Bridge over Bhur river at Ch. 200.00 m washed out. at Batabari village 
Latitude-26.596338, Longitude-90.407838 damage details- Length,- 17.00m, Breadth- 2.5 m and Depth-4 m 
Date of occurrence- 18-06-2023.",,,,,,,,
,Darrang,"Patharighat - Elementary Schools Damaged | As reported by BEEO, Sipajhar 1 No. Bheruadol LPS partially 
submerged Dated 19-06-2023.,  
Elementary Schools Damaged | As reported by BEEO, Sipajhar 2 No. Bheruadol LPS partially submerged 
Dated 19-06-2023.,  
Mangaldoi - Fisheries/Pond | As reported by Fishery Dept. 80 no of farmers and 13 Hac. of water area 
affected under Fishery Department. Dated 19/06/2023,  
Power Dept. Conductors | As reported by APDCL Mangaldai approx. 3.2 KM conductor damaged till date. 
Dated 19/06/2023.,  
Power Dept. Conductors | As reported by APDCL Mangaldai approx. 12 nos of poles damaged till date. Dated 
19/06/2023.",,,,,,,,
,Dibrugarh,"Chabua - Anganwadi Centres Affected | Dodhia Kuligaon AWC affected as per information received from 
Social Welfare department on 19-06-2023 coordinates Lat 27.597042 Long 95.215409,  
Anganwadi Centres Affected | Tengabari AWC affected as per information received from Social Welfare 
department on 19-06-2023 coordinates Lat 27.611502 Long 95.239086,  
Anganwadi Centres Affected | Dadhia AWC affected as per information received from Social Welfare 
department on 19-06-2023 coordinates Lat 27.559956 Long 95.255222,  
Anganwadi Centres Affected | Rongmola AWC affected as per information received from Social Welfare 
department on 19-06-2023 coordinates Lat 27.556824 Long 95.193527",,,,,,,,
,Goalpara,"Dudhnoi - Irrigation Canal/Scheme Damaged | As per report submitted by Irrigation department, Soil erosion 
of length 5m, breadth 2m and depth 3m has taken place along Kornoi LBMC canal embankment under Kornoi 
Flow Irrigation Scheme from 18-06-2023 to till date i.e. 19.06.2023, Lat: 25.942953, Long 90.908503",,,,,,,,
,Karimganj,"Badarpur - Culvert Approach Road Damaged | As per report received from AEE, PWRD, Badarpur Teritorial 
Road Sub Division dated 19-06-2023, due to incessant rainfall from past 06 days, the Culvert No-18/1, at 
Badarpur Adarkona Road at Chainage 17060.0 m has been washed away. The GPS Coordinates of the incident 
site is Latitude- 24.760913 and Longitude-92.519948,  
Culvert Approach Road Damaged | As per report received from AEE, PWRD, Badarpur Teritorial Road Sub 
Division dated 19-06-2023, due to incessant rainfall from past 06 days, the Culvert No-3/2, at Basla to 
Kaliganj Chandrapur Road at Khola Pt-1 (Chainage 2650.0m) has been washed away. The GPS Coordinates of 
the incident site is Latitude- 24.777529 and Longitude-92.472639",,,,,,,,
