0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 19-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 19-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,Kopili (Kampur),,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,Name of Urban Flood Districts/Sub-divisions*,,,,,
,18,"Biswanath, Chirang, Darrang, Dhemaji, 
Dhubri, Dibrugarh, Golaghat, Hojai, 
Kokrajhar, Lakhimpur, Nagaon, Nalbari, 
Sonitpur, Tamulpur, Udalguri",,,"Cachar, Darrang, Jorhat, Kamrup (M), Kokrajhar, Nalbari",,,,,
"No. Of 
Revenue 
Circles 
Affected",38,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,2,"Gohpur, Halem",,,,,,,
,Cachar,1,Silchar,,,,,,,
,Chirang,1,Bijni,,,,,,,
,Darrang,4,"Patharighat, Dalgaon, Mangaldoi, Sipajhar",,,,,,,
,Dhemaji,1,Dhemaji,,,,,,,
,Dhubri,1,Chapar,,,,,,,
,Dibrugarh,2,"Chabua, Dibrugarh West",,,,,,,
,Golaghat,1,Bokakhat,,,,,,,
,Hojai,3,"Doboka, Lanka, Hojai",,,,,,,
,Jorhat,1,Jorhat East,,,,,,,
,Kamrup (M),2,"Guwahati, Dispur",,,,,,,
,Kokrajhar,4,"Bhawraguri, Gossaigaon, Kokrajhar, Dotma",,,,,,,
,Lakhimpur,2,"Nowboicha, Narayanpur",,,,,,,
,Nagaon,2,"Raha, Kampur",,,,,,,
,Nalbari,5,"Barbhag, Ghograpar, Banekuchi, Tihu, Nalbari",,,,,,,
,Sonitpur,3,"Dhekiajuli, Tezpur, Chariduar",,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Udalguri,2,"Harisinga, Kalaigaon",,,,,,,
,Total,38,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Biswanath,18,"( Gohpur | 3 ), ( Halem | 15 )",,,,,,,
,Chirang,3,( Bijni | 3 ),,,,,,,
,Darrang,94,"( Patharighat | 20 ), ( Dalgaon | 10 ), ( Mangaldoi | 5 ), ( Sipajhar | 59 )",,,,,,,
,Dhemaji,2,( Dhemaji | 2 ),,,,,,,
,Dhubri,8,( Chapar | 8 ),,,,,,,
,Dibrugarh,7,"( Chabua | 1 ), ( Dibrugarh West | 6 )",,,,,,,
,Golaghat,13,( Bokakhat | 13 ),,,,,,,
,Hojai,21,"( Doboka | 4 ), ( Lanka | 4 ), ( Hojai | 13 )",,,,,,,
,Kokrajhar,125,"( Bhawraguri | 20 ), ( Gossaigaon | 80 ), ( Kokrajhar | 4 ), ( Dotma | 21 )",,,,,,,
,Lakhimpur,18,"( Nowboicha | 11 ), ( Narayanpur | 7 )",,,,,,,
,Nagaon,31,"( Raha | 21 ), ( Kampur | 10 )",,,,,,,
,Nalbari,81,"( Barbhag | 32 ), ( Ghograpar | 34 ), ( Banekuchi | 3 ), ( Tihu | 9 ), ( Nalbari | 3 )",,,,,,,
,Sonitpur,13,"( Dhekiajuli | 1 ), ( Tezpur | 11 ), ( Chariduar | 1 )",,,,,,,
,Tamulpur,2,"( Tamulpur | 1 ), ( Goreswar | 1 )",,,,,,,
,Udalguri,8,"( Harisinga | 2 ), ( Kalaigaon | 6 )",,,,,,,
,Total,444,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,,"Crop 
Area ( in 
Hect. )",Crop Area Details,
,Biswanath,0,0,0,0,"( Gohpur | 0 ), ( Halem 
| 0 )",,28.50,"( Gohpur | 8.50 ), ( 
Halem | 20.00 )",
,Chirang,70,70,35,175,( Bijni | 175 ),,8.26,( Bijni | 8.26 ),
,Darrang,197,205,233,635,"( Patharighat | 129 ), ( 
Dalgaon | 0 ), ( 
Mangaldoi | 506 ), ( 
Sipajhar | 0 )",,1939.30,"( Patharighat | 723.70 
), ( Dalgaon | 51.00 ), ( 
Mangaldoi | 634.20 ), ( 
Sipajhar | 530.40 )",
,Dhemaji,24,26,10,60,( Dhemaji | 60 ),,8.00,( Dhemaji | 8.00 ),
,Dhubri,428,172,90,690,( Chapar | 690 ),,5.50,( Chapar | 5.50 ),
,Dibrugarh,1567,1240,1050,3857,"( Chabua | 3857 ), ( 
Dibrugarh West | 0 )",,187.29,"( Chabua | 133.29 ), ( 
Dibrugarh West | 54.00 
)",
,Golaghat,0,0,0,0,( Bokakhat | 0 ),,126.00,( Bokakhat | 126.00 ),
,Hojai,0,0,0,0,"( Hojai | 0 ), ( Doboka | 
0 ), ( Lanka | 0 )",,331.19,"( Hojai | 260.19 ), ( 
Doboka | 53.00 ), ( 
Lanka | 18.00 )",
,Kokrajhar,746,687,336,1769,"( Kokrajhar | 904 ), ( 
Bhawraguri | 0 ), ( 
Gossaigaon | 0 ), ( 
Dotma | 865 )",,347.14,"( Kokrajhar | 81.00 ), ( 
Bhawraguri | 32.54 ), ( 
Gossaigaon | 203.40 ), 
( Dotma | 30.20 )",
,Lakhimpur,10562,10684,815,22061,"( Nowboicha | 22061 ), 
( Narayanpur | 0 )",,29.00,"( Nowboicha | 0.00 ), ( 
Narayanpur | 29.00 )",
,Nagaon,0,0,0,0,"( Raha | 0 ), ( Kampur | 
0 )",,1432.85,"( Raha | 1367.85 ), ( 
Kampur | 65.00 )",
,Nalbari,111,101,40,252,"( Barbhag | 0 ), ( 
Ghograpar | 0 ), ( 
Nalbari | 0 ), ( 
Banekuchi | 96 ), ( 
Tihu | 156 )",,192.30,"( Barbhag | 34.80 ), ( 
Ghograpar | 66.50 ), ( 
Nalbari | 0.00 ), ( 
Banekuchi | 33.00 ), ( 
Tihu | 58.00 )",
,Sonitpur,68,58,42,168,"( Dhekiajuli | 65 ), ( 
Chariduar | 103 ), ( 
Tezpur | 0 )",,11.10,"( Dhekiajuli | 0.00 ), ( 
Chariduar | 0.00 ), ( 
Tezpur | 11.10 )",
,Tamulpur,180,106,123,409,"( Tamulpur | 409 ), ( 
Goreswar | 0 )",,25.00,"( Tamulpur | 25.00 ), ( 
Goreswar | 0.00 )",
,Udalguri,311,250,92,653,"( Harisinga | 267 ), ( 
Kalaigaon | 386 )",,69.80,"( Harisinga | 0.00 ), ( 
Kalaigaon | 69.80 )",
