0,1,2,3,4,5,6,7,8,9,10,11
,,,"(Long - 90.529734, Lat - 26.485835, Dept - PWD (Roads)),  
Kukurmari sutarpara road near APDCL | Kukurmari | Side shoulder eroded at Ch. 3km. as per 
report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.544963, Lat - 
26.480408, Dept - PWD (Roads)),  
Road from NH-31C Popragaon to Korebari | Popragaon | Hard crust including edge restrain 
nad ICBP damage and washed away at (1) at Ch. 300.00m to 310.00m (2) at Ch. 500.00m to 
515.00m. as per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 
90.610795, Lat - 26.489820, Dept - PWD (Roads)),  
Bakhalgaon Dakuapara Road | Dakuapara | Approach of RCC Br No: 3/1 and shoulder 
damaged.as per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 
90.626749, Lat - 26.408947, Dept - PWD (Roads)),  
Kashidoba Kakoijana Road to Betbari Road | Kashidoba | Approach of RCC Br. No : 1/1. as 
per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.564130, Lat - 
26.425232, Dept - PWD (Roads)),  
Sipansila Kahipara Road | Sipansila | Approach of RCC Br No: 1/1 & Embankment damaged. 
as per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.620900, Lat - 
26.412820, Dept - PWD (Roads)),  
Siponsila To Kahibari Road | Kahibari | Shoulder & core eroded and washed away at Ch. 
1100.00m & 1300.00m. as per report received from PWRD, Bongaigaon dated-05.07.2023 | 
(Long - 90.619555, Lat - 26.424966, Dept - PWD (Roads)),  
Siponsila To Kathaguri pt-3. | Kathaguri | shoulder damaged at Ch. 5450.00m to 5550.0m.as 
per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.622103, Lat - 
26.426862, Dept - PWD (Roads)),  
Mulagaon Chengmari Road | Mulagaon | shoulder damaged at 2500.00m. as per report 
received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.508600, Lat - 26.434300, 
Dept - PWD (Roads)),  
Bholaguri to SH-2 via Dosimapara via Mulagaon Road | Dosimapara | shoulder damaged.as 
per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.521285, Lat - 
26.457652, Dept - PWD (Roads)),  
Boitamari - Jogighopa Oudubi Salbari Road | Jogighopa | Land slide & Shoulder damage at 
Ch 16th km. as per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 
90.486984, Lat - 26.296527, Dept - PWD (Roads)),  
Jogighopa Oudubi Salbari Road | Oudubi | Shoulder and Geo bag damaged at Ch. 15th km.as 
per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.485003, Lat - 
26.290147, Dept - PWD (Roads)),  
Kabaitary to Kabaitary VI | Kabaitary | hard crust and shoulder damaged at Ch. 400.00m. as 
per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.564405, Lat - 
26.263090, Dept - PWD (Roads)),  
Kabaitary to Kabaitary VI | Kabaitary | hard crust and shoulder damaged at Ch. 100.00m . as 
per report received from PWRD, Bongaigaon dated-05.07.2023 | (Long - 90.565692, Lat - 
26.263246, Dept - PWD (Roads)),  
Manikpur - Patiladoha Dhupuri Road | Dhupuri | Road surface damaged at 
Ch.50.00m,400.00m&850.00m. as per report received from PWRD Bongaigaon, Dated- 
05.07.2023 | (Long - 90.800739, Lat - 26.489743, Dept - PWD (Roads)),  
Dangaigaon Kirtanpara road | Kirtanpara | Hard crust and shoulder damaged at Ch.2nd Km. as 
per report received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.742132, Lat - 
26.436118, Dept - PWD (Roads)),  
Manikpur Chakihali Road | Manikpur | Approach of RCC Br No: 3/1, 4/1, & 5/1. as per report 
received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.822465, Lat - 26.443540, 
Dept - PWD (Roads)),  
Manikpur Nowagaon to Takabari Road | Nowagaon | Approach of RCC Br No: 2/1 and 
shoulder damaged at Ch. 2nd km and 3rd Km. as per report received from PWRD Bongaigaon, 
Dated- 05.07.2023 | (Long - 90.839409, Lat - 26.437932, Dept - PWD (Roads)),  
T-4 Abadi Road | Abadi | Approach damage of RCC No 1/1 .as per report received from 
PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.843080, Lat - 26.430090, Dept - PWD 
(Roads)),  
Sidalsuti Gerukabari Road | Sidalsuti | Road surface damaged at 1st and 2nd Km . as per report 
received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.692859, Lat - 26.457636, 
Dept - PWD (Roads)),  
Manash Ghat to Sakihali Road | Sakihali | Hard Crust and shoulder damaged damaged at 1st 
Km, 2nd Km, 3rd Km & 4th Km.as per report received from PWRD Bongaigaon, Dated- 
05.07.2023 | (Long - 90.755595, Lat - 26.461597, Dept - PWD (Roads)),  
Gerukabari Kirtanpara Road | Kirtanpara | Hard Crust, water logging & surface logging 
damaged at Ch at 2nd Km. as per report received from PWRD Bongaigaon, Dated- 05.07.2023 
| (Long - 90.698775, Lat - 26.463197, Dept - PWD (Roads)),  
Gerukabari Kirtanpara Road | Gerukabari | Hard Crust, shoulder damaged at Ch. 4th Km.as per 
report received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.708918, Lat - 
26.453824, Dept - PWD (Roads)),  
Dangaigaon Kirtanpara Road | Dangaigaon | Hard Crust, shoulder damaged at Ch. 2nd Km.as",,,,,,,,
,,,"per report received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.792132, Lat - 
26.436118, Dept - PWD (Roads)),  
Manikpur Sakihali Road | Manikpur | RCC Br No: 4/1, 4/2 & 5/1 approach damaged. as per 
report received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.826871, Lat - 
26.434161, Dept - PWD (Roads)),  
Gorimari Kawatika Road | Gorimari | shoulder damaged at 1st and 2nd Km.as per report 
received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.673449, Lat - 26.481138, 
Dept - PWD (Roads)),  
Monakosha Kawatika Road | Monakosha | shoulder damaged at 1st and 2nd Km.as per report 
received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long - 90.686945, Lat - 26.483188, 
Dept - PWD (Roads)),  
Bhandara Pt-I to Bhandara Pt-V PMGSY Road. | Bhandara | shoulder and Hard crust damaged 
at 1st and 2nd Km.as per report received from PWRD Bongaigaon, Dated- 05.07.2023 | (Long 
- 90.793627, Lat - 26.466382, Dept - PWD (Roads)),  
Srijangram - NH -31 to Thakuranipara MPNA road | Thakuranipara | Shoulder and slope & 
hard crust of Bridge approach damage at Ch.55.00m. as per report received from PWRD, 
Bongaigaon dated- 05.07.2023 | (Long - 90.652625, Lat - 26.417518, Dept - PWD (Roads)),  
Roha Chakla Kokila Road ( Kokila to Guinalguri Road ) | Chakla | RCC Br No: 10/1 approach 
eroded at Ch. 10Km. road embankment damaged.as per report received from PWRD, 
Bongaigaon dated- 05.07.2023 | (Long - 90.840543, Lat - 26.356656, Dept - PWD (Roads)),  
Nowagaon Rangapani Road | Nowagaon | Road Shoulder eroded at Ch. 1st, 2nd and 3rd Km. 
as per report received from PWRD, Bongaigaon dated- 05.07.2023 | (Long - 90.820043, Lat - 
26.395041, Dept - PWD (Roads)),  
Chakla Kirtanpara Road. | Chakla | RCC Br No: 6/1, 7/1, aprroaches and at Road embankment 
at Ch. 6th and 7th Km.as per report received from PWRD, Bongaigaon dated- 05.07.2023 | 
(Long - 90.778711, Lat - 26.382539, Dept - PWD (Roads)),  
Lotibari Barajana Road | Lotibari | Hard Crust and shoulder damaged at Ch. 3rd, 4th and 5th 
Km.as per report received from PWRD, Bongaigaon dated- 05.07.2023 | (Long - 90.668048, 
Lat - 26.274030, Dept - PWD (Roads)),  
Lotibari Daspara Road | Daspara | shoulder damaged at 1st Km. as per report received from 
PWRD, Bongaigaon dated- 05.07.2023 | (Long - 90.679860, Lat - 26.283520, Dept - PWD 
(Roads)),  
Abhayapuri College to Batabari Road | Abhayapuri | Approach of SPT Br. No 1/1. as per 
report received from PWRD, Bongaigaon dated- 05.07.2023 | (Long - 90.658560, Lat - 
26.333220, Dept - PWD (Roads)),  
Barjana I to Barjana III | Barjana | Shoulder damaged at Ch. 0.00m to 480.00m. as per report 
received from PWRD, Bongaigaon dated- 05.07.2023 | (Long - 90.657850, Lat - 26.358330, 
Dept - PWD (Roads)),  
Dangtol - Dhaligaon Chunga pota Road | Dhaligaon | Face wall of drain and shoulder of road 
eroded at Ch. 400.00m. as per report received from PWRD, Bongaigaon dated-05.07.2023 | 
(Long - 90.513174, Lat - 26.485866, Dept - PWD (Roads)),  
Chungapota Barpathar Road | Chungapota | Carriage way depressed and unworthy for traffic at 
Ch. 3km near Dhaligaon GP Office.as per report received from PWRD, Bongaigaon dated-
05.07.2023 | (Long - 90.504668, Lat - 26.496870, Dept - PWD (Roads))",,,,,,,,
,Goalpara,3,"Matia - Nepalikhuti to Krishnai Road | Near Sardarpara | Approaches are damaged and sub 
sided of RCC Bridge No. 11/1 as reported by PWRD, Dudhnoi & Goalpara East Territorial 
Road Division, Goalpara on 05/07/2023 | (Long - 90.676979, Lat - 26.046764, Dept - PWD 
(Roads)),  
Balijana - KARBALA GOVINDAPUR ROAD | KARBALA GOVINDAPUR ROAD | As per 
reported by PWDRD, Dudhnoi & Goalpara East Territorial Road Division, Goalpara on 
05/07/2023 via WhatsApp Group (Balijana Circle Task Force) Name of the Road: Karbala 
Govindapur Road Nature of damage: Carriage way and side berm damaged causing huge holes 
at Ch 1700.00 m and side berm heavily eroded at chainage 500.00 m to 750.00 m, Ch 900.00 m 
to 1100.00 m , Ch 1130.00 m to 1250.00 m , Ch 1300.00 m to 1500.00 m and Ch 2050.00 m to 
2300.00 m | (Long - 90.597441, Lat - 26.168231, Dept - PWD (Roads)),  
MESELKHOWA HATIGAON ROAD | MESELKHOWA HATIGAON | As per reported by 
PWDRD, Dudhnoi & Goalpara East Territorial Road Division, Goalpara on 05/07/2023 via 
WhatsApp Group (Balijana Circle Task Force) Name of the road: Meselkhowa Hatigaon Road 
Nature of Damage: Approaches are damaged and subsided of RCC Bridge No.1/1, 1/2, and 6/1 
on 1/1, Latitude: 25.9710977 Longitude: 90.5655099 on 1/2 , Latitude: 25.9719402 Longitude: 
90.5632729 on 6/1, Latitude: 25.9834736 Longitude: 90.5215622 | (Long - 90.565510, Lat - 
25.971098, Dept - PWD (Roads))",,,,,,,,
,Nalbari,1,"Nalbari - Kendukuchi road near LP School | Kendukuchi | as per the report received from LM 
and local people on 04/07/2023, this road is affected due to flood on Dated: 24/06/2023. 
However no damage report received from PWD, road department till now for this particular 
road | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,,
,Total,49,,,,,,,,,
"Infrastructure 
Damaged -","District/Sub-
division*",Number,Details,,,,,,,,
Bridge,"Manikpur - Patiladaha Kawadi to Sonalikhola Road | Patiladaha | Spt. Br No 1/1 damaged. as 
Bongaigaon 
1 
per reporet received from PWRD, Bongaigaon dated- 05.07.2023 | (Long - 90.771368, Lat - 
26.523520, Dept - PWD (Roads))",,,,,,,,,,
,"Total 
 
1",,,,,,,,,,
"Infrastructure 
Damaged - 
Wildlife",Nil,,,,,,,,,,
"Infrastructure 
Damaged - 
Others","District/Sub-
division*",Other Details,,,,,,,,,
,Bongaigaon,"Bongaigaon - Culvert Approach Road Damaged | Approach road of Nakkati Hill. HP Culvert damaged at 
Ch. 1700.00m. Long-90.52581, Lat-26.393261. as per report received from PWRD, Bongaigaon dated-
05.07.2023 ,  
Culvert Approach Road Damaged | Rachigaon to Chengmari Road. HP Culvert damaged at Ch. 
1890.00m.Latitude : 26.3788, Longitude : 90.485986. as per report received from PWRD, Bongaigaon 
dated-05.07.2023 ,  
Boitamari - Culvert Approach Road Damaged | Jogighopa Oudubi Salbari Road. HP Culvert damaged at 
Ch. 14500.00m. Latitude : 26.28896 Longitude : 90.485027 as per report received from PWRD, 
Bongaigaon dated- 05.07.2023",,,,,,,,,
,Dibrugarh,"Chabua - Protection Bundh Damaged | As per information received from WRD Flood damage observed in 
the ongoing protection work at Pukhurijan village as on 04.07.2023. Reach length-80 mtrs. Gps-27 
33'30.81"" N/95 11'57.35"" E to 27 33'30.55"" N/95 11'54.76"" E",,,,,,,,,
,Goalpara,"Lakhipur - Power Dept. Conductors | As per report of APDCL Lakhipur ESD, LT conductor snapping 1 
KM and HT conductor snapping 4 KM at Haldibari has been damaged on 04.07.2023 and information 
received on 05.07.2023,  
Power Dept. Poles | As per report of APDCL Lakhipur ESD, 10 nos HT Pole and 2 nos LT Pole at 
Haldibari has been damaged due to overflow and side erosion of river Ghagua on 04.07.2023 and 
information received on 05.07.2023",,,,,,,,,
,Kamrup,"North Ghy - Anganwadi Centres Affected | Bonmaja AWC was affected due to the flood waters on 
04/07/2023 in village Bonmaja of Sila Sinduri Ghopa Mouza as per report received from CDPO, Bezera 
ICDS.",,,,,,,,,
,"Karbi 
Anglong","Silonijan - Road Breaches | Due to heavy rain and increased of River water level of Diffollo River, Malasi 
road at Kosor Rongpi Village has been eroded .Length of eroded 60 m under DRDA, Karbi Anglong( 
Rongmonve Dev. Block) under Silonijan Rev. Circle. GPS coordinated Lat : 26.5867140 Long 93.569947 
0 dated 4th June, 2023",,,,,,,,,
,Lakhimpur,"Dhakuakhana - Bridge Approach Road Damaged | RCC Bridge no. 1/1 on Thekeraguri to Khajua Nepali 
road is damaged due to incessant rain and raising water level on 04/07/2023. Report submitted by 
Dhakuakhana Territorial Road Division, Ghilamara.",,,,,,,,,
Erosion,"District/Sub-
division*",Details,,,,,,,,,
,Baksa,"Barama - 1. Dolbari 2. Saukuchi 3. Agchia 4. Niz Juluki | 1. Erosion occurred on riverine L/B of Mora 
Pagladia river at village Dolbari (Gaibari supa) at a stretch of 400 m approx on 04/07/23. Lat: 26.582945 
Lon: 91.391315 2. Erosion occurred on R/B of Mora Pagladia river at village Saukuchi (Muslim supa) at a 
stretch of 500 m approx. on 29/06/23. Lat: 26.585368 Lon: 91. 389909 3. Severe erosion at village Agchia 
on L/B of river Morapagladia at stretch of 800 m approx. Occurred on 26/06/2023. Lat: 26.596657 Lon: 
91.400852 4. Erosion occurred on L/B of Mora Pagladia river at village Niz Juluki near Circle Office, 
Barama at a stretch of 150 m approx. on 02/07/23. Lat: 26.521221 Lon: 91. 351969 | 0 | (Long - 
91.391315, Lat - 26.582945)",,,,,,,,,
,Barpeta,"Kalgachia - Kaurjahi | Ongoing erosion of river Beki at Kaurjahi Village (As per report of concern LM, 1 
no. of house viz., Hunufa Khatun, D/o Lt. Abul Hussen, area-00B-01K-05L, shifted her house to another 
place) reported by LM on 04.07.2023 | 0 | (Long - 90.895260, Lat - 26.373795)",,,,,,,,,
,Chirang,"Bijni - Amguri village, Sisubari village | As reported by EE, Chirang Water Resource Division, Kajalgaon, 
bank erosion on R/B of river khanamakra at Amguri village. Length=150.00 mtr, Breadth=3.00 mtr, 
Depth=2.00 mtr. Latitude=26.641725 Longitude=90.568855. Date of Occurrence=04-07-2023. As reported 
by EE, Chirang Water Resource Division, Kajalgaon, bank erosion on R/B of river khanamakra at Sisubari 
village. Length=550.00 mtr, Breadth=5.50 mtr, Depth=2.00 mtr. Latitude=26.692927 
Longitude=90.591724. Date of Occurrence=04-07-2023. | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,
,Dibrugarh,"Tingkhong - 4 no.Sopatoli village | As reported by WRD on 04 /07/2023 erosion has caused by river 
Disang at 4 no. Sopatoli village of approx. Length 200m. | 0 | (Long - 95.164779, Lat - 27.136724)",,,,,,,,,
,Majuli,"Majuli - Kartik Chapori NC | Erosion occured on 5th July and one family has been shifted to a nearby safe 
place. Approximately 2 katha of land area have been eroded. | 2 | (Long - 94.164901, Lat - 26.841096)",,,,,,,,,
,Nalbari,"Banekuchi - Barkhetri Banekuchi in Burhadia river | Eroded On 26/06/2023 in Burhadia River at 
Barkhetri Banekuchi and report received from Gaon Pradhan on 04/07/2023 | 20 | (Long - 0.000000, Lat - 
0.000000)",,,,,,,,,
,Sonitpur,"Dhekiajuli - Rangagarah | Erosion Report received from concern LM of Rangagarah Gaoan on 04-07-
2023. As per LM report No people has not been affected till now. | 0 | (Long - 92.543500, Lat - 26.678390)",,,,,,,,,
,Tamulpur,"Tamulpur - Kachubari | As pef the report received on 05/07/2023 from Tamulpur division Irrigation, 
erosion on the left bank of River Laldong at Village Kachubari from ch..50.00m to ch.230.00m and from 
ch. 400.00m to ch.580.00m | 0 | (Long - 91.610010, Lat - 26.633163)",,,,,,,,,
