0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 21-06-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 21-06-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,"Beki (Road Bridge), Pagladiya (Nt Road Crossing), Puthimari (Nh Road Crossing)",,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,Name of Urban Flood Districts/Sub-divisions*,,,,,
,20,"Bajali, Baksa, Barpeta, Biswanath, 
Chirang, Darrang, Dhemaji, Dhubri, 
Dibrugarh, Golaghat, Hojai, Kamrup, 
Kokrajhar, Lakhimpur, Nagaon, Nalbari, 
Sonitpur, Tamulpur, Udalguri",,,"Bajali, Darrang, Kamrup (M), Kokrajhar, Nalbari",,,,,
"No. Of 
Revenue 
Circles 
Affected",45,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,
,Baksa,4,"Baska, Barama, Baganpara, Jalah",,,,,,,
,Barpeta,1,Barpeta,,,,,,,
,Biswanath,2,"Halem, Gohpur",,,,,,,
,Chirang,1,Bijni,,,,,,,
,Darrang,4,"Sipajhar, Patharighat, Mangaldoi, Dalgaon",,,,,,,
,Dhemaji,2,"Dhemaji, Sissiborgaon",,,,,,,
,Dhubri,2,"Chapar, Agamoni",,,,,,,
,Dibrugarh,3,"Moran, Dibrugarh West, Chabua",,,,,,,
,Golaghat,1,Bokakhat,,,,,,,
,Hojai,2,"Doboka, Hojai",,,,,,,
,Kamrup,1,Hajo,,,,,,,
,Kamrup (M),2,"Dispur, Guwahati",,,,,,,
,Kokrajhar,4,"Gossaigaon, Bhawraguri, Dotma, Kokrajhar",,,,,,,
,Lakhimpur,2,"Bihpuria, Nowboicha",,,,,,,
,Nagaon,2,"Kampur, Raha",,,,,,,
,Nalbari,6,"Paschim Nalbari, Banekuchi, Nalbari, Tihu, Ghograpar, Barbhag",,,,,,,
,Sonitpur,1,Dhekiajuli,,,,,,,
,Tamulpur,2,"Goreswar, Tamulpur",,,,,,,
,Udalguri,1,Mazbat,,,,,,,
,Total,45,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Bajali,42,"( Sarupeta | 32 ), ( Bajali | 10 )",,,,,,,
,Baksa,63,"( Baska | 17 ), ( Barama | 11 ), ( Baganpara | 17 ), ( Jalah | 18 )",,,,,,,
,Barpeta,2,( Barpeta | 2 ),,,,,,,
,Biswanath,37,"( Halem | 18 ), ( Gohpur | 19 )",,,,,,,
,Chirang,31,( Bijni | 31 ),,,,,,,
,Darrang,187,"( Sipajhar | 74 ), ( Patharighat | 22 ), ( Mangaldoi | 75 ), ( Dalgaon | 16 )",,,,,,,
,Dhemaji,3,"( Dhemaji | 2 ), ( Sissiborgaon | 1 )",,,,,,,
,Dhubri,17,"( Chapar | 3 ), ( Agamoni | 14 )",,,,,,,
,Dibrugarh,8,"( Moran | 1 ), ( Dibrugarh West | 6 ), ( Chabua | 1 )",,,,,,,
,Golaghat,17,( Bokakhat | 17 ),,,,,,,
,Hojai,11,"( Doboka | 6 ), ( Hojai | 5 )",,,,,,,
,Kamrup,24,( Hajo | 24 ),,,,,,,
,Kokrajhar,145,"( Gossaigaon | 29 ), ( Bhawraguri | 25 ), ( Dotma | 90 ), ( Kokrajhar | 1 )",,,,,,,
,Lakhimpur,14,"( Bihpuria | 1 ), ( Nowboicha | 13 )",,,,,,,
,Nagaon,27,"( Kampur | 10 ), ( Raha | 17 )",,,,,,,
,Nalbari,108,"( Paschim Nalbari | 5 ), ( Banekuchi | 3 ), ( Nalbari | 11 ), ( Tihu | 16 ), ( Ghograpar | 40 ), ( Barbhag 
| 33 )",,,,,,,
,Sonitpur,1,( Dhekiajuli | 1 ),,,,,,,
,Tamulpur,42,"( Goreswar | 17 ), ( Tamulpur | 25 )",,,,,,,
,Udalguri,1,( Mazbat | 1 ),,,,,,,
,Total,780,,,,,,,,
