0,1,2,3,4,5,6,7,8,9,10
Assam Daily Flood Report as on 14-07-2023 at 4:00 PM,,,,,,,,,,
Particulars,Situation as on 14-07-2023 (in last 24 hours),,,,,,,,,
"Rivers 
flowing 
above 
Danger 
Level (as 
per CWC 
bulletin 
issued at 8 
AM)",Rivers flowing above danger level,,,"Beki (Road Bridge), Burhidihing (Chenimari(Khowang)), Brahmaputra (Dhubri; Tezpur; 
Neamatighat), Sankosh (Golokganj)",,,,,,
,"Rivers flowing above highest 
flood level",,,Nil,,,,,,
"District/Sub
-division 
Affected","No. of 
Districts/Su
b-divisions* 
Affected","Name of Flood Affected Districts/Sub-
divisions*",,,Name of Urban Flood Districts/Sub-divisions*,,,,,
,17,"Baksa, Biswanath, Bongaigaon, Chirang, 
Dhemaji, Dhubri, Dibrugarh, Golaghat, 
Jorhat, Kokrajhar, Lakhimpur, Majuli, 
Nagaon, Nalbari, Sivasagar, Tamulpur, 
Tinsukia",,,,,,,,
"No. Of 
Revenue 
Circles 
Affected",37,,,,,,,,,
"Name Of 
Revenue 
Circles 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Baksa,1,Jalah,,,,,,,
,Biswanath,2,"Gohpur, Halem",,,,,,,
,Bongaigaon,2,"Srijangram, Manikpur",,,,,,,
,Chirang,3,"Bijni, Bengtal, Sidli",,,,,,,
,Dhemaji,3,"Sissiborgaon, Dhemaji, Jonai",,,,,,,
,Dhubri,1,Agamoni,,,,,,,
,Dibrugarh,6,"Moran, Chabua, Naharkatia, Dibrugarh East, Tengakhat, Dibrugarh West",,,,,,,
,Golaghat,3,"Khumtai, Bokakhat, Dergaon",,,,,,,
,Jorhat,2,"Jorhat East, Jorhat West",,,,,,,
,Kokrajhar,3,"Gossaigaon, Bhawraguri, Dotma",,,,,,,
,Lakhimpur,4,"Narayanpur, Bihpuria, Kadam, Nowboicha",,,,,,,
,Majuli,2,"Majuli, Ujani Majuli",,,,,,,
,Nagaon,1,Samaguri,,,,,,,
,Nalbari,1,Tihu,,,,,,,
,Sivasagar,1,Sivsagar,,,,,,,
,Tamulpur,1,Tamulpur,,,,,,,
,Tinsukia,1,Sadiya,,,,,,,
,Total,37,,,,,,,,
"Villages 
Affected","District/Sub
-division*",Total,Revenue Circle,,,,,,,
,Baksa,5,( Jalah | 5 ),,,,,,,
,Biswanath,33,"( Gohpur | 10 ), ( Halem | 23 )",,,,,,,
,Bongaigaon,20,( Srijangram | 20 ),,,,,,,
,Chirang,49,"( Bijni | 33 ), ( Bengtal | 10 ), ( Sidli | 6 )",,,,,,,
,Dhemaji,57,"( Sissiborgaon | 20 ), ( Dhemaji | 2 ), ( Jonai | 35 )",,,,,,,
,Dhubri,4,( Agamoni | 4 ),,,,,,,
,Dibrugarh,19,"( Moran | 3 ), ( Chabua | 6 ), ( Naharkatia | 1 ), ( Dibrugarh East | 3 ), ( Tengakhat | 1 ), ( Dibrugarh 
West | 5 )",,,,,,,
,Golaghat,25,"( Khumtai | 3 ), ( Bokakhat | 17 ), ( Dergaon | 5 )",,,,,,,
,Jorhat,11,"( Jorhat East | 9 ), ( Jorhat West | 2 )",,,,,,,
,Kokrajhar,5,"( Gossaigaon | 3 ), ( Bhawraguri | 1 ), ( Dotma | 1 )",,,,,,,
,Lakhimpur,30,"( Narayanpur | 19 ), ( Bihpuria | 6 ), ( Kadam | 5 )",,,,,,,
,Majuli,38,"( Majuli | 33 ), ( Ujani Majuli | 5 )",,,,,,,
,Nagaon,2,( Samaguri | 2 ),,,,,,,
,Nalbari,1,( Tihu | 1 ),,,,,,,
,Sivasagar,16,( Sivsagar | 16 ),,,,,,,
,Tamulpur,1,( Tamulpur | 1 ),,,,,,,
,Tinsukia,1,( Sadiya | 1 ),,,,,,,
,Total,317,,,,,,,,
"Population 
And Crop 
Area 
Affected","District/Sub
-division*",Male,"Femal
e","Childre
n","Total 
Populatio
n",Population Details,,"Crop 
Area ( in 
Hect. )",Crop Area Details,
,Baksa,604,583,88,1275,( Jalah | 1275 ),,100.00,( Jalah | 100.00 ),
,Biswanath,21,24,20,65,"( Gohpur | 0 ), ( Halem 
| 65 )",,257.00,"( Gohpur | 67.00 ), ( 
Halem | 190.00 )",
,Bongaigaon,0,0,0,0,"( Manikpur | 0 ), ( 
Srijangram | 0 )",,133.00,"( Manikpur | 0.00 ), ( 
Srijangram | 133.00 )",
,Chirang,3308,3104,3061,9473,"( Bijni | 4833 ), ( 
Bengtal | 3733 ), ( Sidli 
| 907 )",,646.49,"( Bijni | 646.49 ), ( 
Bengtal | 0.00 ), ( Sidli 
| 0.00 )",
,Dhemaji,6234,5855,2472,14561,"( Sissiborgaon | 8901 ), 
( Dhemaji | 993 ), ( 
Jonai | 4667 )",,660.25,"( Sissiborgaon | 445.00 
), ( Dhemaji | 13.00 ), ( 
Jonai | 202.25 )",
,Dhubri,1524,1248,564,3336,( Agamoni | 3336 ),,60.00,( Agamoni | 60.00 ),
,Dibrugarh,4322,3566,2674,10562,"( Moran | 1100 ), ( 
Chabua | 5227 ), ( 
Dibrugarh East | 3104 
), ( Naharkatia | 0 ), ( 
Tengakhat | 6 ), ( 
Dibrugarh West | 1125 
)",,130.00,"( Moran | 24.00 ), ( 
Chabua | 96.00 ), ( 
Dibrugarh East | 0.00 ), 
( Naharkatia | 10.00 ), ( 
Tengakhat | 0.00 ), ( 
Dibrugarh West | 0.00 )",
