0,1,2,3,4,5,6,7,8,9,10
,,,"report receieved from AEE, PWRD Bokakhat, today e.i. 11.07.23, damaged communication 
infrastructures due to heavy intermittent rainfall from 13.06.2023 to till date. | (Long - 0.000000, 
Lat - 0.000000, Dept - PWD (Roads)),  
2.Road from Anandapur to Kailakhat, L=1.95km | Bokakhat | As per report receieved from AEE, 
PWRD Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to heavy 
intermittent rainfall from 13.06.2023 to till date | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
3. Road from NH- 37 to Nepalikhuti, L=5.40km | Bokakhat | As per report receieved from AEE, 
PWRD Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to heavy 
intermittent rainfall from 13.06.2023 to till date | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
4.Road from Ruhita to Kemeri, L=4.30Km | Bokakhat | As per report receieved from AEE, PWRD 
Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to heavy intermittent 
rainfall from 13.06.2023 to till date | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
5. Road from Nikori to Sambhuram Miri path, L=4.00km | Bokakhat | As per report receieved from 
AEE, PWRD Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to heavy 
intermittent rainfall from 13.06.2023 to till date | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
6. Road from NH-37 to Gosanibor, L=3.50Km | Bokakhat | As per report receieved from AEE, 
PWRD Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to heavy 
intermittent rainfall from 13.06.2023 to till date | (Long - 0.000000, Lat - 0.000000, Dept - PWD 
(Roads)),  
7. Bilotia to Bonkowal Road, L=3.00Km | Bokakhat | As per report receieved from AEE, PWRD 
Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to heavy intermittent 
rainfall from 13.06.2023 to till date | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Total,8,,,,,,,,
"Infrastructure 
Damaged - 
Bridge","District/Su
b-division*","Numbe
r",Details,,,,,,,
,Golaghat,2,"Bokakhat - Kamalamiri Ali, L=6.00km ( RCC Br. No.2/1) | Bokakhat | As per report receieved 
from AEE, PWRD Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to 
heavy intermittent rainfall from 13.06.2023 to till date. Clearing the Hyacinth below the RCC 
Bridge over river Gelabil | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  
Rangagora Ali, L=3.23Km ( RCC Br. No.3/1) | Bokakhat | As per report receieved from AEE, 
PWRD Bokakhat, today e.i. 11.07.23, damaged communication infrastructures due to heavy 
intermittent rainfall from 13.06.2023 to till date. Clearing the Hyacinth below the RCC Bridge over 
river Gelabil | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",,,,,,,
,Total,2,,,,,,,,
"Infrastructure 
Damaged - 
Wildlife",Nil,,,,,,,,,
"Infrastructure 
Damaged - 
Others","District/Su
b-division*",Other Details,,,,,,,,
,Biswanath,"Halem - Culvert Damaged | Cross Drainage Works -Karibil Kachari to Boroi TE Road from Ch.0.00 m to 
2000.00 m, (A construction ongoing work under MMPPNA for the year 2022-23 Gohpur LAC.) 
(Pkg.No.MMPPNA_22_23_162)Double row Hume Pipe Culvert at Ch. 800.00m, which was under 
construction, has been damaged by flood water of Karibil Suti and rain water from surrounding catchment 
areas . The cushioning top layer materials and approaches have been washed away by the flood water. 
Lat.26.917842 Long.-93.441498. Reported by PWRD, damaged on 10/07/2023.,  
Power Dept. Poles | In Buroighat 4 nos. Of 11KV (8.5M long) pole & electric line along with materials are 
damaged due to flood reported on 7/7/23 by APDCL, Gohpur",,,,,,,,
,Lakhimpur,"Bihpuria - Culvert Approach Road Damaged | Due to erosion of approach of RCC Culvert no. 1/1 on 
Harmutty Petition road at Ch. 800.00 occurred due to flood water of Bogoli river and has damaged hard crust. 
Immediate restoration works started as reported by AEE, PWRD, Nowboicha TRSD on 11/07/2023,  
Nowboicha - Power Dept. Conductors | Approx 14.85 KM conductor damaged due to Flood on 08.07.2023 to 
10.07.2023. As reported by JE, APDCL, Nowboicha Sub- Division on 11.07.2023,  
Power Dept. Poles | Approx 17 Nos. Of poles ( PSC pole 7.5- 7 Nos, PSC Pole 8.5- 10 Nos.) Damaged due to 
Flood on 08.07.2023 to 10.07.2023. As reported by JE, APDCL, Nowboicha Sub- Division on 11.07.2023",,,,,,,,
Erosion,"District/Su
b-division*",Details,,,,,,,,
,Biswanath,"Gohpur - Kakila Dubia River | Due to sharp current of flood water 2/3 of river side slope eroded up to crest 
level for a reach length of 50.00 m on 10/07/23 | 0 | (Long - 93.689769, Lat - 26.921851)",,,,,,,,
,Charaideo,"Mahmora - Banamali | Damage observed at Banamali Gaon length 250m, Desang right Bank, dated 11 july 
2023. | 0 | (Long - 94.957627, Lat - 27.065273)",,,,,,,,
,Dhubri,"Athani - Kaunbari | Erosion occurred at village Kawnbari under Rangamati Mouza by River Tipkai from dated 
23/06/2023 to till date. As per the field verification report submitted on dated 09-07-2023 by Concerned LR 
staff it has been found that 3B-2K-10L of Land has already been eroded. No family has been affected by the 
erosion. | 0 | (Long - 90.083655, Lat - 26.146681)",,,,,,,,
,Jorhat,Jorhat West - Revenue village : Deka Satra Bhakat. PLace : Sapekhati Spur NO.8 . Date: 11/07/2023 | Due to,,,,,,,,
,,"the rainfall , River Brahmaputra has eroded an area about 700 m at the upstream of Spur No. VIII at Sapekhati 
. | 0 | (Long - 94.124065, Lat - 26.838730)",,,,,,,,
,Kamrup,"Chamaria - Vill-Panikhaity | River bank erosion started at D/S of existing protection works of Sontoli 
panikhaity area reach length is about 50 m .Temporary palliative works like lounching Of Tree branches are 
continuing to stop erosion as per report of AEE, Chhaygaon-Boko WR Sub Division dated on 10/07/2023. | 0 | 
(Long - 91.152624, Lat - 26.157691)",,,,,,,,
,Kokrajhar,"Dotma - NEW BANGALJHORA | DATED-11.07.2023 EROSION OCCURED AT NEW BANGALJHORA 
VILLAGE BY THE RIVER SARALBHANGA APPROX. 100M REPORTED BY LAT MANDAL. Fully 
Kuccha - 4 ; Fully Pukka - 2 ; Partially Kuccha - 2 nos of houses were damahed | 8 | (Long - 0.000000, Lat - 
0.000000)",,,,,,,,
,Sonitpur,"Thelamara - 1. Bura Goruduba 2. Khagarijan 3. Amguri | Date-11/07/2023, As reported by Tezpur Water 
Resource Division, Tezpur on 11/07/2023, 1.Erosion observed at Burha Goruduba (unembankment area) on 
the L/B of river Belsiri Length = 440m, Latitude = 26.641847, Longitude = 92.530689 2. Severe Bank erosion 
is observed at Khagarijan area on the L/Bank of river Belsiri. Length = 400m, Latitude = 26.679082, 
Longitude = 92.533876 3. Severe Bank erosion is observed at Amguri area on the L/Bank of river Belsiri. 
Length = 300m, Latitude = 26.654266, Longitude = 92.528093 | 0 | (Long - 92.528093, Lat - 26.654266)",,,,,,,,
Landslide,Nil,,,,,,,,,
Urban Flood,Nil,,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,
