0,1,2,3,4,5,6,7,8,9,10
,,,"(Roads)),  
Nagon Sarthebari road submerged at many stretches and damaged road shoulder and hard 
crust also RCC bridge Approach damaged at Singra. | Nagon Sarthebari road | as per the 
report received from PWD (Road) on 04-07-2023 | (Long - 91.169794, Lat - 26.335984, Dept 
- PWD (Roads)),  
Belbari Nasatra Road SPT Br No 2/1 approaches damaged. (Lat- 26.352682, Long- 91. 
196753, under Sarthebari Rev. Circle) | Belbari Nasatra Road | as per the report received from 
PWD (Road) on 04-07-2023 | (Long - 91.196753, Lat - 26.352682, Dept - PWD (Roads)),  
Newlarbhitha to Bamundi (bamundi to Fulbari via Kuriharpam) road submerged. Road 
surface heavily damaged. (Lat- 26.378834, Long- 91.181228, under Sarthebari Rev. Cirlce) | 
Newlarbhitha to Bamundi (bamundi to Fulbari via Kuriharpam) road | as per the report 
received from PWD (Road) on 04-07-2023 | (Long - 91.181228, Lat - 26.378834, Dept - 
PWD (Roads)),  
Singra to Bhogchara Road hard crust fully damaged. Road breached at 7 Nos stretches from 
1st KM to 5th KM. (Lat- 26.355595, Long- 91.163943, Under Sarthebari Rev Circle) | Singra 
to Bhogchara Road | as per the report received from PWD (Road) on 04-07-2023 | (Long - 
91.163943, Lat - 26.355595, Dept - PWD (Roads)),  
Bagchara Bazar to kaljahi Josodarpam Road SPT Br No 2/1 approaches damaged (lat- 
26.350523, Long- 91.150801, under Sarthebari Rev. Circle) | Bagchara Bazar to kaljahi 
Josodarpam Road | as per the report received from PWD (Road) on 04-07-2023 | (Long - 
91.150801, Lat - 26.350523, Dept - PWD (Roads)),  
Lochima village road submerged and damaged. | Lochima village road | as per the report 
received from PWD (Road) on 04-07-2023 | (Long - 91.212791, Lat - 26.352396, Dept - 
PWD (Roads)),  
Rangia Nadir Pam Chariali to Bagudi Village SPT Br No 1/1 approaches damaged. (Lat- 
26.344734, long- 91.133673, under Sarthebari Rev. Circle) | Rangia Nadir Pam Chariali to 
Bagudi Village | as per the report received from PWD (Road) on 04-07-2023 | (Long - 
91.133673, Lat - 26.344734, Dept - PWD (Roads)),  
Sarthebari Medical road submerged and damaged the road badly with SPT bridge. | Sarthebari 
Medical road | as per the report received from PWD (Road) on 04-07-2023 | (Long - 
91.224170, Lat - 26.364884, Dept - PWD (Roads))",,,,,,,
,Goalpara,6,"Matia - SH-46 | Near Sainik School, Mornoi | Road submerged with an average depth of 
0.100 m (from Ch 17.00 Km to Ch 17.10 Km) on 23/06/2023. As reported by PWRD, Dudnoi 
& Goalpara East Territorial Road Division, Goalpara on 03/07/2023 | (Long - 90.735243, Lat 
- 26.097447, Dept - PWD (Roads)),  
Junction point of SH-46 and Matia Buduchar Road | Matia | Road submerged with an average 
depth of 0.600 m, hard crust & side berm with a length of 200 m from Ch 0.00 m to Ch 
200.00 m. Dated - 03/07/2023 as reported by PWRD, Dudnoi & Goalpara East Territorial 
Road Division, Goalpara | (Long - 90.786563, Lat - 26.061773, Dept - PWD (Roads)),  
Matia Simlitola Road | Near Simlitola | Approaches eroded and damaged of RCC Bridge No: 
7/1, 10/1 and 11/1. Dated - 04/07/2023 as reported by PWRD, Dudnoi & Goalpara East 
Territorial Road Division, Goalpara | (Long - 90.843775, Lat - 26.073595, Dept - PWD 
(Roads)),  
Balijana - Hudukona to Borduk via Mongrai Road (AS-07-222) | Hudukona to Borduk via 
Mongrai Road | As per information received from PWRD , Dudhnoi & Goalpara East 
Territorial Road Division, Goalpara on 03/07/2023 via Whatsapp on Balijana Circle Task 
Force Group , damage occurred on 23/06/2023, Road name: Hudukona to Borduk via 
Mongrai Road (AS-07-222), Nature of damage: Road submerged with an average depth of 
1.100 m (from Ch.420.00 m to Ch 1250.00 m ) and 0.550 m (from Ch 6910.00 m to Ch 
7290.00 m) | (Long - 90.549830, Lat - 25.951306, Dept - PWD (Roads)),  
Lower Chotipara to Bodapur via Katasibari Road | Lower Chotipara to Bodapur via 
Katasibari Road | As per information received from PWRD , Dudhnoi & Goalpara East 
Territorial Road Division, Goalpara on 03/07/2023 via Whatsapp on Balijana Circle Task 
Force Group , damage occurred on 23/06/2023, Road name: Lower Chotipara to Bodapur via 
Katasibari Road Nature of Damage: Side berm eroded, hard crust damaged, road submerged 
with an average depth of 0.500 m (from Ch 2250.00 m to Ch. 3020.00 m ) | (Long - 
90.580315, Lat - 26.018642, Dept - PWD (Roads)),  
Chandamari to Satboini Pahar PMGSY Road , (Package No: AS-07-182) | Chandamari to 
Satboini Pahar PMGSY Road | As per information received from PWRD , Dudhnoi & 
Goalpara East Territorial Road Division, Goalpara on 03/07/2023 via Whatsapp on Balijana 
Circle Task Force Group , damage occurred on 23/06/2023, Road name: Chandamari to 
Satboini Pahar PMGSY Road , (Package No: AS-07-182) Nature of Damage: Road 
submerged with an average depth of 0.300 m (from Ch 1750.00m to Ch. 2030.00 m ) with a 
length of 280.00 m | (Long - 90.584587, Lat - 26.066472, Dept - PWD (Roads))",,,,,,,
,Total,17,,,,,,,,
"Infrastructure 
Damaged - 
Bridge",Nil,,,,,,,,,
"Infrastructure 
Damaged - 
Wildlife",Nil,,,,,,,,,
"Infrastructure 
Damaged - 
Others","District/Sub-
division*",Other Details,,,,,,,,
,Baksa,"Baganpara - Culvert Approach Road Damaged | Baganpara to Thalukchi road damaged on 22/06/2023 
report received on 04/07/2023.(26.636418,91.499615),  
Bamboo Foot Bridge | Ghoramara to jartaluk bamboo foot br washed away on 22/06/2023 report received 
from concerned authority on 04/07/2023.(26.581532,91.486513),  
Culvert Approach Road Damaged | Banduguri gerua asram road damaged on 22/06/2023 report received 
from concerned authority on 04/07/2023.(26.665698,91.488279)),  
Washed away Culverts | Khatbari khanti supa road rcc culvert washed way on 22/06/2023 report received 
from concerned authority on 04/07/2023.(26.668582,91.486686)),  
Culvert Damaged | Khatbari khanti supa road HPC culvert damaged on 22/06/2023 report received from 
concerned authority on 04/07/2023.(26.668925,91.490018)),  
Culvert Damaged | Baganpara to pakhamara road box cell culvert damaged on dated 22/06/2023 report 
received from concerned authority on 04/07/2023.(26.671255,91.424951))",,,,,,,,
,Chirang,"Bijni - Irrigation Canal/Scheme Damaged | As reported by AEE, Bijni Sub Division (Irrigation), the D/S 
left side afflux bund of Bhawraguri Thaisobeel FIS damaged at from ch. 0 to 20 M at village Ashrabari. 
Length=20.00 mtr, Breadth=3.00 mtr, Depth=6.00 mtr. Latitude= 26.568571 Longitude=90.664911. Date 
of Occurrence=03-07-2023.,  
Bengtal - Culvert Damaged | As reported by Executive Engineer, PWD Chirang (R&B), Kajalgaon, 
Hume Pipe Culvert damaged at village Salbari, @Ch-9.350km on NH-31C Kashikotra to Bengtol via 
Bamungaon road, damage details-Length= 8.5 m, Breadth=4 m, Depth = 3 m. Latitude=26.611685, 
Longitude=90.468422. Date of occurrence= 03/07/2023",,,,,,,,
,Dhemaji,"Gogamukh - Bamboo Foot Bridge | Chutiakari to Milanpur via Gurathali Road; 2 (Two) nos. of Bamboo 
bridges are damaged and the road leading to the Bamboo bridge is also eroded of 100m length. From Ch. 
520.00 m to Ch.800.00 m; Latitude: 27.339233°N Longitude: 94.365806°E, Latitude: 27.340662°N 
Longitude: 94.367131°E, Dated-04-07-2023",,,,,,,,
,Golaghat,"Golaghat - Bridge Approach Road Damaged | Erosion of approach RCC Bridge No.1/1 on link road 
Singphura Torani to Sukanjan due to river Kakodonga on 03.07.2023. Lat 26.3758 Long 94.1249",,,,,,,,
,Kokrajhar,"Bhawraguri - Culvert Damaged | AS REPORTED BY AEE PWD RR, KACHUGAON ON DTD 04-07-
23 DUE TO FLOOD AND INCESSANT HEAVY RAINFALL FROM 15TH JUNE TO TILL TODAY 
HUME PIPE CULVERT (TRIPLE OPENING) NO. 1/1 ON NH 31 C TO ISLAMPUR ROAD HAS 
BEEN DAMAGED AT VILLAGE- (i) ISLAMUR & (ii) CHARAIDEKA LOCATION- AT CH 230.00 
M (LAT- 26.55057 LONG- 90.10323),  
Irrigation Canal/Scheme Damaged | AS REPORTED BY AEE KOKRAJHAR WEST SUB-DIVISION 
(IRRIGATION) RAMFALBIL ON DTD 3/7/23 DUE TO ONGOING FLOOD PATAKATA FIS AT 
VILL PATAKATA AFFLUX BUND & CANAL SYSTEM HAS BEEN DAMAGED (LAT-26.5380, 
26.5351, 26.5350 LONG- 90.0832, 90.0841, 90.0849),  
Irrigation Canal/Scheme Damaged | AS REPORTED BY AEE KOKRAJHAR WEST SUB-DIVISION 
(IRRIGATION) RAMFALBIL ON DTD 3/7/23 DUE TO ONGOING FLOOD BAIRALI 
TABLAIJHORA FIS AT VILL BAIRALI CANAL SYSTEM HAS BEEN DAMAGED (LAT-26.5449, 
26.5450, 26.5484 LONG- 90.0581, 90.0580, 90.0575),  
Irrigation Canal/Scheme Damaged | AS REPORTED BY AEE KOKRAJHAR WEST SUB-DIVISION 
(IRRIGATION) RAMFALBIL ON DTD 3/7/23 DUE TO ONGOING FLOOD MAHAMAYA FIS AT 
VILL NABINAGAR L/BANK, R/BANK GUIDE BUND HAS BEEN DAMAGED (LAT-26.5800 
LONG- 90.0805),  
Dotma - Irrigation Canal/Scheme Damaged | AS REPORTED BY ASSTT. EXE. ENG. KOKRAJHAR 
WEST SUB-DIVISION (IRRIGATION) RAMFALBIL RECEIVED ON 04.07.2023, CANAL SYSTEM 
OF LONGA FIS HAS BEEN DAMAGED ,  
Irrigation Canal/Scheme Damaged | AS REPORTED BY ASSTT. EXE. ENG. KOKRAJHAR WEST 
SUB-DIVISION (IRRIGATION) RAMFALBIL RECEIVED ON 04.07.2023, CANAL SYSTEM OF 
ATHIABARI FIS HAS BEEN DAMAGED,  
Gossaigaon - Culvert Approach Road Damaged | AS REPORTED BY AEE, PWD (RR) KACHUGAON 
SUB-DIVISION DUE TO FLOOD & INCSSANT OF HEAVY RAINFALL ON 15.06.2023 TO 
04.07.2023 DAMAGED APPROACH OF RCC BOX CULVERT NO.1/2 ON DUMBAZAR TO 
MOTHAMBIL ROAD VIA DOLGAON HAS BEEN DAMAGED.",,,,,,,,
,Lakhimpur,"Subansiri - Bridge Approach Road Damaged | As reported by the Dhakuakhana Territorial Road 
Division, Ghilamara the bridge approach road of RCC bridge No. 3/1 on Sonari Chapori to Nayabazar 
Road is damaged on 03/07/2023 (L=20M)",,,,,,,,
,Udalguri,"Harisinga - Irrigation Canal/Scheme Damaged | Due to incessant heavy rainfall for last few days 
embankment damaged and eroded at Dharamjuli khoiragrant village. LAT 26.78 28 LONG91.7128 
Scheme name: DEOSUNGA FIS. On-03-07-2023,  
Irrigation Canal/Scheme Damaged | Due to heavy rainfall last few days Kahibari FIS AFFLUX BUND 
damaged at Banseria village. LAT 36.6775 LONG:91.9139. On-03-07-2023",,,,,,,,
Erosion,"District/Sub-
division*",Details,,,,,,,,
,Barpeta,"Kalgachia - Tarakandi | Ongoing erosion of river Beki at Tarakandi Village (as per report from concern 
LM there are 5 Nos. of houses were shifted their house to another place & 1 no. of School, viz., 
Tarakandi ME School, Tarakandi, GPS: Lat. 26.243604, Long: 90.717474, shifting the school with in 
discussion with the School authority) reported by LM on 03.07.2023 | 0 | (Long - 90.718932, Lat - 
26.244071)",,,,,,,,
,Biswanath,"Gohpur - At No.2 Bikrampur area. | Mild erosion is observed at R/Bank embankment of river Sessa of 
length 30 mtr on 04/07/23 | 0 | (Long - 93.728008, Lat - 26.962652),  
Halem - Tangia | River Chatrang -Bank erosion is occurred at Chatrang L/Bank at Tangla Village 
(Tangia Lakhipur) for a length of 250m on 04.07.2023 . | 0 | (Long - 9334552.000000, Lat - 
2655607.000000),  
Biswanath - 4 No. Kumalia (Forciati) | Active bank erosion at Forciati area in between Ch.4th to 5th km 
of Biswanath Panpur Dyke. Reach Length of erosion 125m. Average bank erosion width 12m (approx) as 
per WRD report on 04.07.2023 | 0 | (Long - 93.123582, Lat - 26.685262)",,,,,,,,
,Bongaigaon,"Manikpur - Nachankuri no 3 | Erosion of around 60 mtr. 6(Six) nos of Kacha hut fully damaged due to 
erosion.date-04.07.2023 | 36 | (Long - 90.663637, Lat - 26.458808),  
Srijangram - Santoshpur pt III | Dated 04/07/2023, Due to the ongoing erosion at Santoshpur Pt III, 2 
no.s of houses has been damaged. | 8 | (Long - 90.733391, Lat - 26.298364)",,,,,,,,
,Chirang,"Sidli - Tirimari | As reported by JE,WRD, Kajalgaon, Bank erosion on L/B of River Champamati at 
Tirimari , Damage details- Length approx- 260m, Breadth Approx- 4.50m , Dept approx- 3.80m Date of 
occurrence- 02-07-2023 | 0 | (Long - 90.401767, Lat - 26.501835)",,,,,,,,
,Dhubri,"Gauripur - Boraibari Pt-IV & Boraibari Pt-V | Erosion is going on (by the river Gaurang) at village 
Boraibari Pt-IV & Boraibari Pt-V As per the field verification w.e.f 30/06/23 to 03/07/23 it is seen that 
till now 1 no of family and 3 nos of shops has been affected (total area = 1Bigha-1Katha-5Lessa) | 8 | 
(Long - 90.041443, Lat - 26.095051)",,,,,,,,
,Dibrugarh,"Tengakhat - Guiakhati Village | As per information recieved from WaterResource Deptt. , Bank erosion 
caused at Sasoni Tingkhong Bund Ph-I on the L/B of river Buridehing in Guiankhati area and Length of 
Damagae-300mts as on 03.07.2023 | 0 | (Long - 95.103971, Lat - 27.325865),  
Naharkatia - Uriamguri (Gor Chuk) | As per report recieved from AEE WR department Dibrugarh West 
as on 03-07-2023 erosion occurred at cultivated land for a length of 400m on L/B of river Buridehing | 0 | 
(Long - 95.188763, Lat - 27.342909)",,,,,,,,
,Kamrup,"Chamaria - Vill-Makeli | As per report AEE Boko Sub division irrigation department As reported 
earlier, flash flood occurred at Makeli FIS under Boko Sub Division (Irrigation). Now after decreasing 
the water level it is observed that the embankment of the FIS has been eroded upto a length of approx 
45m on dated:04/07/2023 | 0 | (Long - 91.174398, Lat - 26.039812),  
Hajo - 1. kothalghopa 2. Notun Dihina | 1. As per report submitted by water resource on 3/07/2023 an 
active erosion was seen on L/B of river pagladia from dusutimukh to adabari of 200m at kothalghopa. lat: 
26.361 long: 91.4706 2. Asper report submitted by water resource on 3/07/2023 an active erosion was 
seen on L/B of bhairatolajan river of 200m around 5a.m. Lat:26.318 long:91.52 | 0 | (Long - 0.000000, 
Lat - 0.000000)",,,,,,,,
Landslide,Nil,,,,,,,,,
Urban Flood,Nil,,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,
