Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL,CE(MM)09/2025,2025_HPSEB_116391_1,Yes,Open Tender,Tender cum Auction,Goods,3.0,No,Yes,Online,No,No,No,1.0,Fee,.pdf,Proof of tender fees,30-Sep-2025 04:00 PM,10-Dec-2025 12:00 PM,01-Oct-2025 11:00 AM,09-Dec-2025 11:00 AM,,,01-Oct-2025 11:00 AM,09-Dec-2025 11:00 AM,04-Feb-2026 12:00 PM,"28,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum No.-VI,Date,,1.0,ICICI BANK,"1,180",Nil,Nil,No,CE(MM) HPSEBL,Vidyut Bhawan Shimla,Procurement of PPE(Safety Belt with Harness),Procurement of PPE(Safety Belt with Harness),As per NIT,EMD for HP based local firms registered with HPSEBL is Nill andfor others is Rs 28000,"27,88,000",Electrical Work/ Equipment,PPE,Tender,120.0,120.0,O/o CE(MM) HPSEBL,171004.0,,,,O/o CE(MM) HPSEBL,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Proof of EMD,,,,,,,,,,,,,,,,2.0,Technical Corrigendum-II,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,"Renewed BIS, ISO certificate, GST registration certificate, undertaking regarding e-reverse Auction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Purchase order /supply orders Copies, performance certificate and list of past supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GTPs, Drawings and Type test reports of offered material.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Certificate of Registration with industry Deptt., Capacity assessment Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of Plant  Machinery Testing Equipments used for routine test to be carried out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit of Arbitration Court cases and Blacklisting Debarred by any Govt. Semi Govt. organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Bal. sheet and 5  years turn  over duly certified by CA, PAN Card copy,ITR  GST clearance certi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Power of attorney Board of resolution to sign the bid doc and acceptance of terms and condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Duly signed tender documents and any other requisite documents required as per NIT.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
