Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Directorate of Medical Education and Research||IGMC Shimla||Principal IGMC Shimla,HFW/ME(MCSG3Pur)-(Ane/Tra- 9603A,2025_IGMC1_106102_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Prequalification documents required to be uploaded as per tender documents and NIT,24-May-2025 10:00 AM,26-Jun-2025 02:30 PM,24-May-2025 10:00 AM,26-Jun-2025 02:00 PM,,,09-Jun-2025 04:00 PM,26-Jun-2025 02:00 PM,09-Feb-2026 04:45 PM,"1,00,000",Yes,fixed,,IGMC,Shimla,1.0,Extension of Date,Date,,1.0,DD - Demand Draft,"2,000",IGMC,Shimla,No,Principal IGMC Shimla,Principal Office IGMC Shimla,E-TENDER FOR THE PROCUREMENT OF MACHINERY and EQUIPMENTS FOR (ANESTHESIA DEPARTMENT) TRAUMA CENTRE IN IGMC SHIMLA,E-TENDER FOR THE PROCUREMENT OF MACHINERY and EQUIPMENTS FOR (ANESTHESIA DEPARTMENT) TRAUMA CENTRE IN IGMC SHIMLA),Please refer Tender documents.,,,Medical Equipments/Waste,,Tender,270.0,365.0,Principal office IGMC Shimla,171001.0,Community Room Principal Office IGMC Shimla,Community Room Principal Office IGMC Shimla,02-Jun-2025 02:00 PM,Principal Office IGMC Shimla,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Product Catelogue and technical compliance documents required to be uploaded as per tender documents,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Documents required to be uploaded as per Check list mentioned in tender documents.,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other documents required to be uploaded as per tender documents .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bifurcation of rates (IF any) required to be uploaded i.e. Addl. Accessories and Other parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
