Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Kullu - UDDHP,MCK/ENGG/PARKING/2026-292-95,2026_UDDHP_126543_1,Yes,Open Tender,Fixed-rate,Services,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Notice,23-Jan-2026 05:00 PM,02-Feb-2026 03:30 PM,23-Jan-2026 06:00 PM,02-Feb-2026 12:00 PM,,,23-Jan-2026 06:00 PM,02-Feb-2026 12:00 PM,16-Feb-2026 12:00 PM,"50,000",Yes,fixed,,EO MC KULLU,EO MC KULLU,1.0,DATE AND FEE,Date,,1.0,ICICI BANK,"2,000",EO MC KULLU,EO MC KULLU,No,Senoir Excutive Officer,"MC Office Akhara Bazar, Kullu",Renting/ Leasing out bus adda Entery fee at Dhalpur Kullu,Renting/ Leasing out bus adda Entery fee at Dhalpur Kullu,Please refer Tender documents.,,,Miscellaneous Services,,Tender,90.0,1095.0,MC Kullu,175101.0,,,,MC Kullu Office,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
