Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-III,SSD 574/2025,2025_HPSEB_119192_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,Yes,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.rar,Tender Forms as per Specifications,31-Oct-2025 09:00 AM,22-Nov-2025 03:00 PM,31-Oct-2025 09:05 AM,21-Nov-2025 01:00 PM,,,14-Nov-2025 09:00 AM,21-Nov-2025 01:00 PM,19-Dec-2025 03:10 PM,"89,21,011",No,percentage,2.0%,"DIRECTOR, HPSEBL",SHIMLA,1.0,Pre Bid Query-II,Technical Bid,,1.0,ICICI BANK,"11,800","DIRECTOR, HPSEBL",SHIMLA,Yes,Er. K. K. Bhardwaj,"O/o SE (Design), ES, HPSEBL Mattansidh, Hamirpur","Construction of 66/22 kV, 2x6.3 MVA HPSEBL Sub-stations at Sumdo and Kaza","Design, Engineering, Manufacturing, Testing of Equipment, Supply, Delivery, Storage at Site, Erection, Testing and Commissioning of equipment along with other allied works and Civil works on Turnkey basis for construction of 66/22 kV, 2x6.3 MVA S/Stn",As per Clause No. 7 of Detailed NIT,,"44,60,50,571",Electrical Works,,Tender,180.0,1095.0,Sumdo and Kaza,175132.0,Hamirpur,"O/o SE (Design), ES, HPSEBL Mattansidh, Hamirpur",04-Nov-2025 10:00 AM,"O/o SE (Design), ES, HPSEBL Mattansidh, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial Qualifying Requirement related documents,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualifying Requirement related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Duly Filled GTPs on prescribed formats provided with technical specifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Fee and EMD related Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Signed and stamped complete Bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,commercial and technical deviation certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Bid Forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Additional documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other tender related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Detailed BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
