Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-IV,SSD-577/2025,2025_HPSEB_119646_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,Yes,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualifying Requirements related documents,04-Nov-2025 03:00 PM,23-Dec-2025 03:00 PM,04-Nov-2025 04:00 PM,22-Dec-2025 01:00 PM,04-Nov-2025 04:00 PM,25-Nov-2025 10:00 AM,06-Nov-2025 11:00 AM,22-Dec-2025 01:00 PM,02-Jan-2026 03:30 PM,"4,07,00,000",No,fixed,,AO O/o Chief Engineer(ES) HPSEBL Hamirpur,Hamirpur,1.0,4th Extension in bid submission date,Date,,1.0,ICICI BANK,"2,950",AO O/o Chief Engineer(ES) HPSEBL Hamirpur,Hamirpur,No,"SE(Design), ES, HPSEBL Hamirpur","Electrical System Complex, HPSEBL Hamirpur at Mattansidh-177001",C/o 66kV S/C Line on D/C Towers from Prop. 66/22kV Sub Station at Sumdo to Prop. 66/22kV Sub Station at Kaza,C/o 66kV S/C Line on D/C Towers from Prop. 66/22kV Sub Station at Sumdo to Prop. 66/22kV Sub Station at Kaza,As per Bid document,,"2,03,49,77,331",Electrical Works,,Tender,180.0,,"Lahaul and Spiti, HP",172113.0,"Mattansidh, Hamirpur","O/o SE(Design) ES, HPSEBL Hamirpur at Mattansidh-177001",12-Nov-2025 11:30 AM,"Mattansidh, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial Qualifying Requirements related documents,,,,,,,,,,,,,,,,2.0,Amendment of Payment Terms,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Tender Fee, EMD, Power of Attorney Related documents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Signed and stamped copy of complete Bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Duly filled Tender forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Bid Capacity, Undertaking regarding E Reverse auction etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Commercial and Technical Deviation Certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other tender related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Additional Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Detailed BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
