Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Keylong,Irrigation and Public Health,HP",14678-14728 dated 22.01.2026,2026_HPIPH_126528_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Proof EMD payment shall be uploaded online payment as per NIT,23-Jan-2026 09:00 AM,02-Feb-2026 11:00 AM,23-Jan-2026 10:00 AM,02-Feb-2026 10:30 AM,23-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,23-Jan-2026 10:00 AM,02-Feb-2026 10:30 AM,09-Feb-2026 02:55 PM,"8,22,024",No,fixed,,Nil,Nil,1.0,Proceeding,Other,,1.0,ICICI BANK,"10,000",Nil,Nil,No,Executive Engineer,O/o Jal Shakti Division Keylong District Lahaul Spiti HP,"Flood Protection work at vulnerable points on Right Bank of Karpet  Nallah      	Left Bank of Miyar Nallah to mitigate flood disaster in Kerpet   	Chhaling  GP Chimret, Distt. Lahaul  Spiti HP Under SDMF","Flood Protection work at vulnerable points on Right Bank of Karpet  Nallah      	Left Bank of Miyar Nallah to mitigate flood disaster in Kerpet   	Chhaling  GP Chimret, Distt. Lahaul  Spiti HP Under SDMF",Please refer Tender documents.,,"7,47,02,361",Civil Works,,Tender,120.0,540.0,Udiapur,175142.0,Through Google Meet,through Google Meet JSV Division Keylong,29-Jan-2026 11:30 AM,Keylong,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of bid form as per NIT,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HP Jal Shakti Vibhag/ Central/ state govt/ undertaking as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN No and GST Registration No. with GST Return of latest financial year as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of income tax return of latest financial year as  per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding Digital signature certificate DSC as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking that I have carefully studied all the terms and conditions as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of EPF Registration under Employee provident and miscellaneous as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average annual financial turnover during the last three years as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Experience of having successfully completed similar works during past 7 year as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Available Bid Capacity as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The bidder shall submitted a list of works which are in progress or in had as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
