Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Sarkaghat,Irrigation and Public Health,HP",2367-2420 dt. 24.06.2025,2025_HPIPH_108503_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,"The Cost of Tender Fee in favour of Executive Engineer, Jal Shakti Division Sarkaghat, Both mode",24-Jun-2025 05:00 PM,04-Jul-2025 11:30 AM,24-Jun-2025 05:00 PM,03-Jul-2025 05:00 PM,,,24-Jun-2025 05:00 PM,03-Jul-2025 05:00 PM,22-Jul-2025 04:55 PM,"2,47,261",No,fixed,,Executive Engineer JS Division Sarkaghat,Executive Engineer JS Division Sarkaghat,1.0,ICICI BANK,"5,000",Executive Engineer JS Division Sarkaghat,Executive Engineer JS Division Sarkaghat,No,Executive Engineer JS Division Sarkaghat,Executive Engineer JS Division Sarkaghat,Annual running and maintenance of sewerage scheme to Sarkaghat Town Zone B in Tehsil sarkaghat Distt. Mandi HP,Repair and maintenance of complete sewer network main holes flushing tank and STP 0.70 MLD for 3 years period,Please refer Tender documents.,,"1,72,26,080",Civil Works,,Tender,120.0,1095.0,Sarkaghat,175024.0,,,,Executive Engineer JS Division Sarkaghat,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"The earnest money in favour of Executive Engineer, Jal Shakti Division Sarkaghat, Both mode.",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of registration with Jal  Shakti Vibhag in appropriate class.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"PAN , Income Tax, GST registration and EPF registration etc. as per NIT conditions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking/ Joint venture is not allowed as per NIT conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Bid and others conditions as per NIT conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The contrfirm shouldsubmitfresh affidavitthatduringlast5year hehas executedworkCO O and M ofsewarage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Anaffidavitafterthe dat ofpublicationof tenderthatthe firmhavenotbeenblacklisted bygovtsemiGovt Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
