Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-02/2025-26,2025_HPSEB_110188_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Proof of EMD and Tender fee,16-Jul-2025 03:00 PM,25-Jul-2025 11:00 AM,17-Jul-2025 11:00 AM,24-Jul-2025 11:00 AM,,,17-Jul-2025 11:00 AM,24-Jul-2025 11:00 AM,06-Aug-2025 12:30 PM,"26,851",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,180",Nil,Nil,No,Er Gaurav Sharma,"SE(OP) circle HPSEBL, Bilaspur","Tender for prov. SOP for the work of prov. water facilities to village,Fafan, Saned and Bhagetu in Tehsil Bhoranj in (E) section Barota under ESD HPSEBL Bharari NIT-2 2025-26","Tender for prov. SOP for the work of prov. water facilities to village,Fafan, Saned and Bhagetu in Tehsil Bhoranj in (E) section Barota under ESD HPSEBL Bharari NIT-2 2025-26",Please refer Tender documents.,,"26,85,057",Electrical Works,,Tender,90.0,,Ghumarwin,174021.0,,,,"SE(OP) circle HPSEBL, Bilaspur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,No technical no commercial deviation no litigation certificate pert chart.,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid may be submitted by individual or Joint Venture firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,A-class license from the chief electrical inspector.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual turnover of previous three FY and net worth for each of the last 3 FY certified by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder have liquid assets evidence to the availability of funds equivalent to 10 percent of nit Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid capacity detail Bid validity list of plant and machinery list of staff performance certificate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder should have PAN GST EPF INCOME TAX EMPLOYEE IINSURANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder shall declare on non- judicial paper that he is not black listed power of attorney.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,no change of ownership upto two years after completion of work Earnest money. received online.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
