Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Haroli",No. JSV-1/TA/ E-tender /2025- 3040-69  dt 11-07-2025,2025_HPIPH_109983_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Registration with Jal Shakti  department,11-Jul-2025 05:00 PM,22-Jul-2025 11:30 AM,11-Jul-2025 05:00 PM,21-Jul-2025 05:00 PM,11-Jul-2025 05:00 PM,21-Jul-2025 05:00 PM,11-Jul-2025 05:00 PM,21-Jul-2025 05:00 PM,25-Jul-2025 12:30 PM,"3,06,788",No,fixed,,Executive Engineer Jal Shakti  Divn  No.1 Una HP,Executive Engineer Jal Shakti  Divn  No.1 Una HP,1.0,ICICI BANK,"5,000",Executive Engineer Jal Shakti  Divn  No.1 Una,Executive Engineer Jal Shakti  Divn  No.1 Una,Yes,Executive Engineer Jal Shakti  Divn  No.1 Una,Executive Engineer Jal Shakti  Divn  No.1 Una,"Providing Sewerage Scheme to Una Town in Distt. Una (H.P) (SH Operation and maintenance of Sewerage Treatment Plant, Distribution network and plant laboratory for 5 years )","Providing Sewerage Scheme to Una Town in Distt. Una (H.P) (SH  Operation and maintenance of Sewerage Treatment Plant, Distribution network and plant laboratory for 5 years )",as per NIT,,"2,31,78,817",Civil Works,,Tender,120.0,1825.0,Sewerage Scheme to Una Town,174303.0,,,,Una HP,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of tender form (online/ offline mode),,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money (online/ offline mode) Exemption of Bid security shall not be allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of GST number along with latest copy of  GST return file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of EPF number and Income Tax   registration number or their  latest clearance certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria. as per NIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of MOU as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest Income Tax return (ITR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding two or more works pending to be executed under Jal Shakti Divn  No.1 Una,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
