Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-IV,SSD-562/2025,2025_HPSEB_105193_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Signed Copy of Detailed Estimate,13-May-2025 03:00 PM,19-Jun-2025 03:00 PM,13-May-2025 03:05 PM,18-Jun-2025 01:00 PM,,,13-May-2025 03:10 PM,18-Jun-2025 01:00 PM,02-Jul-2025 03:30 PM,"1,52,000",No,fixed,,Nil,Nil,1.0,2nd Extension in Due dates,Date,,1.0,ICICI BANK,"2,360",Nil,Nil,No,Superintending Engineer (Design),"O/o SE(Design), ES, HPSEBL, Hamirpur at Mattansidh (H.P.)- 177001",Shifting of tower no T57 at Village Khera and tower no T03 and T04 at Village Bagbania of 66 kV S/C Barotiwala Nalagarh transmission line due to Four Laning of Pinjore Nalagarh NH under ES Division HPSEBL Nalagarh on turnkey basis,Shifting of tower no T57 at Village Khera and tower no T03 and T04 at Village Bagbania of 66 kV S/C Barotiwala Nalagarh transmission line due to Four Laning of Pinjore Nalagarh NH under ES Division HPSEBL Nalagarh on turnkey basis,As per tender specifications,,"1,51,64,139",Electrical Works,,Tender,180.0,,"Nalagarh, Solan H.P.",174102.0,"Mattansidh, Hamirpur HP","O/o SE(Design), ES, HPSEBL, Hamirpur at Mattansidh (H.P.)- 177001",17-May-2025 11:30 AM,"Mattansidh, Hamirpur HP",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Form 20- Form of Certificate of Financial Parameters for Qualification Requirements,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Forms as per Volume-II Section-II of Techno-Comm. specs a/w Attachment 1 to 19(as applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form14-Power of Attorney of Joint Venture (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form 15 Form of undertaking by the JV (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form16- Form of evidence of access to or availability of credit/facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form19- form of joint deed of undertaking by the sub-contractor (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding Non-Blacklisting and any other tender related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual Reports a/w audited statement of accounts of the firm for last 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST, PAN, Technical Qualifications related documents and e-RA undertaking (Annexure-A1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
