Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||MD BVPCL Jogindernagar||SE (E)||P/H Div.,BVPCL/ED-1/03/2024-25,2024_HPSEB_96476_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Payment Proof of EMD and Tender fees,12-Dec-2024 10:00 AM,28-Dec-2024 04:00 PM,12-Dec-2024 10:00 AM,28-Dec-2024 10:00 AM,,,12-Dec-2024 10:00 AM,28-Dec-2024 10:00 AM,28-Jan-2025 03:00 PM,"3,842",No,fixed,,Nil,Nil,1.0,Corrigendum1,Date,,1.0,ICICI BANK,560.0,Nil,Nil,No,Sr. Executive Engineer,"Sr.Executive Engineer ,ED-I ,Uhl Stege-III ,BVPCL Chullah",Supplying of new  Fire-extinguishers of various capacities,Supplying of new  Fire-extinguishers of various capacities in place of defective anddamaged Fire-Extinguisher installed at 100 MW HEP Uhl Stage III at Chullah.,Please refer Tender documents.,,"3,84,208",Supply of Materials,,Rate Contract,90.0,,UHL -III HEP Chullah,175016.0,,,,Chullah,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,ITR of last threee year,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Turnover of three last year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Experience Certificate in accordance to bid document 16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Authorization Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed copy of BId submission Form (Section V of BID document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST and Pan No. of Bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Non Blacklisting Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,All other requisite document as mentioned in BID document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
