Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||JSV Jaisinghpur",7059-7144 dated 26.08.2025,2025_HPIPH_112968_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of deduction of Earnest money and cost of tender,26-Aug-2025 05:00 PM,06-Sep-2025 11:30 AM,26-Aug-2025 05:00 PM,06-Sep-2025 11:00 AM,26-Aug-2025 05:00 PM,30-Aug-2025 10:00 AM,26-Aug-2025 05:00 PM,06-Sep-2025 11:00 AM,11-Sep-2025 03:05 PM,"2,83,470",No,fixed,,EE JSV  Division Jaisinghpur,EE JSV  Division Jaisinghpur,1.0,ICICI BANK,"5,000",EE JSV  Division Jaisinghpur,EE JSV  Division Jaisinghpur,No,Executive Engineer JSV Division Jaisinghpur,O/O The Executive EngineerJSV Division Jaisinghpur,"Providing Lift water supply scheme to Panchrukhi adjoining in Palam area under Jasinghpur in Tehsil Palampur Distt. Kangra HP SH, C,O Meeting Hall for Beneficiaries Accomodation for staff, J.E.  Project Implementation Office","Providing Lift water supply scheme to Panchrukhi adjoining in Palam area under Jasinghpur in Tehsil Palampur Distt. Kangra HP SH, C,O Meeting Hall for Beneficiaries Accomodation for staff, J.E.  Project Implementation Office",Please refer Tender documents.,,"2,08,46,736",Civil Works - Buildings,,Tender,120.0,545.0,Providing Lift water supply scheme to Panchrukhi a,176096.0,,,,O/O The Executive EngineerJSV Division Jaisinghpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag in appropriate class or registered wit,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Registration copy of PAN,GST,EPF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration copy  of ESIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor/firm has not ever been black listed by any govt./semi-govt./boar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding use of digital signature certificate (DAC) of the person autho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Experience of having success fully completed/commissioned similar works as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The undertaking that The contractor/firm has visited the site  also carefully studied all the terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions data sheet folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
