,infrastructure damaged - embankment breached,District,Number,Details,Date
0,,Bajali,1,"Sarupeta - Right bank Embankment of Pahumara river at medhikuchi | Medhikuchi | Embankment breached report received from concerned LM on 17th June,2022 | (Long - 91.155941, Lat - 26.536503)",17-06-2022
1,,Darrang,5,"Patharighat - Nonoi R/B embankment | Kalitapara | breach at Nonoi R/B embankment at ch 10500 m time 10.30 pm on 16.5.2022 as reported by W/R Deptt | (Long - 0.000000, Lat - 0.000000),  Nonoi R/B embankment | Kocharidol | breach at Nonoi R/B embankment at kacharidol time 11.00 pm on 16.5.2022 as reported by W/R Deptt | (Long - 0.000000, Lat - 0.000000),  Nonoi R/B embankment | Kaikiapara | breach at Nonoi R/B embankment at Ch 8500 mt time 11.30 pm on 16.5.2022 as reported by W/R Deptt | (Long - 0.000000, Lat - 0.000000),  Sipajhar - Nonoi Embankment R/B from MPK road to NH15 | Chengeliajhar at Ch.16800m | .. | (Long - 0.000000, Lat - 0.000000),  Nonoi Embankment R/B from MPK road to NH15 | Kacharidol at Ch. 20900m | .. | (Long - 0.000000, Lat - 0.000000)",17-06-2022
2,,Hojai,1,"Lanka - Kopili river dyke. | Dakhin Laskar pather Village | Breach at 10800m of Kharikhana to Jugijan Kopili Dyke. Breach width 20m.Work done by WRD. Dated: 17-06-2022. | (Long - 25.913653, Lat - 92.870593)",17-06-2022
3,,Kamrup,1,"Kayan - Baralia L/B embankment breach on 16/06/2022. | At two villages namely Dhuhi No.1 (chamukha) and Lormagurhati under Kayan Rev. Circle. Reported by WR, Rangia. | GPS co-ordinates could'nt be provided at the moment. | (Long - 0.000000, Lat - 0.000000)",17-06-2022
4,,Lakhimpur,1,"Nowboicha - Singra River side Bund | Fulbari Basti | Singra River Side Bund breached (approx 20 Mtr) at Fulbari Basti on 17.06.2022. Report received from Nowboicha Block Development Office | (Long - 0.000000, Lat - 0.000000)",17-06-2022
5,,Nalbari,4,"Paschim Nalbari - LB Buradia near Amoni Baba Than Area | Amoni | As per information received from LM & GB on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  LB of River Buradia near Pukhura village | Pokhura | As per information received from LM & GB on 16/06/2022 | (Long - 0.000000, Lat - 0.000000),  Tihu - Niz Khana Agril Bundh Tihu Nadi | Niz Khana | As per report GB as on 16-06-2022 length 15m approx | (Long - 26.460668, Lat - 91.248111),  Bali Agril Bandh Mora Pagaldia | Dakhin Bali | As per report GB as on 16-06-2022 length 30m approx | (Long - 26.449363, Lat - 91.318202)",17-06-2022
6,,Tamulpur,4,"Goreswar - Bagaribari Right Bank | Bagaribari | 17/06/2022 breach occurred at two points approximately damage 50 m each | (Long - 0.000000, Lat - 0.000000),  Dhulabari Right bank | Dhulabari | Dated 17/06/2022 breach occurred at Village Dhulabari approximately width damage 50 m | (Long - 0.000000, Lat - 0.000000),  Bholajhar Panchayat Bandh | Village Bholajhar | Dated 17/06/2022 right bank breached approximately damage 20 m. | (Long - 0.000000, Lat - 0.000000)",17-06-2022
7,,Total,17,,17-06-2022
