iph_loss_id,disaster_id,department_id,division_id,circle_id,incidentdate,division_name,CId,circle,district_best,subdistrict_best,tehsil_best,tehsil_best_object_id,tehsil_alt
1,2609,36,13,12,06-06-2020,Arki,12,Solan,Solan,Arki,ARKI,02-031-00057,
2,2609,36,11,12,06-06-2020,Solan ,12,Solan,Solan,Solan,SOLAN,02-031-00064,
11,2796,36,79,8,12-07-2020,Manali,8,Kullu,Kullu,Manali,MANALI,02-026-00015,
12,2823,36,12,12,20-07-2020,Nalagarh ,12,Solan,Solan,Nalagarh,NALAGARH,02-031-00062,
14,2823,43,11,12,20-07-2020,Solan ,12,Solan,Solan,Solan,SOLAN,02-031-00064,
15,2823,36,11,12,20-07-2020,Solan ,12,Solan,Solan,Solan,SOLAN,02-031-00064,
16,2845,36,14,9,20-07-2020,Reckong Peo ,9,Reckong Peo ,Kinnaur,Kalpa,KALPA,02-034-00009,
25,2978,36,11,12,29-07-2020,Solan ,12,Solan,Solan,Solan,SOLAN,02-031-00064,
26,2993,1041,55,5,29-07-2020,Ghumarwin,5,Bilaspur,Bilaspur,Ghumarwin,GHUMARWIN,02-030-02106,
27,2994,36,55,5,30-07-2020,Ghumarwin,5,Bilaspur,Bilaspur,Ghumarwin,GHUMARWIN,02-030-02106,
28,2712,1,13,12,08-07-2020,Arki,12,Solan,Solan,Arki,ARKI,02-031-00057,
29,3009,36,16,9,18-06-2020,Kaza,9,Reckong Peo ,Sirmaur,Dadahu,DADAHU,02-032-00048,
39,3036,1,46,6,03-08-2020,Hamirpur,6,Hamirpur,Hamirpur,Hamirpur,HAMIRPUR,02-028-02858,
40,3036,36,47,6,03-08-2020,Barsar,6,Hamirpur,Una,Una,UNA,02-029-00069,
41,3036,36,50,6,03-08-2020,EE Bhoranj,6,Hamirpur,Kangra,Khundian,KHUNDIAN,02-024-02124,
42,3036,36,48,6,03-08-2020,Sarkaghat,6,Hamirpur,Mandi,Sarkaghat,SARKAGHAT,02-027-00031,
43,3036,36,49,6,03-08-2020,EE Dharampur,6,Hamirpur,Una,Haroli,HAROLI,02-029-00068,
44,3036,36,47,6,03-08-2020,Barsar,6,Hamirpur,Una,Una,UNA,02-029-00069,
45,3036,36,46,6,03-08-2020,Hamirpur,6,Hamirpur,Hamirpur,Hamirpur,HAMIRPUR,02-028-02858,
