health_loss_id,disaster_id,district_id,centre_type_id,health_centres_lost,blockid,incidentdate,health_centerName,health_amount,Details,district_name,block_id,block_name,district_best,subdistrict_best,subdistrict_alternative,tehsil_best,object_id
123,4889,16,1003,0,6,27-08-2020,,,,CHAMBA ,6,Chamba,chamba,Chamba,,CHAMBA,02-023-00003
132,4888,16,1002,0,14,27-08-2020,,,,CHAMBA ,14,Kalhel,chamba,Churah,,CHAURAH,02-023-00004
134,4888,16,2,0,7,27-08-2020,,,,CHAMBA ,7,Mehla,chamba,Chamba,,CHAMBA,02-023-00003
137,4888,16,2,0,133,27-08-2020,,,,CHAMBA ,133,Bhattiyat,chamba,Bhattiyat,Chamba,BHATTIYAT,02-023-00001
142,4889,16,1002,0,11,27-08-2020,,,,CHAMBA ,11,Bharmour,chamba,Bharmour,,DHARAMPUR,02-027-00023
152,4889,16,1002,0,16,27-08-2020,,,,CHAMBA ,16,Sundla,chamba,Churah,,CHAURAH,02-023-00004
301,24653,26,2,1,125,08-07-2023,HSC KUTHIARI,0.5,WATTER FILLED IN HSC KUTHIARI ON 09.07.2023,UNA ,125,Amb,una,Amb,,AMB,02-029-00065
378,24337,18,1002,1,37,23-06-2023,PHC Panchrukhi,5,Retaining wall of back side of old PHC Building,KANGRA ,37,Panchrukhi,kangra,Jawali,Rakkar,JAWALI,02-024-02122
388,24337,18,1003,1,137,23-06-2023,ZH Dharamshala,15,Damage to roof of indoor block including critical ,KANGRA ,137,Dharamshala,kangra,Shahpur,Dharmsala,SHAHPUR,02-024-02130
389,24337,18,1003,1,137,23-06-2023,ZH Dharamshala,20,Damage to the retaining wall in front,KANGRA ,137,Dharamshala,kangra,Shahpur,Dharmsala,SHAHPUR,02-024-02130
390,24337,18,1003,1,137,23-06-2023,ZH Dharamshala,20,Damage to the sewerage drainage pipeline in front,KANGRA ,137,Dharamshala,kangra,Shahpur,Dharmsala,SHAHPUR,02-024-02130
391,24337,18,1003,1,137,23-06-2023,ZH Dharamshala,5,Damage of sewerage drainage pipeline of type-3 ,KANGRA ,137,Dharamshala,kangra,Shahpur,Dharmsala,SHAHPUR,02-024-02130
392,24337,18,1003,1,137,23-06-2023,,,,KANGRA ,137,Dharamshala,kangra,Shahpur,Dharmsala,SHAHPUR,02-024-02130
393,24337,18,1003,1,39,23-06-2023,CH Gangath,15,Leakage/damage of roof and boundary wall,KANGRA ,39,Nurpur,kangra,Nurpur,,NURPUR,02-024-02127
394,24337,18,1003,1,39,23-06-2023,PHC Basawzira,1,Damage boundary Wall,KANGRA ,39,Nurpur,kangra,Nurpur,,NURPUR,02-024-02127
395,24337,18,1003,1,39,23-06-2023,HSC Kherian,3,Damage boundary Wall,KANGRA ,39,Nurpur,kangra,Nurpur,,NURPUR,02-024-02127
396,24337,18,1002,1,33,23-06-2023,PHC jalag,4,Retaining wall of PHC building Jalag,KANGRA ,33,Lambagaon,kangra,Palampur,Jaisinghpur,PALAMPUR,02-024-02128
397,24337,18,1002,1,33,23-06-2023,PHC Lambagaon ,7,Damage of roof and dental OPD at PHC Lambagaon,KANGRA ,33,Lambagaon,kangra,Palampur,Jaisinghpur,PALAMPUR,02-024-02128
398,24337,18,1003,1,33,23-06-2023,HWC Draman,2,Damage of roof,KANGRA ,33,Lambagaon,kangra,Palampur,Jaisinghpur,PALAMPUR,02-024-02128
