health_loss_id,disaster_id,district_id,centre_type_id,health_centres_lost,blockid,incidentdate,health_centerName,health_amount,Details,district_name,block_id,block_name,district_best,subdistrict_best,subdistrict_alternative,tehsil_best,object_id
402,24834,18,1003,1,41,11-07-2023,CH Palampur,40,Damage of roof of OT Section Corridor Female ward,KANGRA ,41,Bhawarna,kangra,Fatehpur,,FATEHPUR,02-024-02116
461,25308,23,2,1,86,22-07-2023,CHC Kotkhai,40,"Flashflood, entrance road & CHC building damaged",SHIMLA ,86,Jubbal,shimla,Jubbal,,JUBBAL,02-033-00037
491,25467,23,1002,1,91,24-07-2023,HSC Lal Pani Shimla,25,Cracks in the HSC Lalpani building,SHIMLA ,91,Mashobra,shimla,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045
492,25467,23,1002,1,86,24-07-2023,HSC Kiavi,15,Landslide due to heavy rainfall,SHIMLA ,86,Jubbal,shimla,Jubbal,,JUBBAL,02-033-00037
493,25467,23,2,1,86,24-07-2023,SQ at CHC Tikkar,15,Cracks in the SQ at CHC Tikkar,SHIMLA ,86,Jubbal,shimla,Jubbal,,JUBBAL,02-033-00037
497,25531,23,1002,1,96,26-07-2023,PHC Badiyara,3,"Flash flood, muck gathered in the premises,a",SHIMLA ,96,Rohroo,shimla,Rohru,,ROHRU,02-033-00044
502,25531,23,1002,1,95,26-07-2023,HSC Khaneti,30,HSC Khaneti bldg damaged by rocks,SHIMLA ,95,Rampur,shimla,Rampur,,RAMPUR,02-033-00043
533,25721,23,1002,1,96,01-08-2023,,,,SHIMLA ,96,Rohroo,shimla,Rohru,,ROHRU,02-033-00044
543,25974,23,2,1,95,09-08-2023,CHC Nankhari,10,Gaps & Cracks in CHC with leakage in ceiling,SHIMLA ,95,Rampur,shimla,Rampur,,RAMPUR,02-033-00043
544,26231,26,1002,1,125,06-08-2023,PHC DHARMSHAL MAHANTAN,10,BOUNDARY WALL DAMAGE ,UNA ,125,Amb,una,Amb,,AMB,02-029-00065
553,26193,23,1002,1,96,16-08-2023,PHC Dhagoli,10,Building totally damaged du to landslide,SHIMLA ,96,Rohroo,shimla,Rohru,,ROHRU,02-033-00044
561,26426,23,1002,1,95,26-08-2023,HSC Kaobil,1,Cracks in the building with damage to the roof,SHIMLA ,95,Rampur,shimla,Rampur,,RAMPUR,02-033-00043
564,26426,23,2,1,95,26-08-2023,,,,SHIMLA ,95,Rampur,shimla,Rampur,,RAMPUR,02-033-00043
565,25721,23,1002,1,95,01-08-2023,HSC Racholi,50000,Retaining wall damaged,SHIMLA ,95,Rampur,shimla,Rampur,,RAMPUR,02-033-00043
