agriculture_loss_id,disaster_id,department_id,district_id,status,croppedarea,crop_lossless33,cultivatedareawashed,cropsownarea,crop_33_above,kharif_id,cmid,totalAreadamaged,ret_id,block_id,updated_by,incidentdate,district_name,block_name,district_best,district_alternative,subdistrict_best,subdistrict_alternative,tehsil_best,tehsil_best_object_id,tehsil_alt,tehsil_alt_object_id
606,4682,3,23,Active,0.0,0.0,0.0,3985.0,0.0,1,1,0.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
607,4682,3,23,Active,0.0,0.0,0.0,0.0,0.0,1,2,0.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
608,4682,3,23,Active,0.0,0.0,0.0,0.0,0.0,1,3,0.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
609,4682,3,23,Active,0.0,0.0,0.0,310.0,0.0,1,4,0.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
610,4682,3,23,Active,0.0,0.0,0.0,200.0,0.0,1,5,0.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
611,4682,3,23,Active,110.0,10.0,0.0,2200.0,100.0,2,6,110.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
612,4682,3,23,Active,10.0,0.0,0.0,900.0,10.0,2,7,10.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
613,4682,3,23,Active,0.0,0.0,0.0,1200.0,0.0,2,8,0.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
614,4682,3,23,Active,0.0,0.0,0.0,180.0,0.0,2,9,0.0,25,91,,2020-08-22,SHIMLA ,Mashobra,shimla,,Shimla ( Rural ),Nerwa,SHIMLA,02-033-00045,,
838,4758,3,15,Active,750.0,0.0,0.0,6000.0,34.0,1,1,34.0,51,132,,2020-08-23,BILASPUR ,Bilaspur,bilaspur,,Bilaspur Sadar,,BILASPUR,02-030-02105,,
839,4758,3,15,Active,0.0,0.0,0.0,0.0,0.0,1,2,0.0,51,132,,2020-08-23,BILASPUR ,Bilaspur,bilaspur,,Bilaspur Sadar,,BILASPUR,02-030-02105,,
