class,age,male,female
0,0 to 1,304.17,273.22
1,1 to 5,1191.1,1068.05
10,10 to 15,1526.89,1360.28
15,15 to 20,1617.09,1461.81
20,20 to 25,1677.4,1472.86
25,25 to 30,1534.93,1336.59
30,30 to 35,1443.27,1242.79
35,35 to 40,1271.61,1105.81
40,40 to 45,1078.33,1015.98
45,45 to 50,924.34,887.79
5,5 to 10,1468.05,1283.04
50,50 to 55,864.29,839.01
55,55 to 60,738.53,643.45
60,60 to 65,540.12,496.13
65,65 to 70,361.58,339.48
70,70 to 75,243.42,251.87
75,75 to 80,166.53,167.07
80,80 and over,153.12,158.64
