class,age,male,female
0,0 to 1,446.04,383.92
1,1 to 5,1746.67,1500.79
10,10 to 15,2400.19,1940.48
15,15 to 20,2549.54,2245.55
20,20 to 25,2147.89,2452.96
25,25 to 30,1885.67,2488.66
30,30 to 35,2087.62,2625.13
35,35 to 40,1994.11,2408.61
40,40 to 45,1790.05,2173.86
45,45 to 50,1678.86,2046.51
5,5 to 10,2236.69,1843.59
50,50 to 55,1603.12,2013.81
55,55 to 60,1583.66,1764.17
60,60 to 65,1278.26,1366.68
65,65 to 70,980.08,1041.68
70,70 to 75,639.09,901.96
75,75 to 80,515.56,702.64
80,80 and over,550.53,982.91
