class,age,male,female
0,0 to 1,131.69,115.43
1,1 to 5,515.67,451.23
10,10 to 15,740.32,636.99
15,15 to 20,827.46,723.73
20,20 to 25,920.02,808.36
25,25 to 30,884.84,776.94
30,30 to 35,857.24,741.82
35,35 to 40,743.8,658.39
40,40 to 45,646.94,611.58
45,45 to 50,584.88,540.08
5,5 to 10,684.92,596.24
50,50 to 55,524.9,497.13
55,55 to 60,450.69,386.55
60,60 to 65,313.07,290.64
65,65 to 70,222.25,207.03
70,70 to 75,142.76,148.02
75,75 to 80,108.81,112.45
80,80 and over,93.73,112.34
