class,age,male,female
0,0 to 1,72.85,62.71
1,1 to 5,285.29,245.13
10,10 to 15,392.03,316.95
15,15 to 20,416.43,366.77
20,20 to 25,350.82,400.65
25,25 to 30,307.99,406.48
30,30 to 35,340.98,428.77
35,35 to 40,325.71,393.41
40,40 to 45,292.38,355.07
45,45 to 50,274.21,334.26
5,5 to 10,365.33,301.12
50,50 to 55,261.84,328.92
55,55 to 60,258.67,288.15
60,60 to 65,208.78,223.23
65,65 to 70,160.08,170.14
70,70 to 75,104.39,147.32
75,75 to 80,84.21,114.77
80,80 and over,89.92,160.54
