class,age,male,female
0,0 to 1,946.77,802
1,1 to 5,3707.51,3135.14
10,10 to 15,4958.22,4008.13
15,15 to 20,5230.35,4647.43
20,20 to 25,4891.37,5083.51
25,25 to 30,4648.52,5143.27
30,30 to 35,4909.79,5219.82
35,35 to 40,4427.8,4683.16
40,40 to 45,3786.27,4307.13
45,45 to 50,3718.13,4063.22
5,5 to 10,4597.38,3796.28
50,50 to 55,3376.7,3895.13
55,55 to 60,3320,3296.46
60,60 to 65,2496.53,2475.52
65,65 to 70,1851.88,1860.41
70,70 to 75,1195.6,1464.3
75,75 to 80,945.09,1166.88
80,80 and over,881.26,1296.92
