class,age,male,female
0,0 to 1,280.8,237.86
1,1 to 5,1099.59,929.83
10,10 to 15,1470.53,1188.75
15,15 to 20,1551.24,1378.35
20,20 to 25,1450.7,1507.69
25,25 to 30,1378.68,1525.41
30,30 to 35,1456.16,1548.11
35,35 to 40,1313.21,1388.95
40,40 to 45,1122.95,1277.43
45,45 to 50,1102.74,1205.09
5,5 to 10,1363.51,1125.92
50,50 to 55,1001.48,1155.23
55,55 to 60,984.66,977.68
60,60 to 65,740.43,734.2
65,65 to 70,549.24,551.77
70,70 to 75,354.59,434.29
75,75 to 80,280.3,346.08
80,80 and over,261.37,384.65
