class,age,male,female
0,0 to 1,399.7,371.05
1,1 to 5,1565.21,1450.48
10,10 to 15,2142.96,1971.42
15,15 to 20,2394.02,2211.56
20,20 to 25,2609.33,2341.06
25,25 to 30,2492.97,2136.34
30,30 to 35,2375.12,2075.46
35,35 to 40,2051.17,1827.01
40,40 to 45,1713.03,1658.44
45,45 to 50,1532.79,1477.77
5,5 to 10,1945.02,1799.13
50,50 to 55,1334.73,1356.34
55,55 to 60,1249.51,1063.82
60,60 to 65,832.44,799.77
65,65 to 70,576.99,552.67
70,70 to 75,372.46,414.92
75,75 to 80,282.02,313.15
80,80 and over,260.16,345.35
