class,age,male,female
0,0 to 1,239.36,221.11
1,1 to 5,937.33,864.37
10,10 to 15,1292.5,1183.17
15,15 to 20,1443.05,1328.91
20,20 to 25,1586.11,1419.72
25,25 to 30,1520.8,1305.04
30,30 to 35,1455.13,1268.68
35,35 to 40,1258.79,1118.2
40,40 to 45,1059.29,1021.23
45,45 to 50,948.47,908.49
5,5 to 10,1174.25,1081.59
50,50 to 55,830.79,835.4
55,55 to 60,768.65,651.03
60,60 to 65,508.94,487.37
65,65 to 70,353.35,339.47
70,70 to 75,229.2,254.37
75,75 to 80,174.77,192.04
80,80 and over,159.68,208.24
